Source system ID,Plant (code),Plant (name),Calendar day,Operation Group,Material Unique (code),Material Unique (name),Stock Qty,ATP Quantity,ATP Qty (allow negative),Reserved Stock Qty,Stock in Transit Qty,Safety Stock Qty,Minimum Safety Stock Qty,Stock Value (EUR),ATP Stock Value (EUR),Reserved Stock Value (EUR),Safety Stock Value (EUR),Stock in Transit Value (EUR),Total Stock Value (EUR)
P01,NW10,Northwind Baltics,2026.04.03,OPS-S140,MAT-101034,S140/PL.35 304TL 0.4mm,296,244,156,36,2532,1143,800,6825.4,6142.86,1355.4,26356.2,58384.86,65210.26
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL420,MAT-101036,XL420/PL.37 304TL 0.5mm,3178,2091,1098,309,859,695,486,188985.31,170086.78,34790.22,41329.39,51081.93,240067.24
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX100,MAT-101040,MX100/PL.41 304TL 0.4mm,8919,7318,4498,661,2891,1134,794,94569.16,85112.25,14823.47,12023.93,30653.6,125222.76
P01,NW10,Northwind Baltics,2026.04.03,OPS-HT80,MAT-101043,HT80/PL.44 304TL 0.5mm,8798,4899,4568,1485,605,640,448,95337.24,85803.52,6635.16,6935.19,6555.93,101893.17
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL520,MAT-101049,XL520/PL.50 304TL 0.3mm,6112,3876,4848,746,2784,556,389,137073.03,123365.72,15386.77,12469.34,62436.4,199509.43
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-12X,MAT-101051,PRO-12X/PL.02 304TL 0.8mm,3254,2167,1919,355,674,830,581,60101.41,54091.27,10006.15,15330.11,12448.79,72550.19
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX200,MAT-101053,MX200/PL.04 304TL 0.8mm,1571,1085,832,149,2071,641,449,90510.22,81459.2,5526.46,36930.01,119316.79,209827.01
P01,NW10,Northwind Baltics,2026.04.03,OPS-S62,MAT-101068,S62/PL.19 304TL 0.6mm,4964,2529,3567,2,1270,190,133,72518.26,65266.43,7613.88,2775.68,18553.22,91071.48
P01,NW10,Northwind Baltics,2026.04.03,OPS-S140,MAT-101082,S140/PL.33 304TL 0.4mm,4929,4232,3957,802,1986,378,265,255073.56,229566.2,40273.79,19561.33,102774.62,357848.17
P01,NW10,Northwind Baltics,2026.04.03,OPS-S160,MAT-101083,S160/PL.34 304TL 0.6mm,2116,1153,1475,329,2189,901,631,62419.53,56177.58,11915.71,26578.45,64572.94,126992.47
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-9X,MAT-101086,PRO-9X/PL.37 304TL 0.5mm,4506,2345,2129,437,250,408,286,74682.07,67213.86,11264.64,6762.16,4143.48,78825.55
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-12X,MAT-101087,PRO-12X/PL.38 304TL 0.6mm,442,345,248,20,876,489,342,22171.38,19954.24,1536.41,24528.97,43941.47,66112.85
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX250,MAT-101090,MX250/PL.41 304TL 0.7mm,4906,4456,3079,766,3094,584,409,45671.73,41104.55,5604.73,5436.67,28803.16,74474.89
P01,NW10,Northwind Baltics,2026.04.03,OPS-HT80,MAT-101091,HT80/PL.42 304TL 0.4mm,6796,3886,2344,792,2482,750,525,71368.15,64231.33,10544.34,7876.12,26064.71,97432.86
P01,NW10,Northwind Baltics,2026.04.03,OPS-S140,MAT-101094,S140/PL.45 304TL 0.3mm,201,126,166,39,3058,946,662,7973.53,7176.18,1147.98,37527.17,121308.77,129282.3
P01,NW10,Northwind Baltics,2026.04.03,OPS-S160,MAT-101095,S160/PL.46 304TL 0.6mm,1351,758,963,248,1239,411,288,18568.12,16711.31,3256.05,5648.78,17028.8,35596.92
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL420,MAT-101096,XL420/PL.47 304TL 0.5mm,4720,2730,2736,583,2414,748,524,200988.69,180889.82,18078.23,31851.6,102793.79,303782.49
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-12X,MAT-101099,PRO-12X/PL.50 304TL 0.3mm,11227,7730,9466,876,3178,147,103,304369.03,273932.13,47555.53,3985.24,86157.01,390526.05
P01,NW10,Northwind Baltics,2026.04.03,OPS-S140,MAT-101106,S140/PL.07 304TL 0.7mm,9440,5450,2902,480,1447,650,455,399516.53,359564.88,39663.01,27509.08,61239.45,460755.99
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL420,MAT-101108,XL420/PL.09 304TL 0.3mm,4543,2385,3743,459,1059,617,432,117850.65,106065.59,10810.47,16005.69,27471.68,145322.33
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX100,MAT-101112,MX100/PL.13 304TL 0.3mm,2492,2121,2181,475,731,805,564,54473.51,49026.16,5556.05,17596.78,15979.19,70452.69
P01,NW10,Northwind Baltics,2026.04.03,OPS-HT80,MAT-101115,HT80/PL.16 304TL 0.5mm,8428,7990,2588,142,1925,456,319,179242.2,161317.98,14938.38,9697.96,40939.87,220182.07
P01,NW10,Northwind Baltics,2026.04.03,OPS-S120,MAT-101117,S120/PL.18 304TL 0.3mm,153,118,74,1,174,918,643,1421.7,1279.53,87.97,8530.17,1616.83,3038.52
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-12X,MAT-101123,PRO-12X/PL.24 304TL 0.5mm,2012,1440,1640,228,2918,516,361,35484.43,31935.98,5162.15,9100.38,51463.0,86947.42
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX100,MAT-101124,MX100/PL.25 304TL 0.7mm,5099,3761,3394,485,3225,223,156,52263.71,47037.34,8495.22,2285.7,33055.6,85319.31
P01,NW10,Northwind Baltics,2026.04.03,OPS-S120,MAT-101129,S120/PL.30 304TL 0.6mm,6776,3733,3330,561,2885,302,211,172285.18,155056.66,13114.3,7678.59,73353.41,245638.59
P01,NW10,Northwind Baltics,2026.04.03,OPS-S160,MAT-101131,S160/PL.32 304TL 0.7mm,8107,5345,6371,1111,1093,468,328,436032.69,392429.43,32803.5,25171.25,58786.69,494819.39
P01,NW10,Northwind Baltics,2026.04.03,OPS-S62,MAT-101140,S62/PL.41 304TL 0.7mm,6254,3530,2186,676,2057,213,149,57047.89,51343.1,10039.9,1942.95,18763.59,75811.48
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-12X,MAT-101147,PRO-12X/PL.48 304TL 0.8mm,6570,4934,3885,924,2163,667,467,105363.83,94827.45,10907.57,10696.75,34688.27,140052.1
P01,NW10,Northwind Baltics,2026.04.03,OPS-HT80,MAT-101151,HT80/PL.02 304TL 0.5mm,1246,775,565,18,3316,908,636,65634.57,59071.11,11266.39,47830.01,174674.34,240308.91
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL520,MAT-101157,XL520/PL.08 304TL 0.4mm,7560,6693,6713,459,2034,753,527,279529.21,251576.29,32699.49,27842.0,75206.67,354735.88
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-12X,MAT-101159,PRO-12X/PL.10 304TL 0.6mm,7528,5105,5687,104,2098,234,164,289549.97,260594.97,21475.98,9000.36,80695.52,370245.49
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX200,MAT-101161,MX200/PL.12 304TL 0.3mm,26,14,11,3,1704,173,121,559.58,503.62,96.26,3723.33,36673.77,37233.35
P01,NW10,Northwind Baltics,2026.04.03,OPS-HT80,MAT-101163,HT80/PL.14 304TL 0.4mm,3915,2258,1481,706,2397,401,281,24766.84,22290.16,2132.82,2536.78,15163.76,39930.6
P01,NW10,Northwind Baltics,2026.04.03,OPS-S140,MAT-101166,S140/PL.17 304TL 0.8mm,3351,1944,1545,335,129,978,685,93608.83,84247.95,10612.21,27320.04,3603.56,97212.4
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-9X,MAT-101182,PRO-9X/PL.33 304TL 0.6mm,1260,1164,698,97,3339,118,83,20402.52,18362.27,3756.26,1910.71,54066.69,74469.21
P01,NW10,Northwind Baltics,2026.04.03,OPS-HT80,MAT-101187,HT80/PL.38 304TL 0.8mm,2165,1938,1064,304,883,534,374,32760.84,29484.76,2123.84,8080.5,13361.58,46122.42
P01,NW10,Northwind Baltics,2026.04.03,OPS-S62,MAT-101188,S62/PL.39 304TL 0.6mm,3705,3433,2402,359,1114,59,41,24611.36,22150.23,3995.9,391.92,7400.02,32011.38
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL520,MAT-101193,XL520/PL.44 304TL 0.3mm,1401,722,512,73,158,1172,820,47619.28,42857.35,4948.25,39835.68,5370.34,52989.62
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-9X,MAT-101194,PRO-9X/PL.45 304TL 0.6mm,6213,5109,4270,830,2884,751,526,136909.1,123218.19,21431.76,16548.97,63551.56,200460.66
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-12X,MAT-101195,PRO-12X/PL.46 304TL 0.6mm,4047,2555,2728,284,190,1083,758,191638.6,172474.74,15435.92,51283.57,8997.12,200635.71
P01,NW10,Northwind Baltics,2026.04.03,OPS-HT80,MAT-101199,HT80/PL.50 304TL 0.3mm,4755,3782,1564,902,2126,587,411,20516.5,18464.85,2475.47,2532.74,9173.1,29689.6
P01,NW10,Northwind Baltics,2026.04.03,OPS-S140,MAT-101202,S140/PL.03 304TL 0.7mm,9662,8483,8484,745,2950,551,386,356289.15,320660.23,51473.05,20318.29,108782.13,465071.28
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX100,MAT-101208,MX100/PL.09 304TL 0.8mm,5869,4298,2510,938,943,971,680,242965.84,218669.25,35668.44,40197.62,39038.47,282004.31
P01,NW10,Northwind Baltics,2026.04.03,OPS-S62,MAT-101212,S62/PL.13 304TL 0.6mm,10555,5498,7214,1822,939,405,284,413122.94,371810.65,60114.43,15851.71,36752.48,449875.42
P01,NW10,Northwind Baltics,2026.04.03,OPS-S140,MAT-101214,S140/PL.15 304TL 0.6mm,7186,5079,5166,1412,3242,419,293,252665.02,227398.52,20890.61,14732.35,113991.09,366656.11
P01,NW10,Northwind Baltics,2026.04.03,OPS-S160,MAT-101215,S160/PL.16 304TL 0.6mm,696,372,261,25,1316,101,71,9190.69,8271.62,1518.6,1333.71,17377.8,26568.49
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL520,MAT-101217,XL520/PL.18 304TL 0.5mm,9875,8700,3481,590,1874,1008,706,220676.18,198608.57,31271.25,22525.73,41878.19,262554.38
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-9X,MAT-101218,PRO-9X/PL.19 304TL 0.6mm,11550,6902,4044,191,1720,870,609,662891.54,596602.39,91886.37,49932.09,98716.32,761607.86
P01,NW10,Northwind Baltics,2026.04.03,OPS-S120,MAT-101225,S120/PL.26 304TL 0.3mm,11694,9901,7612,216,1830,716,501,672317.22,605085.5,121702.1,41164.63,105211.26,777528.49
P01,NW10,Northwind Baltics,2026.04.03,OPS-S160,MAT-101227,S160/PL.28 304TL 0.7mm,5718,5032,5096,242,2720,1128,790,102980.97,92682.87,6796.97,20315.24,48987.1,151968.07
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL420,MAT-101228,XL420/PL.29 304TL 0.7mm,11232,5688,8485,1896,1669,550,385,159734.45,143761.0,27139.73,7821.75,23735.47,183469.92
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX200,MAT-101233,MX200/PL.34 304TL 0.4mm,7472,4027,5988,584,2603,432,302,391194.45,352075.0,29315.35,22617.24,136279.33,527473.78
P01,NW10,Northwind Baltics,2026.04.03,OPS-HT80,MAT-101235,HT80/PL.36 304TL 0.7mm,2794,1519,2434,548,2939,91,64,127025.24,114322.71,17416.79,4137.19,133617.46,260642.7
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-9X,MAT-101242,PRO-9X/PL.43 304TL 0.5mm,2515,1883,1845,77,27,657,460,40584.12,36525.7,7577.42,10601.89,435.69,41019.81
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL420,MAT-101252,XL420/PL.03 304TL 0.5mm,8557,4321,4555,448,336,855,598,286077.91,257470.12,35314.77,28584.39,11233.16,297311.07
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL520,MAT-101253,XL520/PL.04 304TL 0.4mm,4394,2637,2348,70,377,161,113,222769.99,200492.99,25850.05,8162.49,19113.4,241883.39
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-12X,MAT-101255,PRO-12X/PL.06 304TL 0.3mm,3550,2710,2195,339,1590,936,655,156212.65,140591.39,11813.36,41187.34,69965.67,226178.32
P01,NW10,Northwind Baltics,2026.04.03,OPS-S120,MAT-101261,S120/PL.12 304TL 0.6mm,11033,7261,8818,948,1547,242,169,497476.99,447729.29,35013.76,10911.76,69754.09,567231.08
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL420,MAT-101264,XL420/PL.15 304TL 0.3mm,1952,1127,1132,379,1812,1125,788,25969.72,23372.74,1414.23,14967.18,24107.13,50076.85
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-12X,MAT-101267,PRO-12X/PL.18 304TL 0.5mm,2394,1461,1708,410,2043,287,201,83560.92,75204.83,15192.21,10017.54,71309.51,154870.42
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX100,MAT-101268,MX100/PL.19 304TL 0.7mm,560,372,400,2,1471,369,258,17441.7,15697.53,1562.81,11492.84,45815.62,63257.32
P01,NW10,Northwind Baltics,2026.04.03,OPS-S120,MAT-101273,S120/PL.24 304TL 0.6mm,8536,6331,7654,365,1608,1076,753,381017.86,342916.07,59835.26,48028.96,71775.62,452793.48
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX100,MAT-101292,MX100/PL.43 304TL 0.4mm,872,689,719,21,29,52,36,9032.26,8129.04,902.23,538.62,300.38,9332.65
P01,NW10,Northwind Baltics,2026.04.03,OPS-S62,MAT-101296,S62/PL.47 304TL 0.4mm,2190,1805,708,403,2146,211,148,96865.54,87178.99,7897.2,9332.71,94919.39,191784.93
P01,NW10,Northwind Baltics,2026.04.03,OPS-S120,MAT-101297,S120/PL.48 304TL 0.6mm,6114,3385,4095,302,1414,1094,766,353279.87,317951.88,30401.29,63213.64,81703.91,434983.78
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX250,MAT-101306,MX250/PL.07 304TL 0.4mm,7011,4153,3778,858,2823,1157,810,323500.49,291150.44,42559.44,53386.12,130258.43,453758.92
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-9X,MAT-101314,PRO-9X/PL.15 304TL 0.5mm,6689,5305,2706,912,736,270,189,360913.58,324822.22,44365.91,14568.2,39711.82,400625.4
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX100,MAT-101316,MX100/PL.17 304TL 0.8mm,87,63,52,7,1947,707,495,2137.82,1924.04,420.94,17372.89,47843.01,49980.84
P01,NW10,Northwind Baltics,2026.04.03,OPS-S120,MAT-101321,S120/PL.22 304TL 0.7mm,3896,2519,1723,286,1695,444,311,221968.38,199771.54,14975.29,25296.19,96569.92,318538.3
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL420,MAT-101324,XL420/PL.25 304TL 0.7mm,4139,2270,2120,246,1700,619,433,99019.01,89117.11,8973.23,14808.59,40669.81,139688.82
P01,NW10,Northwind Baltics,2026.04.03,OPS-HT80,MAT-101331,HT80/PL.32 304TL 0.7mm,3080,1765,2492,540,2616,147,103,96628.76,86965.89,10571.47,4611.83,82071.7,178700.47
P01,NW10,Northwind Baltics,2026.04.03,OPS-HT80,MAT-101343,HT80/PL.44 304TL 0.7mm,6256,4468,2455,487,2049,695,486,114948.2,103453.38,6029.68,12769.98,37648.47,152596.67
P01,NW10,Northwind Baltics,2026.04.03,OPS-S140,MAT-101346,S140/PL.47 304TL 0.6mm,9318,5585,2827,1552,1070,217,152,271332.57,244199.31,45544.77,6318.86,31157.53,302490.1
P01,NW10,Northwind Baltics,2026.04.03,OPS-S160,MAT-101347,S160/PL.48 304TL 0.7mm,551,458,208,42,351,472,330,7851.42,7066.28,523.26,6725.72,5001.54,12852.96
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL520,MAT-101349,XL520/PL.50 304TL 0.8mm,6303,3634,2036,232,3447,540,378,318396.65,286556.99,17241.4,27278.15,174125.54,492522.19
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-9X,MAT-101350,PRO-9X/PL.01 304TL 0.5mm,1609,1060,1010,277,1551,854,598,22281.2,20053.08,4053.68,11826.07,21478.02,43759.22
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-12X,MAT-101351,PRO-12X/PL.02 304TL 0.5mm,11048,9849,3639,291,2132,1013,709,468184.74,421366.26,66895.89,42928.23,90348.47,558533.2
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX200,MAT-101353,MX200/PL.04 304TL 0.7mm,10242,7467,6552,67,1599,879,615,262664.44,236398.0,39869.63,22542.67,41007.66,303672.1
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX250,MAT-101354,MX250/PL.05 304TL 0.5mm,10864,7442,9229,64,1301,188,132,438121.5,394309.35,87208.88,7581.63,52466.5,490588.0
P01,NW10,Northwind Baltics,2026.04.03,OPS-S140,MAT-101358,S140/PL.09 304TL 0.6mm,1964,1058,1444,296,2957,179,125,113979.21,102581.29,22354.82,10388.13,171607.19,285586.4
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX100,MAT-101364,MX100/PL.15 304TL 0.4mm,3492,2216,1090,503,2245,1045,732,203102.28,182792.06,11849.88,60779.46,130574.06,333676.35
P01,NW10,Northwind Baltics,2026.04.03,OPS-HT80,MAT-101367,HT80/PL.18 304TL 0.7mm,2475,2085,994,139,1864,1183,828,63460.89,57114.81,3229.48,30333.03,47794.39,111255.28
P01,NW10,Northwind Baltics,2026.04.03,OPS-S62,MAT-101368,S62/PL.19 304TL 0.6mm,4285,2407,1346,171,3017,117,82,200214.87,180193.38,19256.47,5466.78,140968.09,341182.96
P01,NW10,Northwind Baltics,2026.04.03,OPS-S120,MAT-101369,S120/PL.20 304TL 0.5mm,8716,4946,7582,381,2804,1076,753,350965.24,315868.72,38340.33,43327.05,112908.05,463873.29
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX250,MAT-101378,MX250/PL.29 304TL 0.6mm,6151,4701,5147,838,2264,1029,720,47582.51,42824.26,9022.8,7960.07,17513.7,65096.21
P01,NW10,Northwind Baltics,2026.04.03,OPS-S120,MAT-101381,S120/PL.32 304TL 0.8mm,5365,3072,2001,208,2581,1143,800,84174.93,75757.43,13269.19,17933.26,40494.96,124669.89
P01,NW10,Northwind Baltics,2026.04.03,OPS-S160,MAT-101383,S160/PL.34 304TL 0.6mm,3121,2086,2162,425,1902,630,441,180917.52,162825.77,15465.02,36519.72,110254.76,291172.28
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-9X,MAT-101386,PRO-9X/PL.37 304TL 0.6mm,11440,6947,8288,1754,2494,118,83,605739.68,545165.72,100769.22,6248.01,132055.49,737795.17
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-12X,MAT-101387,PRO-12X/PL.38 304TL 0.4mm,11256,7017,4518,1556,2367,258,181,445472.05,400924.84,57190.04,10210.71,93677.36,539149.4
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX200,MAT-101389,MX200/PL.40 304TL 0.4mm,867,822,324,21,25,556,389,45137.83,40624.05,3865.18,28946.52,1301.55,46439.38
P01,NW10,Northwind Baltics,2026.04.03,OPS-S160,MAT-101395,S160/PL.46 304TL 0.7mm,3541,2615,2124,625,868,494,346,129820.12,116838.11,8817.42,18111.02,31822.61,161642.73
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL520,MAT-101397,XL520/PL.48 304TL 0.6mm,11817,9459,6023,1733,3170,451,316,641349.49,577214.54,80817.02,24477.33,172046.87,813396.36
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-12X,MAT-101399,PRO-12X/PL.50 304TL 0.7mm,2506,1597,960,458,2004,258,181,66949.78,60254.8,11373.26,6892.68,53538.45,120488.24
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL520,MAT-101409,XL520/PL.10 304TL 0.4mm,9882,5503,5970,1880,1556,137,96,39033.8,35130.42,6104.31,541.15,6146.18,45179.99
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX100,MAT-101412,MX100/PL.13 304TL 0.6mm,9876,7305,4676,795,2665,888,622,401336.55,361202.9,36928.61,36086.15,108299.1,509635.65
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX200,MAT-101413,MX200/PL.14 304TL 0.7mm,1797,1121,1279,110,3315,469,328,10290.27,9261.24,1465.52,2685.66,18982.89,29273.16
P01,NW10,Northwind Baltics,2026.04.03,OPS-S62,MAT-101416,S62/PL.17 304TL 0.5mm,4918,3402,4008,794,69,636,445,14840.96,13356.86,2964.92,1919.25,208.22,15049.18
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-9X,MAT-101422,PRO-9X/PL.23 304TL 0.4mm,8435,5966,4222,1571,1123,1131,792,39606.05,35645.45,3991.21,5310.54,5272.98,44879.03
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX250,MAT-101426,MX250/PL.27 304TL 0.7mm,6782,5614,3098,354,145,131,92,181643.16,163478.84,21483.56,3508.59,3883.55,185526.71
P01,NW10,Northwind Baltics,2026.04.03,OPS-S62,MAT-101428,S62/PL.29 304TL 0.3mm,8586,8145,6837,1242,748,796,557,64644.45,58180.0,7373.12,5993.13,5631.73,70276.18
P01,NW10,Northwind Baltics,2026.04.03,OPS-S120,MAT-101429,S120/PL.30 304TL 0.6mm,1817,1527,1014,302,506,928,650,43647.54,39282.79,2974.27,22292.2,12155.01,55802.55
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-9X,MAT-101434,PRO-9X/PL.35 304TL 0.8mm,2601,1689,2288,353,2051,270,189,73443.44,66099.1,3744.23,7623.89,57913.3,131356.74
P01,NW10,Northwind Baltics,2026.04.03,OPS-S62,MAT-101440,S62/PL.41 304TL 0.4mm,1096,974,552,64,300,1181,827,7207.92,6487.13,1410.59,7766.93,1972.97,9180.9
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX250,MAT-101462,MX250/PL.13 304TL 0.5mm,644,462,547,123,986,133,93,12164.19,10947.77,1918.39,2512.17,18624.05,30788.24
P01,NW10,Northwind Baltics,2026.04.03,OPS-S62,MAT-101464,S62/PL.15 304TL 0.7mm,11807,9574,5910,2096,294,144,101,679610.01,611649.01,55055.23,8288.63,16922.62,696532.63
P01,NW10,Northwind Baltics,2026.04.03,OPS-S120,MAT-101465,S120/PL.16 304TL 0.6mm,3267,2809,2810,486,1658,975,682,44614.03,40152.63,5159.15,13314.56,22641.59,67255.62
P01,NW10,Northwind Baltics,2026.04.03,OPS-S140,MAT-101466,S140/PL.17 304TL 0.3mm,4718,3794,1906,739,21,1021,715,88745.61,79871.05,17577.38,19205.02,395.01,89140.62
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX100,MAT-101472,MX100/PL.23 304TL 0.4mm,6413,3789,4814,971,1193,647,453,197935.06,178141.55,35214.7,19969.43,36821.54,234756.6
P01,NW10,Northwind Baltics,2026.04.03,OPS-MX250,MAT-101474,MX250/PL.25 304TL 0.7mm,6418,4249,5312,856,1258,1131,792,178002.55,160202.3,14832.12,31368.17,34890.5,212893.05
P01,NW10,Northwind Baltics,2026.04.03,OPS-S62,MAT-101476,S62/PL.27 304TL 0.6mm,388,325,331,62,2688,683,478,16171.03,14553.92,2439.61,28466.01,112030.21,128201.24
P01,NW10,Northwind Baltics,2026.04.03,OPS-S140,MAT-101478,S140/PL.29 304TL 0.7mm,9944,6706,3960,913,2537,440,308,127671.42,114904.27,7711.57,5649.18,32572.64,160244.06
P01,NW10,Northwind Baltics,2026.04.03,OPS-XL420,MAT-101480,XL420/PL.31 304TL 0.6mm,9787,6955,2938,226,1662,151,106,228159.81,205343.83,32638.54,3520.19,38745.44,266905.25
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-9X,MAT-101482,PRO-9X/PL.33 304TL 0.5mm,7222,3941,5462,272,404,701,491,296171.96,266554.77,50582.29,28747.79,16567.91,312739.88
P01,NW10,Northwind Baltics,2026.04.03,OPS-PRO-9X,MAT-101494,PRO-9X/PL.45 304TL 0.4mm,8928,6811,4628,1548,686,359,251,339770.46,305793.42,39864.52,13662.37,26106.92,365877.38
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200001,M8-NBR GASKET 02,4359,2433,1720,3,1790,96,67,84648.09,76183.28,15778.04,1864.24,34760.29,119408.38
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200005,M14-HNBR GASKET 06,10124,8494,6672,831,1673,847,593,207596.53,186836.88,21364.25,17368.06,34305.51,241902.04
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200007,M22-NBR GASKET 08,10877,9403,7884,830,827,966,676,589637.36,530673.62,49190.27,52366.43,44831.3,634468.66
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200009,M8-NBR GASKET 10,7280,5823,2338,577,1839,727,509,122266.7,110040.03,9061.35,12209.88,30885.78,153152.48
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200012,M20-SILI GASKET 13,977,797,812,168,2716,658,461,4466.07,4019.46,389.39,3007.85,12415.39,16881.46
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200019,M6-FKM GASKET 20,1797,1290,626,91,2933,320,224,82634.85,74371.36,10999.05,14715.17,134873.69,217508.54
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200021,M14-HNBR GASKET 22,4684,3588,2176,305,2238,954,668,195186.0,175667.4,25424.83,39753.94,93259.24,288445.24
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200022,M18-AFLAS GASKET 23,941,714,675,165,1407,653,457,23047.06,20742.36,3525.9,15993.34,34460.38,57507.45
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200028,M20-SILI GASKET 29,3904,2954,1940,43,243,909,636,231054.12,207948.71,24961.36,53798.21,14381.7,245435.82
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200036,M20-SILI GASKET 37,7726,7123,6704,432,1773,104,73,219710.13,197739.12,39456.82,2957.53,50420.15,270130.28
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200037,M14-HNBR GASKET 38,750,662,279,55,2020,592,414,6164.67,5548.2,739.32,4865.98,16603.5,22768.17
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200038,M18-AFLAS GASKET 39,256,242,158,5,16,1122,785,2246.86,2022.18,182.97,9847.57,140.43,2387.29
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200039,M22-NBR GASKET 40,7392,5489,6593,1022,1927,934,654,38870.71,34983.64,7291.28,4911.42,10133.1,49003.81
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200043,M6-FKM GASKET 04,8142,4766,5512,75,863,1051,736,378239.36,340415.42,29580.76,48824.56,40090.96,418330.31
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200044,M20-SILI GASKET 05,7560,4177,6538,1037,2152,670,469,423222.14,380899.92,80899.66,37507.78,120472.76,543694.89
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200045,M14-HNBR GASKET 06,507,444,447,2,993,1198,839,6717.64,6045.88,1078.42,15873.24,13157.04,19874.68
