WC Schedule Label,Plant,Plant name,Size,WC-Group,WC-Description,WC-Description long,Weekly Schedule,Hours,Days,AP Limit,Weekly available time,Suggested % Limit,AP Limit (in %),AP Limit time (in H),OEE (in %),Daily breaks (in H),NR of stands per WC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
NW05_PRESS_3 8/5 (8H/5D),NW05,Northwind Pacific,M,,PRESS_3,Press 5500T,8/5,8,5,Upside Limit 1 (hrs),37.7,1.3,1.3,37.7,0.85,1.0,2,165.0,160.46,157.47,156.22,169.65,158.0,168.71,164.49,160.5,163.35,159.84,160.2
NW05_PRESS_3 8/5 (8H/5D),NW05,Northwind Pacific,M,,PRESS_3,Press 5500T,8/5,8,5,Upside Limit 2 (hrs),46.4,1.6,1.6,46.4,0.85,1.0,2,204.25,196.18,200.45,208.85,205.47,207.79,202.58,197.92,193.72,198.17,189.68,191.53
NW05_PRESS_4 8/5 (8H/5D),NW05,Northwind Pacific,M,,PRESS_4,Press 8000T,8/5,8,5,Downside Limit 2 (hrs),14.5,0.5,0.5,14.5,0.85,1.0,2,62.8,60.16,61.79,62.71,60.95,59.85,60.46,63.63,60.21,61.8,64.7,60.62
NW05_PRESS_4 8/5 (8H/5D),NW05,Northwind Pacific,M,,PRESS_4,Press 8000T,8/5,8,5,Downside Limit 1 (hrs),20.3,0.7,0.7,20.3,0.85,1.0,2,90.36,91.08,84.76,84.48,85.22,83.97,90.2,88.74,89.32,86.77,86.27,84.84
NW05_PRESS_4 8/5 (8H/5D),NW05,Northwind Pacific,M,,PRESS_4,Press 8000T,8/5,8,5,"Available Capacity, hours",29.0,1.0,1.0,29.0,0.85,1.0,2,125.0,121.03,123.24,120.08,129.54,125.83,120.71,122.56,128.86,119.02,128.5,120.05
NW05_PRESS_4 8/5 (8H/5D),NW05,Northwind Pacific,M,,PRESS_4,Press 8000T,8/5,8,5,Upside Limit 1 (hrs),37.7,1.3,1.3,37.7,0.85,1.0,2,160.9,161.87,164.56,158.27,157.27,169.02,162.09,163.73,162.82,161.69,155.09,162.81
NW05_PRESS_4 8/5 (8H/5D),NW05,Northwind Pacific,M,,PRESS_4,Press 8000T,8/5,8,5,Upside Limit 2 (hrs),46.4,1.6,1.6,46.4,0.85,1.0,2,198.28,190.1,207.6,193.56,206.69,193.08,190.06,192.77,196.57,206.41,200.34,207.16
NW05_PRESS_5 24/5 (24H/5D),NW05,Northwind Pacific,L,,PRESS_5,Press 11000T,24/5,24,5,Downside Limit 2 (hrs),46.0,0.5,0.5,46.0,0.85,2.0,3,204.99,197.58,196.78,198.67,202.15,203.75,201.24,204.73,192.96,202.8,193.3,194.6
NW05_PRESS_5 24/5 (24H/5D),NW05,Northwind Pacific,L,,PRESS_5,Press 11000T,24/5,24,5,Downside Limit 1 (hrs),64.4,0.7,0.7,64.4,0.85,2.0,3,275.12,286.38,284.58,267.32,278.71,268.98,267.05,278.73,267.2,273.46,273.2,273.63
NW05_PRESS_5 24/5 (24H/5D),NW05,Northwind Pacific,L,,PRESS_5,Press 11000T,24/5,24,5,"Available Capacity, hours",92.0,1.0,1.0,92.0,0.85,2.0,3,406.3,397.02,406.58,384.78,392.78,407.43,390.35,408.15,405.85,403.95,390.57,394.29
NW05_PRESS_5 24/5 (24H/5D),NW05,Northwind Pacific,L,,PRESS_5,Press 11000T,24/5,24,5,Upside Limit 1 (hrs),119.6,1.3,1.3,119.6,0.85,2.0,3,531.67,510.03,496.69,537.81,496.71,515.4,495.9,502.23,496.59,517.73,497.08,501.9
NW05_PRESS_5 24/5 (24H/5D),NW05,Northwind Pacific,L,,PRESS_5,Press 11000T,24/5,24,5,Upside Limit 2 (hrs),147.2,1.6,1.6,147.2,0.85,2.0,3,647.33,650.83,639.51,618.91,650.22,612.51,607.76,652.4,612.39,629.23,627.75,622.28
NW05_PRESS_6 24/5 (24H/5D),NW05,Northwind Pacific,L,,PRESS_6,Press 13900T,24/5,24,5,Downside Limit 2 (hrs),46.0,0.5,0.5,46.0,0.85,2.0,3,192.48,192.93,196.77,189.34,192.69,206.3,203.7,188.22,200.11,204.29,204.89,197.74
NW05_PRESS_6 24/5 (24H/5D),NW05,Northwind Pacific,L,,PRESS_6,Press 13900T,24/5,24,5,Downside Limit 1 (hrs),64.4,0.7,0.7,64.4,0.85,2.0,3,268.97,267.23,276.4,264.66,267.35,281.74,275.33,277.84,266.05,283.26,285.12,284.15
NW05_PRESS_6 24/5 (24H/5D),NW05,Northwind Pacific,L,,PRESS_6,Press 13900T,24/5,24,5,"Available Capacity, hours",92.0,1.0,1.0,92.0,0.85,2.0,3,396.82,413.85,406.98,399.58,409.67,387.23,389.29,392.9,385.03,403.26,383.64,381.64
NW05_PRESS_6 24/5 (24H/5D),NW05,Northwind Pacific,L,,PRESS_6,Press 13900T,24/5,24,5,Upside Limit 1 (hrs),119.6,1.3,1.3,119.6,0.85,2.0,3,512.76,530.2,539.96,528.59,539.13,522.73,502.0,491.66,512.58,508.09,523.14,497.2
NW05_PRESS_6 24/5 (24H/5D),NW05,Northwind Pacific,L,,PRESS_6,Press 13900T,24/5,24,5,Upside Limit 2 (hrs),147.2,1.6,1.6,147.2,0.85,2.0,3,635.37,616.55,643.81,626.04,650.36,659.77,649.84,617.26,625.0,641.91,658.24,659.87
NW05_EXTRUSION_1 8/5 (8H/5D),NW05,Northwind Pacific,M,,EXTRUSION_1,Extrusion line A,8/5,8,5,Downside Limit 2 (hrs),13.65,0.5,0.5,13.65,0.8075,1.0,2,56.56,60.49,61.27,59.85,56.55,59.56,60.98,60.56,61.56,57.0,58.47,56.61
NW05_EXTRUSION_1 8/5 (8H/5D),NW05,Northwind Pacific,M,,EXTRUSION_1,Extrusion line A,8/5,8,5,Downside Limit 1 (hrs),19.11,0.7,0.7,19.11,0.8075,1.0,2,85.42,83.26,79.99,83.89,84.53,84.26,78.8,83.73,81.12,85.04,80.56,84.56
NW05_EXTRUSION_1 8/5 (8H/5D),NW05,Northwind Pacific,M,,EXTRUSION_1,Extrusion line A,8/5,8,5,"Available Capacity, hours",27.3,1.0,1.0,27.3,0.8075,1.0,2,118.15,122.36,112.39,122.05,119.21,119.28,122.01,111.62,119.34,119.73,114.22,112.04
NW05_EXTRUSION_1 8/5 (8H/5D),NW05,Northwind Pacific,M,,EXTRUSION_1,Extrusion line A,8/5,8,5,Upside Limit 1 (hrs),35.49,1.3,1.3,35.49,0.8075,1.0,2,147.11,153.15,150.59,158.52,157.94,150.67,157.59,153.86,156.8,154.43,150.36,149.01
NW05_EXTRUSION_1 8/5 (8H/5D),NW05,Northwind Pacific,M,,EXTRUSION_1,Extrusion line A,8/5,8,5,Upside Limit 2 (hrs),43.68,1.6,1.6,43.68,0.8075,1.0,2,190.69,189.74,182.5,181.93,190.88,183.97,180.26,191.3,196.32,190.98,187.25,187.53
NW05_GRINDING_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,GRINDING_1,Grinding line,8/5,8,5,Downside Limit 2 (hrs),13.65,0.5,0.5,13.65,0.8075,1.0,1,58.63,58.5,61.17,59.1,56.26,56.65,61.57,59.2,59.34,59.57,56.8,59.18
NW05_GRINDING_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,GRINDING_1,Grinding line,8/5,8,5,Downside Limit 1 (hrs),19.11,0.7,0.7,19.11,0.8075,1.0,1,81.28,85.76,85.75,85.0,80.65,84.31,79.19,80.22,79.02,80.56,83.64,85.08
NW05_GRINDING_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,GRINDING_1,Grinding line,8/5,8,5,"Available Capacity, hours",27.3,1.0,1.0,27.3,0.8075,1.0,1,112.13,114.3,122.83,115.73,123.1,120.17,113.87,121.47,115.07,114.35,121.11,118.12
NW05_GRINDING_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,GRINDING_1,Grinding line,8/5,8,5,Upside Limit 1 (hrs),35.49,1.3,1.3,35.49,0.8075,1.0,1,151.27,148.88,156.55,146.48,153.63,156.22,154.9,146.31,157.94,154.85,156.76,150.57
NW05_GRINDING_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,GRINDING_1,Grinding line,8/5,8,5,Upside Limit 2 (hrs),43.68,1.6,1.6,43.68,0.8075,1.0,1,179.5,193.01,191.55,191.17,189.45,195.9,193.5,189.45,178.84,187.14,194.2,182.93
NW05_OVEN_1 8/5 (8H/5D),NW05,Northwind Pacific,M,,OVEN_1,Curing oven,8/5,8,5,Downside Limit 2 (hrs),13.65,0.5,0.5,13.65,0.8075,1.0,2,56.62,56.56,58.51,58.04,57.3,59.58,61.53,56.03,56.06,56.71,59.21,60.22
NW05_OVEN_1 8/5 (8H/5D),NW05,Northwind Pacific,M,,OVEN_1,Curing oven,8/5,8,5,Downside Limit 1 (hrs),19.11,0.7,0.7,19.11,0.8075,1.0,2,80.51,78.95,82.7,79.21,85.09,81.15,78.8,80.11,81.31,78.53,80.28,86.11
NW05_OVEN_1 8/5 (8H/5D),NW05,Northwind Pacific,M,,OVEN_1,Curing oven,8/5,8,5,"Available Capacity, hours",27.3,1.0,1.0,27.3,0.8075,1.0,2,120.14,111.95,111.91,111.91,122.92,122.7,114.17,114.11,121.51,115.97,113.35,121.83
NW05_OVEN_1 8/5 (8H/5D),NW05,Northwind Pacific,M,,OVEN_1,Curing oven,8/5,8,5,Upside Limit 1 (hrs),35.49,1.3,1.3,35.49,0.8075,1.0,2,157.95,158.45,152.4,155.32,145.04,152.41,147.22,152.9,155.11,146.38,147.38,154.53
NW05_OVEN_1 8/5 (8H/5D),NW05,Northwind Pacific,M,,OVEN_1,Curing oven,8/5,8,5,Upside Limit 2 (hrs),43.68,1.6,1.6,43.68,0.8075,1.0,2,187.19,190.34,193.09,195.97,189.07,189.95,183.12,183.5,192.72,188.33,195.64,183.6
NW05_ASSY_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,ASSY_1,Assembly cell,8/5,8,5,Downside Limit 2 (hrs),13.65,0.5,0.5,13.65,0.8075,1.0,1,57.35,60.2,57.7,55.98,60.25,57.78,56.44,58.83,61.42,61.48,56.4,56.31
NW05_ASSY_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,ASSY_1,Assembly cell,8/5,8,5,Downside Limit 1 (hrs),19.11,0.7,0.7,19.11,0.8075,1.0,1,78.96,83.01,78.17,78.42,79.43,85.42,78.62,81.83,85.6,80.6,78.79,81.41
NW05_ASSY_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,ASSY_1,Assembly cell,8/5,8,5,"Available Capacity, hours",27.3,1.0,1.0,27.3,0.8075,1.0,1,120.07,118.33,113.7,118.83,123.1,122.42,122.61,119.43,121.67,111.63,114.85,122.72
NW05_ASSY_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,ASSY_1,Assembly cell,8/5,8,5,Upside Limit 1 (hrs),35.49,1.3,1.3,35.49,0.8075,1.0,1,146.29,146.51,159.33,150.31,155.37,146.49,158.46,153.14,159.79,160.18,151.93,152.36
NW05_ASSY_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,ASSY_1,Assembly cell,8/5,8,5,Upside Limit 2 (hrs),43.68,1.6,1.6,43.68,0.8075,1.0,1,183.05,189.87,190.01,190.02,181.63,180.06,185.32,196.35,186.61,178.67,190.61,180.49
NW06_PRESS_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,PRESS_1,Press 3300T,12/5,12,5,Downside Limit 2 (hrs),20.9,0.5,0.5,20.9,0.78,1.0,1,92.19,92.1,93.51,93.56,92.66,85.84,86.03,92.66,88.94,92.93,92.38,86.09
NW06_PRESS_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,PRESS_1,Press 3300T,12/5,12,5,Downside Limit 1 (hrs),29.26,0.7,0.7,29.26,0.78,1.0,1,123.7,128.49,129.15,120.87,129.38,131.83,123.93,124.27,130.26,130.8,126.97,124.95
NW06_PRESS_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,PRESS_1,Press 3300T,12/5,12,5,"Available Capacity, hours",41.8,1.0,1.0,41.8,0.78,1.0,1,171.38,171.85,182.24,175.84,186.91,176.71,182.08,179.34,183.97,181.94,181.18,186.51
NW06_PRESS_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,PRESS_1,Press 3300T,12/5,12,5,Upside Limit 1 (hrs),54.34,1.3,1.3,54.34,0.78,1.0,1,238.95,237.01,229.35,225.04,223.78,244.04,230.61,227.41,242.07,223.87,230.46,224.19
NW06_PRESS_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,PRESS_1,Press 3300T,12/5,12,5,Upside Limit 2 (hrs),66.88,1.6,1.6,66.88,0.78,1.0,1,287.86,279.55,299.71,296.0,289.39,273.59,273.58,291.14,273.56,301.74,296.81,278.73
NW06_PRESS_2 12/5 (12H/5D),NW06,Northwind Southeast,M,,PRESS_2,Press 5500T,12/5,12,5,Downside Limit 2 (hrs),20.9,0.5,0.5,20.9,0.78,1.0,2,87.24,88.89,86.35,89.18,87.5,93.65,86.1,90.6,89.63,86.21,87.71,92.0
NW06_PRESS_2 12/5 (12H/5D),NW06,Northwind Southeast,M,,PRESS_2,Press 5500T,12/5,12,5,Downside Limit 1 (hrs),29.26,0.7,0.7,29.26,0.78,1.0,2,125.45,123.0,127.8,125.56,127.61,130.87,120.1,123.42,129.91,127.04,122.53,129.81
NW06_PRESS_2 12/5 (12H/5D),NW06,Northwind Southeast,M,,PRESS_2,Press 5500T,12/5,12,5,"Available Capacity, hours",41.8,1.0,1.0,41.8,0.78,1.0,2,178.6,180.46,173.03,184.16,171.34,171.74,177.77,177.14,179.91,188.0,186.13,184.96
NW06_PRESS_2 12/5 (12H/5D),NW06,Northwind Southeast,M,,PRESS_2,Press 5500T,12/5,12,5,Upside Limit 1 (hrs),54.34,1.3,1.3,54.34,0.78,1.0,2,243.29,233.85,224.62,242.35,228.4,230.64,233.94,235.5,235.28,228.7,227.24,228.93
NW06_PRESS_2 12/5 (12H/5D),NW06,Northwind Southeast,M,,PRESS_2,Press 5500T,12/5,12,5,Upside Limit 2 (hrs),66.88,1.6,1.6,66.88,0.78,1.0,2,285.64,294.22,288.59,284.12,301.72,275.23,284.98,287.76,297.39,287.61,300.78,286.77
NW06_PRESS_3 12/5 (12H/5D),NW06,Northwind Southeast,M,,PRESS_3,Press 8000T,12/5,12,5,Downside Limit 2 (hrs),20.9,0.5,0.5,20.9,0.78,1.0,2,88.86,91.29,91.76,88.59,93.37,87.3,88.87,92.82,90.05,94.02,86.26,91.39
NW06_PRESS_3 12/5 (12H/5D),NW06,Northwind Southeast,M,,PRESS_3,Press 8000T,12/5,12,5,Downside Limit 1 (hrs),29.26,0.7,0.7,29.26,0.78,1.0,2,123.15,129.55,131.33,120.35,128.29,119.69,127.22,123.59,132.03,126.36,119.62,126.11
NW06_PRESS_3 12/5 (12H/5D),NW06,Northwind Southeast,M,,PRESS_3,Press 8000T,12/5,12,5,"Available Capacity, hours",41.8,1.0,1.0,41.8,0.78,1.0,2,173.43,186.46,183.47,176.84,173.97,177.83,183.21,179.42,173.51,176.29,183.57,183.91
NW06_PRESS_3 12/5 (12H/5D),NW06,Northwind Southeast,M,,PRESS_3,Press 8000T,12/5,12,5,Upside Limit 1 (hrs),54.34,1.3,1.3,54.34,0.78,1.0,2,229.83,227.1,236.68,236.82,231.79,237.83,226.13,232.55,228.67,244.99,223.22,240.73
NW06_PRESS_3 12/5 (12H/5D),NW06,Northwind Southeast,M,,PRESS_3,Press 8000T,12/5,12,5,Upside Limit 2 (hrs),66.88,1.6,1.6,66.88,0.78,1.0,2,278.07,279.62,289.62,292.89,274.06,300.26,278.8,275.41,289.73,276.02,300.48,298.0
NW06_PRESS_4 24/5 (24H/5D),NW06,Northwind Southeast,L,,PRESS_4,Press 13900T,24/5,24,5,Downside Limit 2 (hrs),41.8,0.5,0.5,41.8,0.78,2.0,3,186.95,175.9,187.64,171.0,179.54,177.43,186.98,188.59,171.07,172.98,171.87,182.15
NW06_PRESS_4 24/5 (24H/5D),NW06,Northwind Southeast,L,,PRESS_4,Press 13900T,24/5,24,5,Downside Limit 1 (hrs),58.52,0.7,0.7,58.52,0.78,2.0,3,245.39,241.81,249.16,244.58,254.76,243.42,240.91,252.16,249.78,242.69,250.96,253.83
NW06_PRESS_4 24/5 (24H/5D),NW06,Northwind Southeast,L,,PRESS_4,Press 13900T,24/5,24,5,"Available Capacity, hours",83.6,1.0,1.0,83.6,0.78,2.0,3,358.13,346.5,350.63,357.65,347.62,352.96,341.83,364.29,362.49,374.4,364.45,350.42
NW06_PRESS_4 24/5 (24H/5D),NW06,Northwind Southeast,L,,PRESS_4,Press 13900T,24/5,24,5,Upside Limit 1 (hrs),108.68,1.3,1.3,108.68,0.78,2.0,3,462.9,487.43,485.78,444.15,469.04,470.52,462.85,463.07,488.8,479.07,463.9,466.4
NW06_PRESS_4 24/5 (24H/5D),NW06,Northwind Southeast,L,,PRESS_4,Press 13900T,24/5,24,5,Upside Limit 2 (hrs),133.76,1.6,1.6,133.76,0.78,2.0,3,567.52,550.7,560.85,572.82,553.02,567.27,549.95,591.14,558.69,593.97,575.79,574.61
NW06_GRINDING_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,GRINDING_1,Grinding line,12/5,12,5,Downside Limit 2 (hrs),19.73,0.5,0.5,19.73,0.741,1.0,1,84.03,82.82,82.38,81.99,83.97,84.95,84.66,86.29,87.7,86.0,87.81,82.11
NW06_GRINDING_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,GRINDING_1,Grinding line,12/5,12,5,Downside Limit 1 (hrs),27.62,0.7,0.7,27.62,0.741,1.0,1,114.89,121.86,114.24,113.98,114.48,114.99,117.33,121.22,119.98,117.72,118.66,113.89
NW06_GRINDING_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,GRINDING_1,Grinding line,12/5,12,5,"Available Capacity, hours",39.46,1.0,1.0,39.46,0.741,1.0,1,176.21,176.89,176.8,177.03,169.94,171.73,176.0,170.21,161.86,169.56,174.63,173.81
NW06_GRINDING_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,GRINDING_1,Grinding line,12/5,12,5,Upside Limit 1 (hrs),51.3,1.3,1.3,51.3,0.741,1.0,1,217.69,229.07,224.36,230.08,227.87,223.16,219.6,226.03,221.56,214.82,210.98,216.11
NW06_GRINDING_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,GRINDING_1,Grinding line,12/5,12,5,Upside Limit 2 (hrs),63.14,1.6,1.6,63.14,0.741,1.0,1,279.67,263.27,262.3,266.4,278.44,268.42,262.21,269.31,277.84,263.84,276.75,258.01
NW06_ASSY_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,ASSY_1,Assembly cell,12/5,12,5,Downside Limit 2 (hrs),19.73,0.5,0.5,19.73,0.741,1.0,1,85.74,85.37,80.7,88.69,83.15,84.28,88.09,81.76,83.18,88.99,83.4,83.1
NW06_ASSY_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,ASSY_1,Assembly cell,12/5,12,5,Downside Limit 1 (hrs),27.62,0.7,0.7,27.62,0.741,1.0,1,117.26,114.55,113.15,113.92,120.77,121.82,120.04,117.08,114.39,115.47,117.43,113.76
NW06_ASSY_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,ASSY_1,Assembly cell,12/5,12,5,"Available Capacity, hours",39.46,1.0,1.0,39.46,0.741,1.0,1,166.93,165.85,164.52,177.04,175.36,161.49,172.13,164.4,162.64,166.85,163.34,161.7
NW06_ASSY_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,ASSY_1,Assembly cell,12/5,12,5,Upside Limit 1 (hrs),51.3,1.3,1.3,51.3,0.741,1.0,1,215.55,219.27,212.79,211.87,227.14,230.53,227.68,222.45,223.69,225.69,226.79,214.85
NW06_ASSY_1 12/5 (12H/5D),NW06,Northwind Southeast,S,,ASSY_1,Assembly cell,12/5,12,5,Upside Limit 2 (hrs),63.14,1.6,1.6,63.14,0.741,1.0,1,283.26,284.6,271.46,275.73,262.79,260.66,266.71,278.87,281.8,258.23,281.95,271.28
NW07_PRESS_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,PRESS_1,Press 3300T,8/5,8,5,Downside Limit 2 (hrs),14.1,0.5,0.5,14.1,0.83,1.0,1,63.61,60.58,61.03,58.92,58.35,61.23,58.19,63.29,57.64,60.34,62.3,61.59
NW07_PRESS_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,PRESS_1,Press 3300T,8/5,8,5,Downside Limit 1 (hrs),19.74,0.7,0.7,19.74,0.83,1.0,1,85.28,82.75,85.61,87.32,85.85,82.39,88.54,82.27,87.96,86.7,82.1,82.75
NW07_PRESS_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,PRESS_1,Press 3300T,8/5,8,5,"Available Capacity, hours",28.2,1.0,1.0,28.2,0.83,1.0,1,115.38,124.37,117.29,126.65,126.85,115.3,118.4,116.04,124.68,117.34,124.98,125.14
NW07_PRESS_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,PRESS_1,Press 3300T,8/5,8,5,Upside Limit 1 (hrs),36.66,1.3,1.3,36.66,0.83,1.0,1,150.18,160.76,164.96,155.69,153.21,160.38,163.18,164.71,161.97,160.08,158.4,152.29
NW07_PRESS_1 8/5 (8H/5D),NW07,Northwind West Coast,S,,PRESS_1,Press 3300T,8/5,8,5,Upside Limit 2 (hrs),45.12,1.6,1.6,45.12,0.83,1.0,1,202.26,202.48,193.94,187.6,194.69,185.57,203.4,198.03,195.37,184.45,195.26,194.34
NW07_PRESS_2 8/5 (8H/5D),NW07,Northwind West Coast,S,,PRESS_2,Press 3300T,8/5,8,5,Downside Limit 2 (hrs),14.1,0.5,0.5,14.1,0.83,1.0,1,61.36,59.45,62.79,60.66,58.57,60.9,63.05,57.76,61.65,57.86,60.57,63.06
NW07_PRESS_2 8/5 (8H/5D),NW07,Northwind West Coast,S,,PRESS_2,Press 3300T,8/5,8,5,Downside Limit 1 (hrs),19.74,0.7,0.7,19.74,0.83,1.0,1,81.63,84.69,88.95,82.64,84.07,89.0,83.62,88.05,82.91,85.24,85.82,84.73
NW07_PRESS_2 8/5 (8H/5D),NW07,Northwind West Coast,S,,PRESS_2,Press 3300T,8/5,8,5,"Available Capacity, hours",28.2,1.0,1.0,28.2,0.83,1.0,1,119.67,127.04,122.43,116.5,115.57,121.41,122.05,125.11,119.14,116.56,122.23,119.37
NW07_PRESS_2 8/5 (8H/5D),NW07,Northwind West Coast,S,,PRESS_2,Press 3300T,8/5,8,5,Upside Limit 1 (hrs),36.66,1.3,1.3,36.66,0.83,1.0,1,156.75,154.87,163.9,161.81,156.15,149.98,153.4,162.73,149.87,153.92,158.81,150.67
NW07_PRESS_2 8/5 (8H/5D),NW07,Northwind West Coast,S,,PRESS_2,Press 3300T,8/5,8,5,Upside Limit 2 (hrs),45.12,1.6,1.6,45.12,0.83,1.0,1,192.7,195.41,192.3,192.31,201.35,193.8,188.45,199.93,198.78,197.2,202.42,196.45
NW07_PRESS_3 8/5 (8H/5D),NW07,Northwind West Coast,M,,PRESS_3,Press 8000T,8/5,8,5,Downside Limit 2 (hrs),14.1,0.5,0.5,14.1,0.83,1.0,2,60.13,59.68,61.71,59.52,59.82,59.42,61.7,62.5,61.34,61.16,58.52,58.16
NW07_PRESS_3 8/5 (8H/5D),NW07,Northwind West Coast,M,,PRESS_3,Press 8000T,8/5,8,5,Downside Limit 1 (hrs),19.74,0.7,0.7,19.74,0.83,1.0,2,83.29,82.36,86.16,87.4,81.66,81.22,85.14,85.37,83.1,88.62,81.77,85.68
NW07_PRESS_3 8/5 (8H/5D),NW07,Northwind West Coast,M,,PRESS_3,Press 8000T,8/5,8,5,"Available Capacity, hours",28.2,1.0,1.0,28.2,0.83,1.0,2,117.64,117.17,124.33,119.72,122.96,125.02,115.39,126.97,122.68,120.48,119.53,122.49
NW07_PRESS_3 8/5 (8H/5D),NW07,Northwind West Coast,M,,PRESS_3,Press 8000T,8/5,8,5,Upside Limit 1 (hrs),36.66,1.3,1.3,36.66,0.83,1.0,2,164.95,154.57,164.22,152.44,164.99,150.87,158.51,160.19,158.75,161.97,164.41,151.16
NW07_PRESS_3 8/5 (8H/5D),NW07,Northwind West Coast,M,,PRESS_3,Press 8000T,8/5,8,5,Upside Limit 2 (hrs),45.12,1.6,1.6,45.12,0.83,1.0,2,193.12,199.88,199.34,194.37,203.23,194.53,194.46,192.5,192.57,191.69,195.62,199.0
NW07_PRESS_4 24/5 (24H/5D),NW07,Northwind West Coast,L,,PRESS_4,Press 11000T,24/5,24,5,Downside Limit 2 (hrs),44.8,0.5,0.5,44.8,0.83,2.0,3,184.23,190.41,190.54,198.35,196.5,185.31,192.37,184.92,200.03,202.13,194.09,190.46
NW07_PRESS_4 24/5 (24H/5D),NW07,Northwind West Coast,L,,PRESS_4,Press 11000T,24/5,24,5,Downside Limit 1 (hrs),62.72,0.7,0.7,62.72,0.83,2.0,3,263.64,267.48,280.17,260.79,264.66,263.92,257.12,275.52,260.29,268.99,261.4,266.54
NW07_PRESS_4 24/5 (24H/5D),NW07,Northwind West Coast,L,,PRESS_4,Press 11000T,24/5,24,5,"Available Capacity, hours",89.6,1.0,1.0,89.6,0.83,2.0,3,369.71,377.6,403.34,380.67,404.02,381.23,375.43,384.32,371.66,386.83,367.72,398.85
NW07_PRESS_4 24/5 (24H/5D),NW07,Northwind West Coast,L,,PRESS_4,Press 11000T,24/5,24,5,Upside Limit 1 (hrs),116.48,1.3,1.3,116.48,0.83,2.0,3,484.56,506.65,524.24,525.76,515.4,522.02,485.49,514.28,525.55,488.57,490.61,491.95
NW07_PRESS_4 24/5 (24H/5D),NW07,Northwind West Coast,L,,PRESS_4,Press 11000T,24/5,24,5,Upside Limit 2 (hrs),143.36,1.6,1.6,143.36,0.83,2.0,3,616.68,614.47,615.01,599.35,645.39,606.46,634.52,615.12,633.43,636.05,596.0,590.5
NW07_PRESS_5 24/5 (24H/5D),NW07,Northwind West Coast,L,,PRESS_5,Press 13900T,24/5,24,5,Downside Limit 2 (hrs),44.8,0.5,0.5,44.8,0.83,2.0,3,183.19,195.67,199.59,198.27,196.03,189.72,196.9,191.72,184.92,187.17,198.04,190.67
NW07_PRESS_5 24/5 (24H/5D),NW07,Northwind West Coast,L,,PRESS_5,Press 13900T,24/5,24,5,Downside Limit 1 (hrs),62.72,0.7,0.7,62.72,0.83,2.0,3,262.46,263.08,266.47,272.22,269.77,282.12,258.36,258.68,277.02,256.88,271.1,269.53
NW07_PRESS_5 24/5 (24H/5D),NW07,Northwind West Coast,L,,PRESS_5,Press 13900T,24/5,24,5,"Available Capacity, hours",89.6,1.0,1.0,89.6,0.83,2.0,3,377.39,390.52,375.39,390.54,376.09,369.14,399.76,389.83,392.37,390.15,375.46,366.8
NW07_PRESS_5 24/5 (24H/5D),NW07,Northwind West Coast,L,,PRESS_5,Press 13900T,24/5,24,5,Upside Limit 1 (hrs),116.48,1.3,1.3,116.48,0.83,2.0,3,519.23,493.7,524.48,521.04,503.92,494.39,516.4,497.68,510.11,523.16,510.92,497.64
NW07_PRESS_5 24/5 (24H/5D),NW07,Northwind West Coast,L,,PRESS_5,Press 13900T,24/5,24,5,Upside Limit 2 (hrs),143.36,1.6,1.6,143.36,0.83,2.0,3,589.58,642.0,605.57,602.65,603.29,625.73,623.43,616.94,599.55,643.6,645.61,633.64
NW07_EXTRUSION_1 8/5 (8H/5D),NW07,Northwind West Coast,M,,EXTRUSION_1,Extrusion line A,8/5,8,5,Downside Limit 2 (hrs),13.27,0.5,0.5,13.27,0.7885,1.0,2,58.49,55.52,57.12,54.91,57.97,59.85,56.18,55.92,57.38,54.92,56.61,55.42
