Connector,Plant,Type,Sap code,Material description,Total QTY,Tool No.,Work center,Group,Cycle times Standard Value (Machine),OPS plan GD,Rev no,Material Status
NW06_MAT-101154,NW06,Plates,MAT-101154,S140/PL.05 304TL 0.7mm,160404,T-70192-C,PRESS_4,N/58771490,1.369,198747,C,Active
NW06_MAT-101165,NW06,Plates,MAT-101165,S120/PL.16 304TL 0.6mm,124998,T-70386-D,PRESS_4,N/51471632,1.08,70326,C,Phase-out
NW06_MAT-101166,NW06,Plates,MAT-101166,S140/PL.17 304TL 0.8mm,74456,T-70162-D,PRESS_4,N/50915351,1.475,204552,C,Active
NW06_MAT-101171,NW06,Plates,MAT-101171,PRO-12X/PL.22 304TL 0.5mm,205859,T-70379-A,PRESS_3,N/59150439,1.6,118388,B,Active
NW06_MAT-101178,NW06,Plates,MAT-101178,S140/PL.29 304TL 0.4mm,98215,T-70134-C,GRINDING_1,N/54126688,1.595,167571,D,Active
NW06_MAT-101182,NW06,Plates,MAT-101182,PRO-9X/PL.33 304TL 0.6mm,9542,T-70372-C,PRESS_4,N/50438655,1.285,171966,A,Active
NW06_MAT-101185,NW06,Plates,MAT-101185,MX200/PL.36 304TL 0.7mm,73033,T-70255-D,PRESS_3,N/59170968,0.902,288113,B,Active
NW06_MAT-101188,NW06,Plates,MAT-101188,S62/PL.39 304TL 0.6mm,246422,T-70359-C,PRESS_4,N/50352557,1.316,89222,A,Active
NW06_MAT-101193,NW06,Plates,MAT-101193,XL520/PL.44 304TL 0.3mm,189690,T-70692-A,PRESS_4,N/52824169,1.693,30499,A,Active
NW06_MAT-101194,NW06,Plates,MAT-101194,PRO-9X/PL.45 304TL 0.6mm,17091,T-70218-B,PRESS_2,N/53414197,1.668,150171,D,Active
NW06_MAT-101198,NW06,Plates,MAT-101198,MX250/PL.49 304TL 0.7mm,41810,T-70118-A,PRESS_1,N/57031644,0.972,211001,C,Active
NW06_MAT-101205,NW06,Plates,MAT-101205,XL520/PL.06 304TL 0.6mm,233762,T-70354-A,PRESS_4,N/50849765,2.292,151242,B,Active
NW06_MAT-101211,NW06,Plates,MAT-101211,HT80/PL.12 304TL 0.5mm,169499,T-70683-C,PRESS_4,N/59384871,2.147,243540,A,Active
NW06_MAT-101212,NW06,Plates,MAT-101212,S62/PL.13 304TL 0.6mm,144115,T-70089-D,PRESS_3,N/55663921,1.204,315179,D,Phase-out
NW06_MAT-101220,NW06,Plates,MAT-101220,MX100/PL.21 304TL 0.4mm,220265,T-70404-A,PRESS_2,N/54090341,0.946,59550,A,Active
NW06_MAT-101226,NW06,Plates,MAT-101226,S140/PL.27 304TL 0.5mm,180052,T-70244-B,PRESS_1,N/55154069,1.631,73732,B,Active
NW06_MAT-101229,NW06,Plates,MAT-101229,XL520/PL.30 304TL 0.3mm,78106,T-70059-B,PRESS_4,N/50919567,2.441,197960,B,Active
NW06_MAT-101230,NW06,Plates,MAT-101230,PRO-9X/PL.31 304TL 0.3mm,52487,T-70573-A,PRESS_4,N/58521373,1.411,33097,D,Active
NW06_MAT-101231,NW06,Plates,MAT-101231,PRO-12X/PL.32 304TL 0.4mm,205062,T-70087-A,PRESS_1,N/56408904,1.707,152804,A,Active
NW06_MAT-101234,NW06,Plates,MAT-101234,MX250/PL.35 304TL 0.6mm,191294,T-70609-C,PRESS_3,N/54253466,1.147,53487,C,Phase-out
NW06_MAT-101235,NW06,Plates,MAT-101235,HT80/PL.36 304TL 0.7mm,181356,T-70477-A,PRESS_4,N/56471748,1.67,134329,C,Active
NW06_MAT-101243,NW06,Plates,MAT-101243,PRO-12X/PL.44 304TL 0.7mm,251810,T-70054-A,PRESS_2,N/52407617,1.441,282487,A,Active
NW06_MAT-101248,NW06,Plates,MAT-101248,S62/PL.49 304TL 0.6mm,17835,T-70058-C,PRESS_2,N/52570499,1.118,120112,A,Active
NW06_MAT-101251,NW06,Plates,MAT-101251,S160/PL.02 304TL 0.5mm,15916,T-70681-D,PRESS_2,N/57247138,1.547,99174,B,Active
NW06_MAT-101252,NW06,Plates,MAT-101252,XL420/PL.03 304TL 0.5mm,200078,T-70172-B,PRESS_4,N/58679548,1.767,69750,B,Active
NW06_MAT-101253,NW06,Plates,MAT-101253,XL520/PL.04 304TL 0.4mm,197874,T-70381-D,PRESS_4,N/51958249,2.117,122499,B,Active
NW06_MAT-101255,NW06,Plates,MAT-101255,PRO-12X/PL.06 304TL 0.3mm,46822,T-70588-D,PRESS_1,N/53920301,1.415,88939,C,Active
NW06_MAT-101256,NW06,Plates,MAT-101256,MX100/PL.07 304TL 0.6mm,6220,T-70538-D,GRINDING_1,N/50713567,1.452,213448,B,Active
NW06_MAT-101259,NW06,Plates,MAT-101259,HT80/PL.10 304TL 0.5mm,85332,T-70390-D,PRESS_4,N/58713252,1.386,50354,A,Active
NW06_MAT-101261,NW06,Plates,MAT-101261,S120/PL.12 304TL 0.6mm,253637,T-70022-D,GRINDING_1,N/54616658,1.363,310001,A,Active
NW06_MAT-101281,NW06,Plates,MAT-101281,MX200/PL.32 304TL 0.4mm,118021,T-70322-D,PRESS_2,N/56880757,1.428,86042,A,Active
NW06_MAT-101287,NW06,Plates,MAT-101287,S160/PL.38 304TL 0.5mm,28185,T-70377-B,GRINDING_1,N/53327878,1.435,41091,A,Phase-out
NW06_MAT-101289,NW06,Plates,MAT-101289,XL520/PL.40 304TL 0.6mm,123603,T-70470-C,PRESS_4,N/52917782,2.231,145244,A,Phase-out
NW06_MAT-101299,NW06,Plates,MAT-101299,S160/PL.50 304TL 0.6mm,163822,T-70628-D,PRESS_1,N/58835162,1.14,257928,C,Active
NW06_MAT-101308,NW06,Plates,MAT-101308,S62/PL.09 304TL 0.4mm,129953,T-70321-C,GRINDING_1,N/57183104,1.423,60244,B,Active
NW06_MAT-101311,NW06,Plates,MAT-101311,S160/PL.12 304TL 0.7mm,113070,T-70568-C,GRINDING_1,N/54871511,1.717,153633,B,Active
NW06_MAT-101313,NW06,Plates,MAT-101313,XL520/PL.14 304TL 0.4mm,238517,T-70666-C,PRESS_4,N/52459999,2.074,164683,C,Phase-out
NW06_MAT-101315,NW06,Plates,MAT-101315,PRO-12X/PL.16 304TL 0.5mm,244677,T-70689-C,PRESS_4,N/51944289,1.207,83498,B,Phase-out
NW06_MAT-101318,NW06,Plates,MAT-101318,MX250/PL.19 304TL 0.7mm,2485,T-70102-A,PRESS_3,N/56125561,1.108,268863,A,Phase-out
NW06_MAT-101320,NW06,Plates,MAT-101320,S62/PL.21 304TL 0.7mm,67407,T-70077-B,PRESS_2,N/57255629,1.21,9705,A,Phase-out
NW06_MAT-101321,NW06,Plates,MAT-101321,S120/PL.22 304TL 0.7mm,6707,T-70500-D,PRESS_3,N/58306472,1.424,66546,D,Active
NW06_MAT-101324,NW06,Plates,MAT-101324,XL420/PL.25 304TL 0.7mm,194388,T-70689-C,PRESS_4,N/56411669,2.539,278529,B,Active
NW06_MAT-101332,NW06,Plates,MAT-101332,S62/PL.33 304TL 0.5mm,118098,T-70174-C,PRESS_3,N/53969293,1.16,160351,A,Active
NW06_MAT-101336,NW06,Plates,MAT-101336,XL420/PL.37 304TL 0.5mm,239950,T-70160-C,PRESS_4,N/56357902,2.069,114586,A,Phase-out
NW06_MAT-101337,NW06,Plates,MAT-101337,XL520/PL.38 304TL 0.6mm,89908,T-70386-D,PRESS_4,N/57700307,1.915,85821,A,Active
NW06_MAT-101341,NW06,Plates,MAT-101341,MX200/PL.42 304TL 0.4mm,40056,T-70413-C,PRESS_1,N/55626954,1.079,190876,B,Active
NW06_MAT-101342,NW06,Plates,MAT-101342,MX250/PL.43 304TL 0.4mm,33649,T-70067-A,PRESS_3,N/56649977,1.489,243214,A,Active
NW06_MAT-101343,NW06,Plates,MAT-101343,HT80/PL.44 304TL 0.7mm,17240,T-70020-C,PRESS_4,N/50860327,2.068,247713,D,Active
NW06_MAT-101345,NW06,Plates,MAT-101345,S120/PL.46 304TL 0.5mm,7858,T-70089-D,PRESS_3,N/53256728,1.315,224645,C,Active
NW06_MAT-101349,NW06,Plates,MAT-101349,XL520/PL.50 304TL 0.8mm,4767,T-70604-C,PRESS_4,N/59070211,1.944,5387,A,Active
NW06_MAT-101356,NW06,Plates,MAT-101356,S62/PL.07 304TL 0.6mm,65008,T-70282-D,PRESS_2,N/55996436,1.135,265235,C,Active
NW06_MAT-101360,NW06,Plates,MAT-101360,XL420/PL.11 304TL 0.7mm,220615,T-70373-A,PRESS_4,N/58229119,1.829,309660,B,Phase-out
NW06_MAT-101367,NW06,Plates,MAT-101367,HT80/PL.18 304TL 0.7mm,202071,T-70294-A,PRESS_4,N/50477642,1.405,45934,C,Active
NW06_MAT-101369,NW06,Plates,MAT-101369,S120/PL.20 304TL 0.5mm,27151,T-70129-A,GRINDING_1,N/58648790,1.224,99399,C,Active
NW06_MAT-101373,NW06,Plates,MAT-101373,XL520/PL.24 304TL 0.7mm,122831,T-70664-C,PRESS_4,N/58579939,2.128,68111,C,Active
NW06_MAT-101374,NW06,Plates,MAT-101374,PRO-9X/PL.25 304TL 0.7mm,177924,T-70363-D,PRESS_4,N/51292558,1.271,179056,C,Active
NW06_MAT-101377,NW06,Plates,MAT-101377,MX200/PL.28 304TL 0.7mm,215750,T-70316-A,PRESS_3,N/53073816,1.438,155271,A,Active
NW06_MAT-101379,NW06,Plates,MAT-101379,HT80/PL.30 304TL 0.6mm,48613,T-70203-D,PRESS_4,N/55161077,2.053,281736,B,Active
NW06_MAT-101383,NW06,Plates,MAT-101383,S160/PL.34 304TL 0.6mm,181229,T-70424-C,PRESS_2,N/56269556,1.068,298619,B,Active
NW06_MAT-101384,NW06,Plates,MAT-101384,XL420/PL.35 304TL 0.6mm,123215,T-70564-A,PRESS_4,N/54349889,2.157,20078,C,Active
NW06_MAT-101394,NW06,Plates,MAT-101394,S140/PL.45 304TL 0.4mm,103569,T-70673-C,PRESS_1,N/53665611,1.11,124050,B,Active
NW06_MAT-101395,NW06,Plates,MAT-101395,S160/PL.46 304TL 0.7mm,250281,T-70437-A,PRESS_3,N/56307679,1.678,28651,A,Active
NW06_MAT-101402,NW06,Plates,MAT-101402,MX250/PL.03 304TL 0.3mm,213653,T-70325-C,PRESS_3,N/57038577,1.425,30213,B,Active
NW06_MAT-101403,NW06,Plates,MAT-101403,HT80/PL.04 304TL 0.6mm,48738,T-70653-A,PRESS_4,N/58304046,1.837,288591,C,Active
NW06_MAT-101412,NW06,Plates,MAT-101412,MX100/PL.13 304TL 0.6mm,102445,T-70262-A,PRESS_3,N/52989762,1.377,111975,D,Active
NW06_MAT-101416,NW06,Plates,MAT-101416,S62/PL.17 304TL 0.5mm,134713,T-70586-D,PRESS_2,N/54961587,0.975,288687,B,Phase-out
NW06_MAT-101425,NW06,Plates,MAT-101425,MX200/PL.26 304TL 0.6mm,210360,T-70433-A,PRESS_2,N/52412520,1.159,197003,A,Phase-out
NW06_MAT-101428,NW06,Plates,MAT-101428,S62/PL.29 304TL 0.3mm,28220,T-70527-D,GRINDING_1,N/56666363,1.262,153991,A,Active
NW06_MAT-101429,NW06,Plates,MAT-101429,S120/PL.30 304TL 0.6mm,109135,T-70434-C,ASSY_1,N/52297864,1.07,48577,A,Active
NW06_MAT-101431,NW06,Plates,MAT-101431,S160/PL.32 304TL 0.5mm,96904,T-70683-C,PRESS_4,N/58215432,1.298,60136,C,Active
NW06_MAT-101436,NW06,Plates,MAT-101436,MX100/PL.37 304TL 0.4mm,24126,T-70685-D,PRESS_1,N/57831265,1.275,141313,A,Active
NW06_MAT-101441,NW06,Plates,MAT-101441,S120/PL.42 304TL 0.7mm,44613,T-70037-C,PRESS_3,N/50708603,1.106,222148,C,Active
NW06_MAT-101443,NW06,Plates,MAT-101443,S160/PL.44 304TL 0.5mm,42180,T-70366-B,GRINDING_1,N/59075632,1.453,75514,C,Active
NW06_MAT-101456,NW06,Plates,MAT-101456,XL420/PL.07 304TL 0.5mm,60815,T-70400-A,PRESS_4,N/58174091,1.862,268757,C,Active
NW06_MAT-101457,NW06,Plates,MAT-101457,XL520/PL.08 304TL 0.8mm,109536,T-70450-C,PRESS_4,N/54688502,2.453,53225,B,Phase-out
NW06_MAT-101466,NW06,Plates,MAT-101466,S140/PL.17 304TL 0.3mm,42867,T-70117-B,PRESS_3,N/54536709,1.608,39565,C,Active
NW06_MAT-101467,NW06,Plates,MAT-101467,S160/PL.18 304TL 0.5mm,193869,T-70509-B,,N/50651476,1.049,236224,B,Phase-out
NW06_MAT-101469,NW06,Plates,MAT-101469,XL520/PL.20 304TL 0.7mm,181331,T-70279-C,PRESS_4,N/50135369,2.054,268878,B,Active
NW06_MAT-101471,NW06,Plates,MAT-101471,PRO-12X/PL.22 304TL 0.6mm,221479,T-70333-B,PRESS_4,N/57687378,1.284,179896,A,Active
NW06_MAT-101476,NW06,Plates,MAT-101476,S62/PL.27 304TL 0.6mm,95825,T-70578-A,PRESS_1,N/59193506,1.311,154140,B,Phase-out
NW06_MAT-101477,NW06,Plates,MAT-101477,S120/PL.28 304TL 0.5mm,93138,T-70608-D,PRESS_2,N/54078434,1.617,41743,C,Active
NW06_MAT-101478,NW06,Plates,MAT-101478,S140/PL.29 304TL 0.7mm,142516,T-70577-C,PRESS_4,N/58936909,1.152,181017,C,Phase-out
NW06_MAT-101484,NW06,Plates,MAT-101484,MX100/PL.35 304TL 0.5mm,177569,T-70261-D,PRESS_1,N/52078812,0.906,259543,A,Phase-out
NW06_MAT-101486,NW06,Plates,MAT-101486,MX250/PL.37 304TL 0.5mm,98291,T-70515-A,PRESS_1,N/55233564,0.969,187237,A,Phase-out
NW06_MAT-200017,NW06,Gaskets,MAT-200017,M8-NBR GASKET 18,27380,T-70382-D,PRESS_1,N/51097623,0.512,282006,B,Active
NW06_MAT-200023,NW06,Gaskets,MAT-200023,M22-NBR GASKET 24,13011,T-70678-B,PRESS_2,N/51112690,0.534,35543,C,Active
NW06_MAT-200025,NW06,Gaskets,MAT-200025,M8-NBR GASKET 26,8359,T-70465-C,PRESS_1,N/54014215,0.41,296538,C,Active
NW06_MAT-200034,NW06,Gaskets,MAT-200034,M12-EPDM GASKET 35,140022,T-70635-C,PRESS_2,N/50181145,0.717,171104,B,Active
NW06_MAT-200047,NW06,Gaskets,MAT-200047,M22-NBR GASKET 08,122083,T-70052-A,PRESS_3,N/52202761,0.549,273224,A,Active
NW06_MAT-200052,NW06,Gaskets,MAT-200052,M20-SILI GASKET 13,138579,T-70224-B,PRESS_2,N/56731878,0.654,279323,B,Active
NW06_MAT-200055,NW06,Gaskets,MAT-200055,M22-NBR GASKET 16,132764,T-70602-B,PRESS_1,N/56674487,0.697,274735,D,Active
NW06_MAT-200067,NW06,Gaskets,MAT-200067,M6-FKM GASKET 28,97700,T-70006-B,PRESS_3,N/59504348,0.402,162214,C,Active
NW06_MAT-200072,NW06,Gaskets,MAT-200072,M10-BFG GASKET 33,161333,T-70022-D,ASSY_1,N/51654222,0.465,242456,B,Phase-out
NW06_MAT-200080,NW06,Gaskets,MAT-200080,M10-BFG GASKET 01,173963,T-70312-B,PRESS_1,N/59197290,0.563,147527,A,Active
NW06_MAT-200088,NW06,Gaskets,MAT-200088,M10-BFG GASKET 09,19004,T-70242-A,GRINDING_1,N/55776294,0.563,296142,B,Active
NW06_MAT-200098,NW06,Gaskets,MAT-200098,M12-EPDM GASKET 19,81929,T-70695-C,PRESS_3,N/55200538,0.62,24170,D,Active
NW06_MAT-200105,NW06,Gaskets,MAT-200105,M8-NBR GASKET 26,82150,T-70309-D,ASSY_1,N/51031843,0.504,39799,A,Active
NW06_MAT-200106,NW06,Gaskets,MAT-200106,M12-EPDM GASKET 27,150665,T-70486-B,PRESS_3,N/56417695,0.784,188982,A,Active
NW06_MAT-200112,NW06,Gaskets,MAT-200112,M10-BFG GASKET 33,1302,T-70058-C,PRESS_2,N/59487414,0.634,250200,C,Active
NW06_MAT-200120,NW06,Gaskets,MAT-200120,M10-BFG GASKET 01,30227,T-70654-A,PRESS_1,N/52573362,0.5,265668,A,Active
NW06_MAT-200124,NW06,Gaskets,MAT-200124,M20-SILI GASKET 05,224524,T-70109-B,PRESS_3,N/57929606,0.883,214524,B,Active
NW06_MAT-200128,NW06,Gaskets,MAT-200128,M10-BFG GASKET 09,192536,T-70590-A,PRESS_3,N/59044595,0.442,209977,C,Active
NW06_MAT-200131,NW06,Gaskets,MAT-200131,M6-FKM GASKET 12,123684,T-70579-C,GRINDING_1,N/54530586,0.424,41185,C,Active
NW06_MAT-200132,NW06,Gaskets,MAT-200132,M20-SILI GASKET 13,21600,T-70152-B,PRESS_3,N/54506562,0.844,147962,A,Phase-out
NW06_MAT-200137,NW06,Gaskets,MAT-200137,M8-NBR GASKET 18,33608,T-70498-C,PRESS_1,N/51096502,0.477,246019,B,Active
NW06_MAT-200141,NW06,Gaskets,MAT-200141,M14-HNBR GASKET 22,154154,T-70411-D,PRESS_1,N/50622456,0.724,11261,B,Active
NW06_MAT-200146,NW06,Gaskets,MAT-200146,M12-EPDM GASKET 27,184133,T-70539-D,PRESS_2,N/53587266,0.512,91893,A,Active
NW06_MAT-200148,NW06,Gaskets,MAT-200148,M20-SILI GASKET 29,143666,T-70464-B,PRESS_1,N/50726884,0.959,101855,D,Phase-out
NW06_MAT-200149,NW06,Gaskets,MAT-200149,M14-HNBR GASKET 30,39923,T-70322-D,PRESS_3,N/51122440,0.464,294876,B,Active
NW06_MAT-200150,NW06,Gaskets,MAT-200150,M18-AFLAS GASKET 31,57337,T-70317-A,PRESS_1,N/59792800,0.806,268948,B,Phase-out
NW06_MAT-200152,NW06,Gaskets,MAT-200152,M10-BFG GASKET 33,96237,T-70367-C,PRESS_3,N/55402033,0.639,300290,C,Active
NW06_MAT-200153,NW06,Gaskets,MAT-200153,M8-NBR GASKET 34,107989,T-70663-D,PRESS_3,N/58099035,0.501,109808,B,Active
NW06_MAT-200168,NW06,Gaskets,MAT-200168,M10-BFG GASKET 09,202976,T-70663-D,PRESS_2,N/50395618,0.532,239961,C,Active
NW06_MAT-200169,NW06,Gaskets,MAT-200169,M8-NBR GASKET 10,143045,T-70325-C,PRESS_2,N/51985022,0.435,70507,B,Active
NW06_MAT-200171,NW06,Gaskets,MAT-200171,M6-FKM GASKET 12,132693,T-70256-A,GRINDING_1,N/52712532,0.365,139707,B,Active
NW06_MAT-200172,NW06,Gaskets,MAT-200172,M20-SILI GASKET 13,9616,T-70331-A,PRESS_2,N/50925503,0.911,265418,C,Active
NW06_MAT-200180,NW06,Gaskets,MAT-200180,M20-SILI GASKET 21,176908,T-70457-C,PRESS_2,N/55900403,0.608,154926,C,Phase-out
NW06_MAT-200182,NW06,Gaskets,MAT-200182,M18-AFLAS GASKET 23,225220,T-70562-B,PRESS_3,N/57450974,0.581,142413,B,Active
NW06_MAT-200183,NW06,Gaskets,MAT-200183,M22-NBR GASKET 24,20140,T-70083-C,PRESS_2,N/56823454,0.655,222695,B,Active
NW06_MAT-200188,NW06,Gaskets,MAT-200188,M20-SILI GASKET 29,116583,T-70442-C,,N/50751340,0.696,103917,A,Active
NW06_MAT-200193,NW06,Gaskets,MAT-200193,M8-NBR GASKET 34,66549,T-70368-A,PRESS_2,N/53889307,0.414,78475,C,Active
NW06_MAT-200199,NW06,Gaskets,MAT-200199,M22-NBR GASKET 40,165683,T-70544-D,PRESS_2,N/53438275,0.653,257249,B,Phase-out
NW06_MAT-200204,NW06,Gaskets,MAT-200204,M20-SILI GASKET 05,151782,T-70131-B,PRESS_2,N/57494383,0.859,272507,B,Active
NW06_MAT-200208,NW06,Gaskets,MAT-200208,M10-BFG GASKET 09,49642,T-70465-C,GRINDING_1,N/57401663,0.542,288254,C,Phase-out
NW06_MAT-200215,NW06,Gaskets,MAT-200215,M22-NBR GASKET 16,188594,T-70232-B,ASSY_1,N/59109459,0.828,262999,A,Active
NW06_MAT-200216,NW06,Gaskets,MAT-200216,M10-BFG GASKET 17,45506,T-70072-C,PRESS_3,N/55890218,0.64,217166,A,Active
NW06_MAT-200226,NW06,Gaskets,MAT-200226,M12-EPDM GASKET 27,27307,T-70538-D,GRINDING_1,N/54083535,0.58,47598,D,Active
NW06_MAT-200233,NW06,Gaskets,MAT-200233,M8-NBR GASKET 34,149032,T-70534-C,GRINDING_1,N/54796853,0.384,252066,D,Active
NW06_MAT-200234,NW06,Gaskets,MAT-200234,M12-EPDM GASKET 35,198536,T-70037-C,PRESS_3,N/51905758,0.475,53152,D,Active
NW06_MAT-200239,NW06,Gaskets,MAT-200239,M22-NBR GASKET 40,179261,T-70079-D,PRESS_3,N/55232651,0.688,134164,A,Phase-out
NW06_MAT-200241,NW06,Gaskets,MAT-200241,M8-NBR GASKET 02,246342,T-70251-B,GRINDING_1,N/57541111,0.361,155047,A,Active
NW06_MAT-200245,NW06,Gaskets,MAT-200245,M14-HNBR GASKET 06,28848,T-70164-B,PRESS_2,N/50190515,0.542,261846,D,Phase-out
NW06_MAT-200247,NW06,Gaskets,MAT-200247,M22-NBR GASKET 08,120003,T-70620-C,GRINDING_1,N/59136632,0.776,2709,A,Active
NW06_MAT-200250,NW06,Gaskets,MAT-200250,M12-EPDM GASKET 11,4455,T-70413-C,GRINDING_1,N/54816504,0.486,204980,C,Active
NW06_MAT-200253,NW06,Gaskets,MAT-200253,M14-HNBR GASKET 14,92695,T-70025-A,PRESS_3,N/54257538,0.659,157379,D,Active
NW06_MAT-200257,NW06,Gaskets,MAT-200257,M8-NBR GASKET 18,22804,T-70572-A,PRESS_3,N/50905252,0.344,122130,C,Active
NW06_MAT-200275,NW06,Gaskets,MAT-200275,M6-FKM GASKET 36,9040,T-70462-B,PRESS_3,N/52554651,0.405,9025,B,Active
NW06_MAT-200276,NW06,Gaskets,MAT-200276,M20-SILI GASKET 37,105615,T-70002-C,PRESS_2,N/50002080,0.714,294390,D,Active
NW06_MAT-200303,NW06,Gaskets,MAT-200303,M22-NBR GASKET 24,227900,T-70212-C,,N/56703805,0.788,128533,A,Active
NW06_MAT-200310,NW06,Gaskets,MAT-200310,M18-AFLAS GASKET 31,5414,T-70318-D,PRESS_3,N/51215058,0.677,17550,A,Active
NW06_MAT-200312,NW06,Gaskets,MAT-200312,M10-BFG GASKET 33,172411,T-70673-C,GRINDING_1,N/55792853,0.54,246331,A,Active
NW06_MAT-200313,NW06,Gaskets,MAT-200313,M8-NBR GASKET 34,172288,T-70030-C,PRESS_1,N/51636863,0.401,232838,D,Active
NW06_MAT-200321,NW06,Gaskets,MAT-200321,M8-NBR GASKET 02,163417,T-70047-C,PRESS_2,N/54514678,0.362,256041,A,Phase-out
NW06_MAT-200326,NW06,Gaskets,MAT-200326,M18-AFLAS GASKET 07,171686,T-70480-B,PRESS_3,N/59034101,0.7,123828,D,Phase-out
NW06_MAT-200329,NW06,Gaskets,MAT-200329,M8-NBR GASKET 10,6433,T-70526-C,ASSY_1,N/50428328,0.354,276264,C,Active
NW06_MAT-200337,NW06,Gaskets,MAT-200337,M8-NBR GASKET 18,171095,T-70175-C,GRINDING_1,N/51794951,0.411,18178,D,Phase-out
NW06_MAT-200340,NW06,Gaskets,MAT-200340,M20-SILI GASKET 21,154886,T-70394-D,PRESS_2,N/51889550,0.931,202266,D,Active
NW06_MAT-200343,NW06,Gaskets,MAT-200343,M22-NBR GASKET 24,258027,T-70415-B,PRESS_3,N/57054715,0.595,317558,A,Active
NW06_MAT-200352,NW06,Gaskets,MAT-200352,M10-BFG GASKET 33,69656,T-70313-C,PRESS_2,N/52213257,0.694,170936,D,Active
NW06_MAT-200353,NW06,Gaskets,MAT-200353,M8-NBR GASKET 34,180581,T-70064-D,PRESS_3,N/56510393,0.381,213536,D,Active
NW06_MAT-200356,NW06,Gaskets,MAT-200356,M20-SILI GASKET 37,71925,T-70511-A,PRESS_3,N/55377731,0.918,253473,A,Active
NW06_MAT-200357,NW06,Gaskets,MAT-200357,M14-HNBR GASKET 38,63863,T-70098-A,PRESS_2,N/50352462,0.481,143120,C,Active
NW06_MAT-200362,NW06,Gaskets,MAT-200362,M12-EPDM GASKET 03,83407,T-70093-B,PRESS_2,N/53384700,0.546,211522,D,Active
NW06_MAT-200371,NW06,Gaskets,MAT-200371,M6-FKM GASKET 12,153314,T-70079-D,PRESS_2,N/56699983,0.296,3214,D,Active
NW06_MAT-200375,NW06,Gaskets,MAT-200375,M22-NBR GASKET 16,170916,T-70331-A,PRESS_2,N/54750371,0.622,138917,D,Active
NW06_MAT-200381,NW06,Gaskets,MAT-200381,M14-HNBR GASKET 22,171637,T-70159-B,GRINDING_1,N/59425395,0.548,226587,D,Phase-out
NW06_MAT-200385,NW06,Gaskets,MAT-200385,M8-NBR GASKET 26,259348,T-70669-D,PRESS_2,N/59179756,0.322,191916,A,Active
NW06_MAT-200386,NW06,Gaskets,MAT-200386,M12-EPDM GASKET 27,34683,T-70377-B,GRINDING_1,N/56808477,0.782,148302,D,Active
NW06_MAT-200390,NW06,Gaskets,MAT-200390,M18-AFLAS GASKET 31,69769,T-70276-A,PRESS_2,N/55661215,0.67,173040,A,Phase-out
NW06_MAT-200392,NW06,Gaskets,MAT-200392,M10-BFG GASKET 33,219831,T-70100-A,PRESS_2,N/59998813,0.592,149356,C,Active
NW06_MAT-200394,NW06,Gaskets,MAT-200394,M12-EPDM GASKET 35,220324,T-70263-D,GRINDING_1,N/50630709,0.524,64338,B,Active
NW06_MAT-200395,NW06,Gaskets,MAT-200395,M6-FKM GASKET 36,177944,T-70557-B,PRESS_3,N/58409302,0.324,164468,A,Active
NW06_MAT-200396,NW06,Gaskets,MAT-200396,M20-SILI GASKET 37,164540,T-70435-D,PRESS_1,N/53830890,0.859,255293,B,Active
NW06_MAT-200399,NW06,Gaskets,MAT-200399,M22-NBR GASKET 40,234830,T-70315-A,ASSY_1,N/54375152,0.54,206133,D,Phase-out
NW06_MAT-200405,NW06,Gaskets,MAT-200405,M14-HNBR GASKET 06,204062,T-70458-A,GRINDING_1,N/52629193,0.645,181603,C,Active
NW06_MAT-200412,NW06,Gaskets,MAT-200412,M20-SILI GASKET 13,182398,T-70128-B,PRESS_3,N/55092100,0.709,145673,D,Active
NW06_MAT-200419,NW06,Gaskets,MAT-200419,M6-FKM GASKET 20,159830,T-70592-B,ASSY_1,N/58816986,0.406,56405,C,Phase-out
NW06_MAT-200429,NW06,Gaskets,MAT-200429,M14-HNBR GASKET 30,12966,T-70063-D,PRESS_3,N/52980658,0.551,17789,A,Active
NW06_MAT-200430,NW06,Gaskets,MAT-200430,M18-AFLAS GASKET 31,51702,T-70338-B,ASSY_1,N/54572174,0.784,23821,A,Active
NW06_MAT-200433,NW06,Gaskets,MAT-200433,M8-NBR GASKET 34,82822,T-70555-A,GRINDING_1,N/57696797,0.494,81030,A,Active
NW06_MAT-200435,NW06,Gaskets,MAT-200435,M6-FKM GASKET 36,125887,T-70000-D,ASSY_1,N/53678727,0.335,293287,A,Phase-out
NW06_MAT-200439,NW06,Gaskets,MAT-200439,M22-NBR GASKET 40,193818,T-70282-D,PRESS_2,N/57912229,0.823,3855,B,Active
NW06_MAT-200445,NW06,Gaskets,MAT-200445,M14-HNBR GASKET 06,107773,T-70619-C,PRESS_3,N/52480713,0.647,55241,D,Active
NW06_MAT-200448,NW06,Gaskets,MAT-200448,M10-BFG GASKET 09,220579,T-70597-B,PRESS_3,N/55778971,0.48,269098,C,Active
NW06_MAT-200451,NW06,Gaskets,MAT-200451,M6-FKM GASKET 12,218679,T-70209-C,PRESS_3,N/52129910,0.325,99455,D,Active
NW06_MAT-200456,NW06,Gaskets,MAT-200456,M10-BFG GASKET 17,77930,T-70680-D,PRESS_2,N/58203546,0.526,31740,D,Active
