P80 - Plant Material: Plant without system,P80 - Plant Material: Code,P80 - Plant Material: Pure Material,P80 - Plant Material: Material Description,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP
NW07,P01_NW07_MAT-936889,MAT-936889,M10-BFG PHANTOM 0889,OPS-M10-BFG,True
NW07,P01_NW07_MAT-936890,MAT-936890,MX100 PHANTOM 0890,OPS-MX100,False
NW07,P01_NW07_MAT-936891,MAT-936891,M6-FKM PHANTOM 0891,OPS-M6-FKM,True
NW07,P01_NW07_MAT-936892,MAT-936892,S160 PHANTOM 0892,OPS-S160,False
NW07,P01_NW07_MAT-936893,MAT-936893,MX100 PHANTOM 0893,OPS-MX100,True
NW07,P01_NW07_MAT-936894,MAT-936894,M22-NBR PHANTOM 0894,OPS-M22-NBR,True
NW07,P01_NW07_MAT-936895,MAT-936895,MX200 PHANTOM 0895,OPS-MX200,False
NW07,P01_NW07_MAT-936896,MAT-936896,S140 PHANTOM 0896,OPS-S140,False
NW07,P01_NW07_MAT-936897,MAT-936897,PRO-9X PHANTOM 0897,OPS-PRO-9X,False
NW07,P01_NW07_MAT-936898,MAT-936898,PRO-12X PHANTOM 0898,OPS-PRO-12X,False
NW07,P01_NW07_MAT-936899,MAT-936899,XL520 PHANTOM 0899,OPS-XL520,True
NW07,P01_NW07_MAT-936900,MAT-936900,S120 PHANTOM 0900,OPS-S120,False
NW07,P01_NW07_MAT-936901,MAT-936901,M14-HNBR PHANTOM 0901,OPS-M14-HNBR,False
NW07,P01_NW07_MAT-936902,MAT-936902,M14-HNBR PHANTOM 0902,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-936903,MAT-936903,HT80 PHANTOM 0903,OPS-HT80,False
NW07,P01_NW07_MAT-936904,MAT-936904,M8-NBR PHANTOM 0904,OPS-M8-NBR,True
NW07,P01_NW07_MAT-936905,MAT-936905,S140 PHANTOM 0905,OPS-S140,False
NW07,P01_NW07_MAT-936906,MAT-936906,S62 PHANTOM 0906,OPS-S62,True
NW07,P01_NW07_MAT-936907,MAT-936907,S120 PHANTOM 0907,OPS-S120,False
NW07,P01_NW07_MAT-936908,MAT-936908,M20-SILI PHANTOM 0908,OPS-M20-SILI,False
NW07,P01_NW07_MAT-936909,MAT-936909,MX250 PHANTOM 0909,OPS-MX250,True
NW07,P01_NW07_MAT-936910,MAT-936910,M14-HNBR PHANTOM 0910,OPS-M14-HNBR,False
NW07,P01_NW07_MAT-936911,MAT-936911,XL520 PHANTOM 0911,OPS-XL520,True
NW07,P01_NW07_MAT-936912,MAT-936912,MX100 PHANTOM 0912,OPS-MX100,True
NW07,P01_NW07_MAT-936913,MAT-936913,S140 PHANTOM 0913,OPS-S140,True
NW07,P01_NW07_MAT-936914,MAT-936914,S160 PHANTOM 0914,OPS-S160,False
NW07,P01_NW07_MAT-936915,MAT-936915,MX200 PHANTOM 0915,OPS-MX200,False
NW07,P01_NW07_MAT-936916,MAT-936916,M18-AFLAS PHANTOM 0916,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-936917,MAT-936917,S160 PHANTOM 0917,OPS-S160,False
NW07,P01_NW07_MAT-936918,MAT-936918,MX100 PHANTOM 0918,OPS-MX100,False
NW07,P01_NW07_MAT-936919,MAT-936919,S140 PHANTOM 0919,OPS-S140,False
NW07,P01_NW07_MAT-936920,MAT-936920,M20-SILI PHANTOM 0920,OPS-M20-SILI,False
NW07,P01_NW07_MAT-936921,MAT-936921,XL420 PHANTOM 0921,OPS-XL420,False
NW07,P01_NW07_MAT-936922,MAT-936922,MX200 PHANTOM 0922,OPS-MX200,True
NW07,P01_NW07_MAT-936923,MAT-936923,S120 PHANTOM 0923,OPS-S120,False
NW07,P01_NW07_MAT-936924,MAT-936924,XL520 PHANTOM 0924,OPS-XL520,True
NW07,P01_NW07_MAT-936925,MAT-936925,M22-NBR PHANTOM 0925,OPS-M22-NBR,False
NW07,P01_NW07_MAT-936926,MAT-936926,PRO-12X PHANTOM 0926,OPS-PRO-12X,True
NW07,P01_NW07_MAT-936927,MAT-936927,PRO-9X PHANTOM 0927,OPS-PRO-9X,True
NW07,P01_NW07_MAT-936928,MAT-936928,M12-EPDM PHANTOM 0928,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-936929,MAT-936929,PRO-12X PHANTOM 0929,OPS-PRO-12X,False
NW07,P01_NW07_MAT-936930,MAT-936930,M22-NBR PHANTOM 0930,OPS-M22-NBR,True
NW07,P01_NW07_MAT-936931,MAT-936931,M6-FKM PHANTOM 0931,OPS-M6-FKM,True
NW07,P01_NW07_MAT-936932,MAT-936932,M14-HNBR PHANTOM 0932,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-936933,MAT-936933,MX100 PHANTOM 0933,OPS-MX100,False
NW07,P01_NW07_MAT-936934,MAT-936934,PRO-9X PHANTOM 0934,OPS-PRO-9X,False
NW07,P01_NW07_MAT-936935,MAT-936935,M8-NBR PHANTOM 0935,OPS-M8-NBR,False
NW07,P01_NW07_MAT-936936,MAT-936936,HT80 PHANTOM 0936,OPS-HT80,False
NW07,P01_NW07_MAT-936937,MAT-936937,PRO-9X PHANTOM 0937,OPS-PRO-9X,False
NW07,P01_NW07_MAT-936938,MAT-936938,MX100 PHANTOM 0938,OPS-MX100,True
NW07,P01_NW07_MAT-936939,MAT-936939,XL420 PHANTOM 0939,OPS-XL420,True
NW07,P01_NW07_MAT-936940,MAT-936940,M6-FKM PHANTOM 0940,OPS-M6-FKM,True
NW07,P01_NW07_MAT-936941,MAT-936941,M8-NBR PHANTOM 0941,OPS-M8-NBR,False
NW07,P01_NW07_MAT-936942,MAT-936942,PRO-9X PHANTOM 0942,OPS-PRO-9X,False
NW07,P01_NW07_MAT-936943,MAT-936943,M6-FKM PHANTOM 0943,OPS-M6-FKM,True
NW07,P01_NW07_MAT-936944,MAT-936944,S62 PHANTOM 0944,OPS-S62,True
NW07,P01_NW07_MAT-936945,MAT-936945,M20-SILI PHANTOM 0945,OPS-M20-SILI,True
NW07,P01_NW07_MAT-936946,MAT-936946,M14-HNBR PHANTOM 0946,OPS-M14-HNBR,False
NW07,P01_NW07_MAT-936947,MAT-936947,M22-NBR PHANTOM 0947,OPS-M22-NBR,True
NW07,P01_NW07_MAT-936948,MAT-936948,MX100 PHANTOM 0948,OPS-MX100,True
NW07,P01_NW07_MAT-936949,MAT-936949,HT80 PHANTOM 0949,OPS-HT80,False
NW07,P01_NW07_MAT-936950,MAT-936950,MX250 PHANTOM 0950,OPS-MX250,False
NW07,P01_NW07_MAT-936951,MAT-936951,S62 PHANTOM 0951,OPS-S62,True
NW07,P01_NW07_MAT-936952,MAT-936952,M14-HNBR PHANTOM 0952,OPS-M14-HNBR,False
NW07,P01_NW07_MAT-936953,MAT-936953,MX100 PHANTOM 0953,OPS-MX100,False
NW07,P01_NW07_MAT-936954,MAT-936954,M12-EPDM PHANTOM 0954,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-936955,MAT-936955,M8-NBR PHANTOM 0955,OPS-M8-NBR,False
NW07,P01_NW07_MAT-936956,MAT-936956,S120 PHANTOM 0956,OPS-S120,False
NW07,P01_NW07_MAT-936957,MAT-936957,S62 PHANTOM 0957,OPS-S62,False
NW07,P01_NW07_MAT-936958,MAT-936958,S160 PHANTOM 0958,OPS-S160,False
NW07,P01_NW07_MAT-936959,MAT-936959,S120 PHANTOM 0959,OPS-S120,True
NW07,P01_NW07_MAT-936960,MAT-936960,MX100 PHANTOM 0960,OPS-MX100,False
NW07,P01_NW07_MAT-936961,MAT-936961,S62 PHANTOM 0961,OPS-S62,True
NW07,P01_NW07_MAT-936962,MAT-936962,PRO-9X PHANTOM 0962,OPS-PRO-9X,False
NW07,P01_NW07_MAT-936963,MAT-936963,M8-NBR PHANTOM 0963,OPS-M8-NBR,False
NW07,P01_NW07_MAT-936964,MAT-936964,M8-NBR PHANTOM 0964,OPS-M8-NBR,True
NW07,P01_NW07_MAT-936965,MAT-936965,S160 PHANTOM 0965,OPS-S160,True
NW07,P01_NW07_MAT-936966,MAT-936966,M18-AFLAS PHANTOM 0966,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-936967,MAT-936967,M18-AFLAS PHANTOM 0967,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-936968,MAT-936968,S120 PHANTOM 0968,OPS-S120,False
NW07,P01_NW07_MAT-936969,MAT-936969,S140 PHANTOM 0969,OPS-S140,False
NW07,P01_NW07_MAT-936970,MAT-936970,S120 PHANTOM 0970,OPS-S120,False
NW07,P01_NW07_MAT-936971,MAT-936971,M14-HNBR PHANTOM 0971,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-936972,MAT-936972,M20-SILI PHANTOM 0972,OPS-M20-SILI,False
NW07,P01_NW07_MAT-936973,MAT-936973,S120 PHANTOM 0973,OPS-S120,False
NW07,P01_NW07_MAT-936974,MAT-936974,M18-AFLAS PHANTOM 0974,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-936975,MAT-936975,PRO-9X PHANTOM 0975,OPS-PRO-9X,True
NW07,P01_NW07_MAT-936976,MAT-936976,M22-NBR PHANTOM 0976,OPS-M22-NBR,False
NW07,P01_NW07_MAT-936977,MAT-936977,PRO-9X PHANTOM 0977,OPS-PRO-9X,True
NW07,P01_NW07_MAT-936978,MAT-936978,S160 PHANTOM 0978,OPS-S160,True
NW07,P01_NW07_MAT-936979,MAT-936979,MX250 PHANTOM 0979,OPS-MX250,False
NW07,P01_NW07_MAT-936980,MAT-936980,HT80 PHANTOM 0980,OPS-HT80,True
NW07,P01_NW07_MAT-936981,MAT-936981,S120 PHANTOM 0981,OPS-S120,False
NW07,P01_NW07_MAT-936982,MAT-936982,S160 PHANTOM 0982,OPS-S160,True
NW07,P01_NW07_MAT-936983,MAT-936983,M10-BFG PHANTOM 0983,OPS-M10-BFG,True
NW07,P01_NW07_MAT-936984,MAT-936984,S120 PHANTOM 0984,OPS-S120,False
NW07,P01_NW07_MAT-936985,MAT-936985,S62 PHANTOM 0985,OPS-S62,True
NW07,P01_NW07_MAT-936986,MAT-936986,M12-EPDM PHANTOM 0986,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-936987,MAT-936987,M8-NBR PHANTOM 0987,OPS-M8-NBR,False
NW07,P01_NW07_MAT-936988,MAT-936988,M12-EPDM PHANTOM 0988,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-936989,MAT-936989,M12-EPDM PHANTOM 0989,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-936990,MAT-936990,M6-FKM PHANTOM 0990,OPS-M6-FKM,False
NW07,P01_NW07_MAT-936991,MAT-936991,MX200 PHANTOM 0991,OPS-MX200,False
NW07,P01_NW07_MAT-936992,MAT-936992,PRO-9X PHANTOM 0992,OPS-PRO-9X,True
NW07,P01_NW07_MAT-936993,MAT-936993,S160 PHANTOM 0993,OPS-S160,True
NW07,P01_NW07_MAT-936994,MAT-936994,M18-AFLAS PHANTOM 0994,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-936995,MAT-936995,XL420 PHANTOM 0995,OPS-XL420,True
NW07,P01_NW07_MAT-936996,MAT-936996,S140 PHANTOM 0996,OPS-S140,False
NW07,P01_NW07_MAT-936997,MAT-936997,M8-NBR PHANTOM 0997,OPS-M8-NBR,True
NW07,P01_NW07_MAT-936998,MAT-936998,HT80 PHANTOM 0998,OPS-HT80,False
NW07,P01_NW07_MAT-936999,MAT-936999,M14-HNBR PHANTOM 0999,OPS-M14-HNBR,False
NW07,P01_NW07_MAT-937000,MAT-937000,XL420 PHANTOM 1000,OPS-XL420,True
NW07,P01_NW07_MAT-937001,MAT-937001,MX200 PHANTOM 1001,OPS-MX200,True
NW07,P01_NW07_MAT-937002,MAT-937002,M10-BFG PHANTOM 1002,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937003,MAT-937003,MX100 PHANTOM 1003,OPS-MX100,True
NW07,P01_NW07_MAT-937004,MAT-937004,M20-SILI PHANTOM 1004,OPS-M20-SILI,False
NW07,P01_NW07_MAT-937005,MAT-937005,XL520 PHANTOM 1005,OPS-XL520,False
NW07,P01_NW07_MAT-937006,MAT-937006,XL420 PHANTOM 1006,OPS-XL420,False
NW07,P01_NW07_MAT-937007,MAT-937007,M12-EPDM PHANTOM 1007,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937008,MAT-937008,XL420 PHANTOM 1008,OPS-XL420,True
NW07,P01_NW07_MAT-937009,MAT-937009,XL420 PHANTOM 1009,OPS-XL420,True
NW07,P01_NW07_MAT-937010,MAT-937010,S62 PHANTOM 1010,OPS-S62,True
NW07,P01_NW07_MAT-937011,MAT-937011,PRO-9X PHANTOM 1011,OPS-PRO-9X,False
NW07,P01_NW07_MAT-937012,MAT-937012,M12-EPDM PHANTOM 1012,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-937013,MAT-937013,M10-BFG PHANTOM 1013,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937014,MAT-937014,M14-HNBR PHANTOM 1014,OPS-M14-HNBR,False
NW07,P01_NW07_MAT-937015,MAT-937015,HT80 PHANTOM 1015,OPS-HT80,True
NW07,P01_NW07_MAT-937016,MAT-937016,M14-HNBR PHANTOM 1016,OPS-M14-HNBR,False
NW07,P01_NW07_MAT-937017,MAT-937017,PRO-12X PHANTOM 1017,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937018,MAT-937018,M20-SILI PHANTOM 1018,OPS-M20-SILI,False
NW07,P01_NW07_MAT-937019,MAT-937019,M12-EPDM PHANTOM 1019,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937020,MAT-937020,S140 PHANTOM 1020,OPS-S140,False
NW07,P01_NW07_MAT-937021,MAT-937021,XL420 PHANTOM 1021,OPS-XL420,False
NW07,P01_NW07_MAT-937022,MAT-937022,MX250 PHANTOM 1022,OPS-MX250,False
NW07,P01_NW07_MAT-937023,MAT-937023,XL520 PHANTOM 1023,OPS-XL520,True
NW07,P01_NW07_MAT-937024,MAT-937024,MX250 PHANTOM 1024,OPS-MX250,False
NW07,P01_NW07_MAT-937025,MAT-937025,MX200 PHANTOM 1025,OPS-MX200,True
NW07,P01_NW07_MAT-937026,MAT-937026,MX100 PHANTOM 1026,OPS-MX100,True
NW07,P01_NW07_MAT-937027,MAT-937027,MX100 PHANTOM 1027,OPS-MX100,False
NW07,P01_NW07_MAT-937028,MAT-937028,S140 PHANTOM 1028,OPS-S140,False
NW07,P01_NW07_MAT-937029,MAT-937029,MX200 PHANTOM 1029,OPS-MX200,True
NW07,P01_NW07_MAT-937030,MAT-937030,M10-BFG PHANTOM 1030,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937031,MAT-937031,HT80 PHANTOM 1031,OPS-HT80,False
NW07,P01_NW07_MAT-937032,MAT-937032,PRO-12X PHANTOM 1032,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937033,MAT-937033,M18-AFLAS PHANTOM 1033,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-937034,MAT-937034,PRO-9X PHANTOM 1034,OPS-PRO-9X,False
NW07,P01_NW07_MAT-937035,MAT-937035,M6-FKM PHANTOM 1035,OPS-M6-FKM,True
NW07,P01_NW07_MAT-937036,MAT-937036,MX250 PHANTOM 1036,OPS-MX250,True
NW07,P01_NW07_MAT-937037,MAT-937037,M14-HNBR PHANTOM 1037,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937038,MAT-937038,XL520 PHANTOM 1038,OPS-XL520,False
NW07,P01_NW07_MAT-937039,MAT-937039,M10-BFG PHANTOM 1039,OPS-M10-BFG,True
NW07,P01_NW07_MAT-937040,MAT-937040,PRO-12X PHANTOM 1040,OPS-PRO-12X,True
NW07,P01_NW07_MAT-937041,MAT-937041,XL420 PHANTOM 1041,OPS-XL420,False
NW07,P01_NW07_MAT-937042,MAT-937042,M8-NBR PHANTOM 1042,OPS-M8-NBR,False
NW07,P01_NW07_MAT-937043,MAT-937043,MX200 PHANTOM 1043,OPS-MX200,True
NW07,P01_NW07_MAT-937044,MAT-937044,PRO-12X PHANTOM 1044,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937045,MAT-937045,MX200 PHANTOM 1045,OPS-MX200,True
NW07,P01_NW07_MAT-937046,MAT-937046,S120 PHANTOM 1046,OPS-S120,False
NW07,P01_NW07_MAT-937047,MAT-937047,PRO-9X PHANTOM 1047,OPS-PRO-9X,True
NW07,P01_NW07_MAT-937048,MAT-937048,S160 PHANTOM 1048,OPS-S160,True
NW07,P01_NW07_MAT-937049,MAT-937049,M14-HNBR PHANTOM 1049,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937050,MAT-937050,S140 PHANTOM 1050,OPS-S140,False
NW07,P01_NW07_MAT-937051,MAT-937051,PRO-9X PHANTOM 1051,OPS-PRO-9X,True
NW07,P01_NW07_MAT-937052,MAT-937052,PRO-12X PHANTOM 1052,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937053,MAT-937053,S140 PHANTOM 1053,OPS-S140,False
NW07,P01_NW07_MAT-937054,MAT-937054,M8-NBR PHANTOM 1054,OPS-M8-NBR,True
NW07,P01_NW07_MAT-937055,MAT-937055,S160 PHANTOM 1055,OPS-S160,False
NW07,P01_NW07_MAT-937056,MAT-937056,S120 PHANTOM 1056,OPS-S120,False
NW07,P01_NW07_MAT-937057,MAT-937057,M12-EPDM PHANTOM 1057,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-937058,MAT-937058,S62 PHANTOM 1058,OPS-S62,False
NW07,P01_NW07_MAT-937059,MAT-937059,M14-HNBR PHANTOM 1059,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937060,MAT-937060,M22-NBR PHANTOM 1060,OPS-M22-NBR,False
NW07,P01_NW07_MAT-937061,MAT-937061,PRO-12X PHANTOM 1061,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937062,MAT-937062,PRO-12X PHANTOM 1062,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937063,MAT-937063,MX100 PHANTOM 1063,OPS-MX100,True
NW07,P01_NW07_MAT-937064,MAT-937064,MX200 PHANTOM 1064,OPS-MX200,False
NW07,P01_NW07_MAT-937065,MAT-937065,M10-BFG PHANTOM 1065,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937066,MAT-937066,M8-NBR PHANTOM 1066,OPS-M8-NBR,True
NW07,P01_NW07_MAT-937067,MAT-937067,MX200 PHANTOM 1067,OPS-MX200,True
NW07,P01_NW07_MAT-937068,MAT-937068,M10-BFG PHANTOM 1068,OPS-M10-BFG,True
NW07,P01_NW07_MAT-937069,MAT-937069,M6-FKM PHANTOM 1069,OPS-M6-FKM,False
NW07,P01_NW07_MAT-937070,MAT-937070,M20-SILI PHANTOM 1070,OPS-M20-SILI,False
NW07,P01_NW07_MAT-937071,MAT-937071,S160 PHANTOM 1071,OPS-S160,True
NW07,P01_NW07_MAT-937072,MAT-937072,S160 PHANTOM 1072,OPS-S160,True
NW07,P01_NW07_MAT-937073,MAT-937073,XL520 PHANTOM 1073,OPS-XL520,True
NW07,P01_NW07_MAT-937074,MAT-937074,PRO-9X PHANTOM 1074,OPS-PRO-9X,True
NW07,P01_NW07_MAT-937075,MAT-937075,M20-SILI PHANTOM 1075,OPS-M20-SILI,False
NW07,P01_NW07_MAT-937076,MAT-937076,S160 PHANTOM 1076,OPS-S160,False
NW07,P01_NW07_MAT-937077,MAT-937077,S62 PHANTOM 1077,OPS-S62,False
NW07,P01_NW07_MAT-937078,MAT-937078,S62 PHANTOM 1078,OPS-S62,False
NW07,P01_NW07_MAT-937079,MAT-937079,M10-BFG PHANTOM 1079,OPS-M10-BFG,True
NW07,P01_NW07_MAT-937080,MAT-937080,M8-NBR PHANTOM 1080,OPS-M8-NBR,False
NW07,P01_NW07_MAT-937081,MAT-937081,M20-SILI PHANTOM 1081,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937082,MAT-937082,M6-FKM PHANTOM 1082,OPS-M6-FKM,True
NW07,P01_NW07_MAT-937083,MAT-937083,S62 PHANTOM 1083,OPS-S62,False
NW07,P01_NW07_MAT-937084,MAT-937084,M18-AFLAS PHANTOM 1084,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-937085,MAT-937085,MX100 PHANTOM 1085,OPS-MX100,True
NW07,P01_NW07_MAT-937086,MAT-937086,MX200 PHANTOM 1086,OPS-MX200,True
NW07,P01_NW07_MAT-937087,MAT-937087,S140 PHANTOM 1087,OPS-S140,False
NW07,P01_NW07_MAT-937088,MAT-937088,S140 PHANTOM 1088,OPS-S140,True
NW07,P01_NW07_MAT-937089,MAT-937089,MX100 PHANTOM 1089,OPS-MX100,False
NW07,P01_NW07_MAT-937090,MAT-937090,S140 PHANTOM 1090,OPS-S140,True
NW07,P01_NW07_MAT-937091,MAT-937091,M10-BFG PHANTOM 1091,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937092,MAT-937092,MX100 PHANTOM 1092,OPS-MX100,False
NW07,P01_NW07_MAT-937093,MAT-937093,S62 PHANTOM 1093,OPS-S62,False
NW07,P01_NW07_MAT-937094,MAT-937094,S120 PHANTOM 1094,OPS-S120,False
NW07,P01_NW07_MAT-937095,MAT-937095,M18-AFLAS PHANTOM 1095,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937096,MAT-937096,S120 PHANTOM 1096,OPS-S120,True
NW07,P01_NW07_MAT-937097,MAT-937097,S140 PHANTOM 1097,OPS-S140,False
NW07,P01_NW07_MAT-937098,MAT-937098,M12-EPDM PHANTOM 1098,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937099,MAT-937099,M12-EPDM PHANTOM 1099,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-937100,MAT-937100,M8-NBR PHANTOM 1100,OPS-M8-NBR,True
NW07,P01_NW07_MAT-937101,MAT-937101,S160 PHANTOM 1101,OPS-S160,False
NW07,P01_NW07_MAT-937102,MAT-937102,S140 PHANTOM 1102,OPS-S140,False
NW07,P01_NW07_MAT-937103,MAT-937103,M20-SILI PHANTOM 1103,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937104,MAT-937104,M12-EPDM PHANTOM 1104,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-937105,MAT-937105,MX250 PHANTOM 1105,OPS-MX250,False
NW07,P01_NW07_MAT-937106,MAT-937106,PRO-12X PHANTOM 1106,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937107,MAT-937107,MX200 PHANTOM 1107,OPS-MX200,True
NW07,P01_NW07_MAT-937108,MAT-937108,S160 PHANTOM 1108,OPS-S160,True
NW07,P01_NW07_MAT-937109,MAT-937109,M10-BFG PHANTOM 1109,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937110,MAT-937110,XL520 PHANTOM 1110,OPS-XL520,True
NW07,P01_NW07_MAT-937111,MAT-937111,PRO-12X PHANTOM 1111,OPS-PRO-12X,True
NW07,P01_NW07_MAT-937112,MAT-937112,M14-HNBR PHANTOM 1112,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937113,MAT-937113,M22-NBR PHANTOM 1113,OPS-M22-NBR,True
NW07,P01_NW07_MAT-937114,MAT-937114,M12-EPDM PHANTOM 1114,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937115,MAT-937115,MX100 PHANTOM 1115,OPS-MX100,False
NW07,P01_NW07_MAT-937116,MAT-937116,MX200 PHANTOM 1116,OPS-MX200,False
NW07,P01_NW07_MAT-937117,MAT-937117,MX250 PHANTOM 1117,OPS-MX250,True
NW07,P01_NW07_MAT-937118,MAT-937118,S160 PHANTOM 1118,OPS-S160,False
NW07,P01_NW07_MAT-937119,MAT-937119,HT80 PHANTOM 1119,OPS-HT80,False
NW07,P01_NW07_MAT-937120,MAT-937120,PRO-9X PHANTOM 1120,OPS-PRO-9X,True
NW07,P01_NW07_MAT-937121,MAT-937121,XL520 PHANTOM 1121,OPS-XL520,True
NW07,P01_NW07_MAT-937122,MAT-937122,S160 PHANTOM 1122,OPS-S160,False
NW07,P01_NW07_MAT-937123,MAT-937123,S120 PHANTOM 1123,OPS-S120,False
NW07,P01_NW07_MAT-937124,MAT-937124,M6-FKM PHANTOM 1124,OPS-M6-FKM,True
NW07,P01_NW07_MAT-937125,MAT-937125,XL520 PHANTOM 1125,OPS-XL520,False
NW07,P01_NW07_MAT-937126,MAT-937126,HT80 PHANTOM 1126,OPS-HT80,False
NW07,P01_NW07_MAT-937127,MAT-937127,M12-EPDM PHANTOM 1127,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-937128,MAT-937128,M12-EPDM PHANTOM 1128,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937129,MAT-937129,S140 PHANTOM 1129,OPS-S140,False
NW07,P01_NW07_MAT-937130,MAT-937130,XL420 PHANTOM 1130,OPS-XL420,True
NW07,P01_NW07_MAT-937131,MAT-937131,M14-HNBR PHANTOM 1131,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937132,MAT-937132,M20-SILI PHANTOM 1132,OPS-M20-SILI,False
NW07,P01_NW07_MAT-937133,MAT-937133,MX100 PHANTOM 1133,OPS-MX100,True
NW07,P01_NW07_MAT-937134,MAT-937134,M20-SILI PHANTOM 1134,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937135,MAT-937135,MX100 PHANTOM 1135,OPS-MX100,True
NW07,P01_NW07_MAT-937136,MAT-937136,S62 PHANTOM 1136,OPS-S62,True
NW07,P01_NW07_MAT-937137,MAT-937137,S62 PHANTOM 1137,OPS-S62,True
NW07,P01_NW07_MAT-937138,MAT-937138,M22-NBR PHANTOM 1138,OPS-M22-NBR,True
NW07,P01_NW07_MAT-937139,MAT-937139,M20-SILI PHANTOM 1139,OPS-M20-SILI,False
NW07,P01_NW07_MAT-937140,MAT-937140,M20-SILI PHANTOM 1140,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937141,MAT-937141,M12-EPDM PHANTOM 1141,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937142,MAT-937142,PRO-9X PHANTOM 1142,OPS-PRO-9X,True
NW07,P01_NW07_MAT-937143,MAT-937143,M22-NBR PHANTOM 1143,OPS-M22-NBR,True
NW07,P01_NW07_MAT-937144,MAT-937144,M20-SILI PHANTOM 1144,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937145,MAT-937145,PRO-12X PHANTOM 1145,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937146,MAT-937146,PRO-12X PHANTOM 1146,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937147,MAT-937147,M20-SILI PHANTOM 1147,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937148,MAT-937148,M14-HNBR PHANTOM 1148,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937149,MAT-937149,MX250 PHANTOM 1149,OPS-MX250,False
NW07,P01_NW07_MAT-937150,MAT-937150,MX250 PHANTOM 1150,OPS-MX250,False
NW07,P01_NW07_MAT-937151,MAT-937151,M8-NBR PHANTOM 1151,OPS-M8-NBR,True
NW07,P01_NW07_MAT-937152,MAT-937152,M8-NBR PHANTOM 1152,OPS-M8-NBR,True
NW07,P01_NW07_MAT-937153,MAT-937153,M8-NBR PHANTOM 1153,OPS-M8-NBR,True
NW07,P01_NW07_MAT-937154,MAT-937154,PRO-9X PHANTOM 1154,OPS-PRO-9X,False
NW07,P01_NW07_MAT-937155,MAT-937155,M18-AFLAS PHANTOM 1155,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937156,MAT-937156,M12-EPDM PHANTOM 1156,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-937157,MAT-937157,MX250 PHANTOM 1157,OPS-MX250,True
NW07,P01_NW07_MAT-937158,MAT-937158,M22-NBR PHANTOM 1158,OPS-M22-NBR,False
