Sap code,Description,Old Material Number,Base Unit of Measure,Material Type,ABC (SAP),Procurement Type,In House Production Time (WD),Production LT Weeks,Transportation Lanes Lead Time (CD),Planned Delivery Time (MARC) (CD),Standard Cost in EUR,Avg Sales Price in EUR,G35 - Plant,G37 - Vendor,P45 - Supply Group,P55 - Operations Group,Is Network Material,BOM Material,BOM Header,BOM Component
MAT-101242,PRO-9X/PL.43 304TL 0.5mm,OLD-101242,PC,HALB,B,X,21,4,21,28,72.69,115.78,NW08,V-48967,SG-15,OPS-PRO-9X,Y,MAT-101242,BH-8387,BC-6812
MAT-101244,MX100/PL.45 304TL 0.6mm,OLD-101244,PC,ROH,B,F,14,8,30,28,31.85,12.61,NW08,V-53059,SG-10,OPS-MX100,N,MAT-101244,BH-7556,BC-9787
MAT-101252,XL420/PL.03 304TL 0.5mm,OLD-101252,PC,FERT,B,X,10,6,7,21,23.6,33.5,NW08,V-54828,SG-64,OPS-XL420,N,MAT-101252,BH-2643,BC-5915
MAT-101254,PRO-9X/PL.05 304TL 0.6mm,OLD-101254,PC,ROH,B,F,5,6,30,45,89.82,188.31,NW08,V-55206,SG-77,OPS-PRO-9X,Y,MAT-101254,BH-3776,BC-7791
MAT-101255,PRO-12X/PL.06 304TL 0.3mm,OLD-101255,PC,ROH,B,F,14,2,7,35,20.28,32.31,NW08,V-87451,SG-110,OPS-PRO-12X,N,MAT-101255,BH-5486,BC-7545
MAT-101258,MX250/PL.09 304TL 0.8mm,OLD-101258,PC,ROH,B,X,21,6,30,35,22.45,208.19,NW08,V-64604,SG-27,OPS-MX250,Y,MAT-101258,BH-7953,BC-1956
MAT-101259,HT80/PL.10 304TL 0.5mm,OLD-101259,PC,ROH,C,E,21,8,7,35,103.49,172.46,NW08,V-64282,SG-57,OPS-HT80,Y,MAT-101259,BH-8040,BC-5078
MAT-101263,S160/PL.14 304TL 0.5mm,OLD-101263,PC,FERT,C,F,7,2,7,28,115.59,181.66,NW08,V-82498,SG-66,OPS-S160,N,MAT-101263,BH-3828,BC-2369
MAT-101267,PRO-12X/PL.18 304TL 0.5mm,OLD-101267,PC,ROH,C,F,10,3,7,35,35.93,108.75,NW08,V-89698,SG-27,OPS-PRO-12X,N,MAT-101267,BH-1514,BC-1661
MAT-101283,HT80/PL.34 304TL 0.8mm,OLD-101283,PC,ROH,B,E,21,8,7,14,65.25,107.52,NW08,V-74398,SG-46,OPS-HT80,N,MAT-101283,BH-4871,BC-1880
MAT-101285,S120/PL.36 304TL 0.8mm,OLD-101285,PC,FERT,C,X,21,2,14,28,7.21,207.96,NW08,V-11061,SG-14,OPS-S120,Y,MAT-101285,BH-7257,BC-7441
MAT-101286,S140/PL.37 304TL 0.6mm,OLD-101286,PC,FERT,A,E,5,3,30,45,31.24,187.12,NW08,V-12442,SG-42,OPS-S140,Y,MAT-101286,BH-3001,BC-4802
MAT-101288,XL420/PL.39 304TL 0.3mm,OLD-101288,PC,ROH,A,X,10,8,7,60,77.85,203.67,NW08,V-32676,SG-111,OPS-XL420,N,MAT-101288,BH-4617,BC-2319
MAT-101290,PRO-9X/PL.41 304TL 0.7mm,OLD-101290,PC,ROH,A,F,14,8,7,35,31.6,79.14,NW08,V-32635,SG-117,OPS-PRO-9X,Y,MAT-101290,BH-9466,BC-8846
MAT-101291,PRO-12X/PL.42 304TL 0.7mm,OLD-101291,PC,HALB,C,F,5,6,30,60,114.5,137.37,NW08,V-13310,SG-62,OPS-PRO-12X,N,MAT-101291,BH-4723,BC-6580
MAT-101292,MX100/PL.43 304TL 0.4mm,OLD-101292,PC,HALB,B,F,10,6,14,14,26.57,219.85,NW08,V-43861,SG-33,OPS-MX100,Y,MAT-101292,BH-6567,BC-6551
MAT-101295,HT80/PL.46 304TL 0.7mm,OLD-101295,PC,HALB,C,F,10,6,30,35,52.79,154.46,NW08,V-75289,SG-113,OPS-HT80,N,MAT-101295,BH-2178,BC-4171
MAT-101300,XL420/PL.01 304TL 0.7mm,OLD-101300,PC,FERT,B,F,21,8,21,45,52.77,28.85,NW08,V-76972,SG-88,OPS-XL420,Y,MAT-101300,BH-3854,BC-2153
MAT-101301,XL520/PL.02 304TL 0.7mm,OLD-101301,PC,FERT,C,X,7,6,14,28,106.73,45.67,NW08,V-67927,SG-65,OPS-XL520,N,MAT-101301,BH-7953,BC-5968
MAT-101304,MX100/PL.05 304TL 0.7mm,OLD-101304,PC,ROH,A,X,5,8,14,21,8.94,98.15,NW08,V-12543,SG-20,OPS-MX100,N,MAT-101304,BH-1734,BC-2061
MAT-101305,MX200/PL.06 304TL 0.6mm,OLD-101305,PC,ROH,B,F,21,8,21,45,28.94,191.72,NW08,V-44230,SG-71,OPS-MX200,N,MAT-101305,BH-7411,BC-5045
MAT-101306,MX250/PL.07 304TL 0.4mm,OLD-101306,PC,HALB,C,E,10,3,14,60,83.51,92.99,NW08,V-51352,SG-101,OPS-MX250,N,MAT-101306,BH-2467,BC-7802
MAT-101307,HT80/PL.08 304TL 0.7mm,OLD-101307,PC,HALB,C,X,10,4,7,28,45.7,211.03,NW08,V-62605,SG-36,OPS-HT80,N,MAT-101307,BH-9169,BC-8161
MAT-101310,S140/PL.11 304TL 0.4mm,OLD-101310,PC,HALB,C,F,5,8,21,21,12.34,7.71,NW08,V-76928,SG-47,OPS-S140,N,MAT-101310,BH-2631,BC-6296
MAT-101311,S160/PL.12 304TL 0.7mm,OLD-101311,PC,FERT,C,X,21,8,21,21,65.2,182.86,NW08,V-15016,SG-111,OPS-S160,N,MAT-101311,BH-8641,BC-3057
MAT-101314,PRO-9X/PL.15 304TL 0.5mm,OLD-101314,PC,HALB,B,F,7,3,30,14,24.34,184.01,NW08,V-79434,SG-78,OPS-PRO-9X,Y,MAT-101314,BH-6321,BC-6661
MAT-101316,MX100/PL.17 304TL 0.8mm,OLD-101316,PC,ROH,B,X,14,2,7,28,84.16,13.18,NW08,V-31924,SG-48,OPS-MX100,Y,MAT-101316,BH-7921,BC-8036
MAT-101319,HT80/PL.20 304TL 0.8mm,OLD-101319,PC,ROH,B,E,10,8,7,21,55.15,141.46,NW08,V-35535,SG-112,OPS-HT80,Y,MAT-101319,BH-8346,BC-5793
MAT-101322,S140/PL.23 304TL 0.7mm,OLD-101322,PC,HALB,A,E,7,6,14,45,73.06,82.67,NW08,V-49221,SG-93,OPS-S140,Y,MAT-101322,BH-2305,BC-9128
MAT-101323,S160/PL.24 304TL 0.7mm,OLD-101323,PC,HALB,C,E,10,4,21,35,82.0,7.78,NW08,V-85225,SG-106,OPS-S160,Y,MAT-101323,BH-4204,BC-7417
MAT-101325,XL520/PL.26 304TL 0.5mm,OLD-101325,PC,ROH,B,F,14,8,7,28,110.99,125.66,NW08,V-49509,SG-26,OPS-XL520,Y,MAT-101325,BH-3819,BC-6774
MAT-101329,MX200/PL.30 304TL 0.6mm,OLD-101329,PC,FERT,B,E,21,8,7,21,92.09,205.4,NW08,V-44468,SG-98,OPS-MX200,N,MAT-101329,BH-7186,BC-3734
MAT-101334,S140/PL.35 304TL 0.7mm,OLD-101334,PC,HALB,A,X,14,3,30,45,110.42,168.7,NW08,V-18741,SG-18,OPS-S140,N,MAT-101334,BH-8090,BC-9106
MAT-101337,XL520/PL.38 304TL 0.6mm,OLD-101337,PC,HALB,A,X,21,6,21,60,55.56,147.39,NW08,V-61964,SG-27,OPS-XL520,Y,MAT-101337,BH-6440,BC-5643
MAT-101343,HT80/PL.44 304TL 0.7mm,OLD-101343,PC,ROH,A,X,10,3,7,60,10.08,198.1,NW08,V-38813,SG-13,OPS-HT80,N,MAT-101343,BH-1635,BC-1000
MAT-101347,S160/PL.48 304TL 0.7mm,OLD-101347,PC,HALB,A,E,5,3,14,45,49.6,24.62,NW08,V-89857,SG-62,OPS-S160,N,MAT-101347,BH-8840,BC-2064
MAT-101348,XL420/PL.49 304TL 0.6mm,OLD-101348,PC,ROH,C,X,5,8,7,21,99.68,43.29,NW08,V-92111,SG-24,OPS-XL420,N,MAT-101348,BH-1151,BC-2994
MAT-101351,PRO-12X/PL.02 304TL 0.5mm,OLD-101351,PC,FERT,C,X,10,3,14,35,97.62,100.07,NW08,V-60780,SG-104,OPS-PRO-12X,Y,MAT-101351,BH-2411,BC-2773
MAT-101365,MX200/PL.16 304TL 0.7mm,OLD-101365,PC,FERT,B,E,7,8,7,45,72.58,101.12,NW08,V-93563,SG-102,OPS-MX200,Y,MAT-101365,BH-7818,BC-3520
MAT-101371,S160/PL.22 304TL 0.4mm,OLD-101371,PC,ROH,A,E,10,3,7,14,44.7,45.03,NW08,V-28651,SG-60,OPS-S160,Y,MAT-101371,BH-2228,BC-5933
MAT-101372,XL420/PL.23 304TL 0.8mm,OLD-101372,PC,ROH,C,X,14,6,14,45,31.0,83.04,NW08,V-89663,SG-26,OPS-XL420,Y,MAT-101372,BH-4367,BC-9061
MAT-101375,PRO-12X/PL.26 304TL 0.7mm,OLD-101375,PC,ROH,C,F,14,4,7,21,7.0,161.92,NW08,V-66665,SG-32,OPS-PRO-12X,N,MAT-101375,BH-2789,BC-2693
MAT-101391,HT80/PL.42 304TL 0.4mm,OLD-101391,PC,HALB,C,F,7,4,30,45,33.96,140.85,NW08,V-91607,SG-116,OPS-HT80,Y,MAT-101391,BH-6942,BC-4248
MAT-101399,PRO-12X/PL.50 304TL 0.7mm,OLD-101399,PC,HALB,C,F,10,6,30,60,99.53,17.29,NW08,V-60000,SG-67,OPS-PRO-12X,N,MAT-101399,BH-7361,BC-9587
MAT-101403,HT80/PL.04 304TL 0.6mm,OLD-101403,PC,ROH,B,E,14,3,14,45,75.03,100.55,NW08,V-26506,SG-99,OPS-HT80,N,MAT-101403,BH-9262,BC-9876
MAT-101405,S120/PL.06 304TL 0.5mm,OLD-101405,PC,ROH,C,X,21,3,21,45,77.33,154.09,NW08,V-74917,SG-113,OPS-S120,Y,MAT-101405,BH-9112,BC-5375
MAT-101411,PRO-12X/PL.12 304TL 0.7mm,OLD-101411,PC,FERT,B,X,10,6,7,45,52.29,199.39,NW08,V-80447,SG-11,OPS-PRO-12X,Y,MAT-101411,BH-1330,BC-5939
MAT-101412,MX100/PL.13 304TL 0.6mm,OLD-101412,PC,FERT,B,F,5,2,30,60,71.65,46.66,NW08,V-75998,SG-47,OPS-MX100,N,MAT-101412,BH-6181,BC-1561
MAT-101414,MX250/PL.15 304TL 0.6mm,OLD-101414,PC,FERT,A,X,14,3,30,14,98.12,80.16,NW08,V-50770,SG-106,OPS-MX250,N,MAT-101414,BH-1054,BC-9389
MAT-101418,S140/PL.19 304TL 0.4mm,OLD-101418,PC,HALB,B,F,5,2,7,14,47.06,61.65,NW08,V-38260,SG-92,OPS-S140,Y,MAT-101418,BH-3261,BC-3470
MAT-101426,MX250/PL.27 304TL 0.7mm,OLD-101426,PC,FERT,C,E,7,2,21,45,44.33,118.73,NW08,V-63893,SG-49,OPS-MX250,N,MAT-101426,BH-1780,BC-8149
MAT-101428,S62/PL.29 304TL 0.3mm,OLD-101428,PC,FERT,A,F,7,8,21,35,60.2,176.35,NW08,V-73480,SG-38,OPS-S62,Y,MAT-101428,BH-4042,BC-9380
MAT-101432,XL420/PL.33 304TL 0.8mm,OLD-101432,PC,ROH,A,X,5,8,21,14,100.22,8.23,NW08,V-28836,SG-25,OPS-XL420,Y,MAT-101432,BH-3368,BC-7800
MAT-101438,MX250/PL.39 304TL 0.4mm,OLD-101438,PC,ROH,A,X,10,8,30,35,54.96,65.03,NW08,V-81327,SG-62,OPS-MX250,N,MAT-101438,BH-1296,BC-4132
MAT-101441,S120/PL.42 304TL 0.7mm,OLD-101441,PC,FERT,B,F,21,4,30,28,102.43,128.0,NW08,V-57353,SG-29,OPS-S120,N,MAT-101441,BH-2305,BC-4728
MAT-101445,XL520/PL.46 304TL 0.7mm,OLD-101445,PC,FERT,A,E,21,8,30,45,33.34,63.9,NW08,V-28390,SG-68,OPS-XL520,N,MAT-101445,BH-5757,BC-9669
MAT-101451,HT80/PL.02 304TL 0.5mm,OLD-101451,PC,FERT,B,X,5,4,7,35,69.69,198.52,NW08,V-29873,SG-18,OPS-HT80,Y,MAT-101451,BH-7352,BC-8795
MAT-101452,S62/PL.03 304TL 0.6mm,OLD-101452,PC,ROH,B,E,5,2,14,21,93.69,91.8,NW08,V-26975,SG-19,OPS-S62,N,MAT-101452,BH-5307,BC-1699
MAT-101454,S140/PL.05 304TL 0.4mm,OLD-101454,PC,ROH,A,X,5,6,30,28,103.27,19.45,NW08,V-10710,SG-94,OPS-S140,Y,MAT-101454,BH-6036,BC-6435
MAT-101455,S160/PL.06 304TL 0.7mm,OLD-101455,PC,HALB,B,F,10,8,30,35,76.05,77.95,NW08,V-15184,SG-60,OPS-S160,N,MAT-101455,BH-3989,BC-3302
MAT-101460,MX100/PL.11 304TL 0.3mm,OLD-101460,PC,FERT,C,X,21,4,21,21,15.61,27.35,NW08,V-72061,SG-29,OPS-MX100,Y,MAT-101460,BH-8618,BC-2368
MAT-101468,XL420/PL.19 304TL 0.4mm,OLD-101468,PC,FERT,C,E,7,2,7,35,5.2,30.97,NW08,V-13311,SG-46,OPS-XL420,N,MAT-101468,BH-7299,BC-5340
MAT-101484,MX100/PL.35 304TL 0.5mm,OLD-101484,PC,HALB,B,X,14,6,30,60,91.33,42.92,NW08,V-55898,SG-30,OPS-MX100,N,MAT-101484,BH-2644,BC-5475
MAT-101486,MX250/PL.37 304TL 0.5mm,OLD-101486,PC,HALB,A,X,14,6,7,21,80.29,71.66,NW08,V-45834,SG-91,OPS-MX250,N,MAT-101486,BH-5110,BC-9009
MAT-101489,S120/PL.40 304TL 0.7mm,OLD-101489,PC,ROH,A,X,7,6,21,14,7.41,188.24,NW08,V-42906,SG-15,OPS-S120,N,MAT-101489,BH-7527,BC-7356
MAT-101492,XL420/PL.43 304TL 0.7mm,OLD-101492,PC,HALB,A,X,14,2,21,14,101.75,100.47,NW08,V-63799,SG-77,OPS-XL420,N,MAT-101492,BH-8617,BC-7881
MAT-101493,XL520/PL.44 304TL 0.7mm,OLD-101493,PC,FERT,B,X,21,2,7,45,114.51,191.7,NW08,V-19622,SG-40,OPS-XL520,Y,MAT-101493,BH-7467,BC-8107
MAT-101494,PRO-9X/PL.45 304TL 0.4mm,OLD-101494,PC,HALB,C,F,7,2,14,21,33.74,8.82,NW08,V-30932,SG-116,OPS-PRO-9X,Y,MAT-101494,BH-1897,BC-7966
MAT-200001,M8-NBR GASKET 02,OLD-200001,PC,HALB,C,F,10,3,30,21,53.68,197.54,NW08,V-40670,SG-28,OPS-M8-NBR,Y,MAT-200001,BH-1366,BC-4798
MAT-200002,M12-EPDM GASKET 03,OLD-200002,PC,ROH,A,E,21,3,21,28,6.88,119.87,NW08,V-23408,SG-41,OPS-M12-EPDM,Y,MAT-200002,BH-1425,BC-6031
MAT-200004,M20-SILI GASKET 05,OLD-200004,PC,FERT,C,F,14,8,14,45,72.08,180.64,NW08,V-75260,SG-69,OPS-M20-SILI,Y,MAT-200004,BH-4887,BC-9785
MAT-200011,M6-FKM GASKET 12,OLD-200011,PC,ROH,B,X,14,3,14,35,96.02,6.39,NW08,V-81263,SG-117,OPS-M6-FKM,Y,MAT-200011,BH-4627,BC-3719
MAT-200013,M14-HNBR GASKET 14,OLD-200013,PC,ROH,B,X,10,8,21,35,41.73,41.6,NW08,V-18230,SG-45,OPS-M14-HNBR,N,MAT-200013,BH-1198,BC-3996
MAT-200019,M6-FKM GASKET 20,OLD-200019,PC,FERT,A,F,14,6,7,45,92.44,200.68,NW08,V-40014,SG-31,OPS-M6-FKM,N,MAT-200019,BH-4028,BC-3826
MAT-200020,M20-SILI GASKET 21,OLD-200020,PC,FERT,B,F,10,6,30,45,12.13,183.06,NW08,V-49043,SG-60,OPS-M20-SILI,N,MAT-200020,BH-4927,BC-7667
MAT-200036,M20-SILI GASKET 37,OLD-200036,PC,FERT,C,F,21,4,7,45,80.33,136.8,NW08,V-40396,SG-49,OPS-M20-SILI,Y,MAT-200036,BH-7867,BC-5355
MAT-200039,M22-NBR GASKET 40,OLD-200039,PC,FERT,C,F,10,6,21,35,29.0,41.67,NW08,V-73678,SG-48,OPS-M22-NBR,N,MAT-200039,BH-6011,BC-4511
MAT-200047,M22-NBR GASKET 08,OLD-200047,PC,HALB,A,X,14,3,21,45,18.64,214.0,NW08,V-18754,SG-57,OPS-M22-NBR,N,MAT-200047,BH-9136,BC-5288
MAT-200054,M18-AFLAS GASKET 15,OLD-200054,PC,FERT,B,F,14,2,30,21,87.26,43.82,NW08,V-48481,SG-104,OPS-M18-AFLAS,Y,MAT-200054,BH-1946,BC-3549
MAT-200059,M6-FKM GASKET 20,OLD-200059,PC,ROH,C,E,5,4,21,21,62.61,155.26,NW08,V-45064,SG-106,OPS-M6-FKM,Y,MAT-200059,BH-5321,BC-7251
MAT-200063,M22-NBR GASKET 24,OLD-200063,PC,FERT,A,F,21,6,21,35,83.85,111.13,NW08,V-20462,SG-96,OPS-M22-NBR,N,MAT-200063,BH-2261,BC-5747
MAT-200065,M8-NBR GASKET 26,OLD-200065,PC,FERT,C,E,14,6,14,60,112.25,84.99,NW08,V-60168,SG-19,OPS-M8-NBR,N,MAT-200065,BH-3781,BC-5805
MAT-200067,M6-FKM GASKET 28,OLD-200067,PC,HALB,A,X,5,8,21,60,41.62,68.54,NW08,V-32893,SG-28,OPS-M6-FKM,Y,MAT-200067,BH-3203,BC-2311
MAT-200068,M20-SILI GASKET 29,OLD-200068,PC,FERT,C,X,7,2,21,45,36.29,36.06,NW08,V-59514,SG-98,OPS-M20-SILI,Y,MAT-200068,BH-1441,BC-1624
MAT-200078,M18-AFLAS GASKET 39,OLD-200078,PC,HALB,C,X,5,3,14,28,67.86,17.27,NW08,V-69419,SG-100,OPS-M18-AFLAS,Y,MAT-200078,BH-8482,BC-2179
MAT-200080,M10-BFG GASKET 01,OLD-200080,PC,ROH,A,F,5,2,7,21,36.41,207.56,NW08,V-43090,SG-65,OPS-M10-BFG,N,MAT-200080,BH-6987,BC-1335
MAT-200087,M22-NBR GASKET 08,OLD-200087,PC,HALB,C,X,10,3,21,21,21.6,127.72,NW08,V-88434,SG-73,OPS-M22-NBR,N,MAT-200087,BH-4710,BC-6541
MAT-200091,M6-FKM GASKET 12,OLD-200091,PC,HALB,A,X,10,4,30,28,102.41,123.98,NW08,V-11632,SG-17,OPS-M6-FKM,Y,MAT-200091,BH-7339,BC-2522
MAT-200099,M6-FKM GASKET 20,OLD-200099,PC,ROH,B,X,14,6,30,28,16.24,209.61,NW08,V-16143,SG-19,OPS-M6-FKM,N,MAT-200099,BH-3831,BC-9337
MAT-200115,M6-FKM GASKET 36,OLD-200115,PC,FERT,B,F,10,2,30,45,19.3,201.97,NW08,V-86805,SG-96,OPS-M6-FKM,N,MAT-200115,BH-6552,BC-3374
MAT-200117,M14-HNBR GASKET 38,OLD-200117,PC,FERT,A,E,14,6,21,28,42.26,121.4,NW08,V-57767,SG-32,OPS-M14-HNBR,Y,MAT-200117,BH-3992,BC-8380
MAT-200122,M12-EPDM GASKET 03,OLD-200122,PC,FERT,B,E,14,2,14,28,19.19,167.28,NW08,V-72475,SG-119,OPS-M12-EPDM,N,MAT-200122,BH-4588,BC-5782
MAT-200131,M6-FKM GASKET 12,OLD-200131,PC,FERT,A,E,5,4,14,45,4.14,9.97,NW08,V-75712,SG-51,OPS-M6-FKM,Y,MAT-200131,BH-4876,BC-3175
MAT-200132,M20-SILI GASKET 13,OLD-200132,PC,ROH,A,F,21,3,21,21,8.09,125.22,NW08,V-78967,SG-71,OPS-M20-SILI,N,MAT-200132,BH-8936,BC-5539
MAT-200135,M22-NBR GASKET 16,OLD-200135,PC,ROH,A,X,14,4,14,21,113.29,155.53,NW08,V-11014,SG-63,OPS-M22-NBR,N,MAT-200135,BH-7580,BC-2014
MAT-200136,M10-BFG GASKET 17,OLD-200136,PC,FERT,B,F,5,3,14,35,47.75,108.48,NW08,V-72148,SG-91,OPS-M10-BFG,Y,MAT-200136,BH-2005,BC-5170
MAT-200140,M20-SILI GASKET 21,OLD-200140,PC,FERT,C,F,7,6,21,14,61.53,176.06,NW08,V-96198,SG-28,OPS-M20-SILI,Y,MAT-200140,BH-7864,BC-4896
MAT-200141,M14-HNBR GASKET 22,OLD-200141,PC,FERT,A,X,7,4,21,21,18.37,164.93,NW08,V-77671,SG-92,OPS-M14-HNBR,N,MAT-200141,BH-3178,BC-1582
MAT-200143,M22-NBR GASKET 24,OLD-200143,PC,HALB,C,F,10,3,14,28,116.26,18.3,NW08,V-40242,SG-48,OPS-M22-NBR,N,MAT-200143,BH-3297,BC-9517
MAT-200156,M20-SILI GASKET 37,OLD-200156,PC,FERT,A,E,14,4,7,21,101.0,180.49,NW08,V-86251,SG-67,OPS-M20-SILI,N,MAT-200156,BH-5732,BC-1573
MAT-200157,M14-HNBR GASKET 38,OLD-200157,PC,FERT,B,E,14,4,7,60,26.48,46.62,NW08,V-15463,SG-109,OPS-M14-HNBR,Y,MAT-200157,BH-9057,BC-3897
MAT-200159,M22-NBR GASKET 40,OLD-200159,PC,FERT,A,F,14,4,7,21,46.98,64.77,NW08,V-38834,SG-21,OPS-M22-NBR,N,MAT-200159,BH-2974,BC-3981
MAT-200160,M10-BFG GASKET 01,OLD-200160,PC,HALB,C,E,21,2,7,60,18.04,48.86,NW08,V-67225,SG-111,OPS-M10-BFG,N,MAT-200160,BH-7243,BC-4277
MAT-200165,M14-HNBR GASKET 06,OLD-200165,PC,ROH,C,F,21,3,21,21,97.15,75.36,NW08,V-62542,SG-38,OPS-M14-HNBR,N,MAT-200165,BH-8031,BC-5728
MAT-200166,M18-AFLAS GASKET 07,OLD-200166,PC,ROH,B,E,7,4,21,35,103.06,23.4,NW08,V-90176,SG-56,OPS-M18-AFLAS,N,MAT-200166,BH-4404,BC-5087
MAT-200168,M10-BFG GASKET 09,OLD-200168,PC,FERT,A,F,5,4,30,14,4.82,186.12,NW08,V-81558,SG-43,OPS-M10-BFG,N,MAT-200168,BH-2873,BC-2546
MAT-200171,M6-FKM GASKET 12,OLD-200171,PC,ROH,C,F,14,3,30,60,47.42,133.41,NW08,V-51681,SG-82,OPS-M6-FKM,Y,MAT-200171,BH-4624,BC-5944
MAT-200186,M12-EPDM GASKET 27,OLD-200186,PC,FERT,C,E,10,3,7,28,83.71,104.05,NW08,V-79973,SG-102,OPS-M12-EPDM,N,MAT-200186,BH-9285,BC-3815
MAT-200189,M14-HNBR GASKET 30,OLD-200189,PC,ROH,C,F,21,8,21,21,66.32,5.71,NW08,V-53070,SG-37,OPS-M14-HNBR,Y,MAT-200189,BH-1919,BC-9585
MAT-200190,M18-AFLAS GASKET 31,OLD-200190,PC,HALB,A,F,10,6,14,60,117.25,92.17,NW08,V-88768,SG-113,OPS-M18-AFLAS,Y,MAT-200190,BH-4527,BC-1065
MAT-200193,M8-NBR GASKET 34,OLD-200193,PC,HALB,A,F,7,4,21,35,35.23,162.17,NW08,V-72604,SG-107,OPS-M8-NBR,Y,MAT-200193,BH-8640,BC-5088
MAT-200200,M10-BFG GASKET 01,OLD-200200,PC,ROH,A,E,14,8,7,60,16.19,42.97,NW08,V-47017,SG-115,OPS-M10-BFG,N,MAT-200200,BH-4824,BC-8324
MAT-200207,M22-NBR GASKET 08,OLD-200207,PC,ROH,A,X,10,6,30,35,21.86,213.97,NW08,V-83184,SG-41,OPS-M22-NBR,Y,MAT-200207,BH-6369,BC-7294
MAT-200221,M14-HNBR GASKET 22,OLD-200221,PC,FERT,C,E,21,4,14,28,102.96,25.4,NW08,V-23546,SG-10,OPS-M14-HNBR,Y,MAT-200221,BH-2542,BC-3017
MAT-200230,M18-AFLAS GASKET 31,OLD-200230,PC,HALB,B,E,14,2,30,45,117.19,145.58,NW08,V-37924,SG-116,OPS-M18-AFLAS,Y,MAT-200230,BH-3909,BC-4700
MAT-200231,M22-NBR GASKET 32,OLD-200231,PC,FERT,C,E,21,3,14,35,61.85,6.9,NW08,V-30157,SG-96,OPS-M22-NBR,Y,MAT-200231,BH-2005,BC-9163
MAT-200232,M10-BFG GASKET 33,OLD-200232,PC,HALB,B,E,10,6,7,45,105.85,86.4,NW08,V-94836,SG-23,OPS-M10-BFG,N,MAT-200232,BH-9978,BC-2226
MAT-200240,M10-BFG GASKET 01,OLD-200240,PC,ROH,B,E,7,4,7,21,109.48,119.11,NW08,V-26656,SG-88,OPS-M10-BFG,N,MAT-200240,BH-1774,BC-8162
MAT-200249,M8-NBR GASKET 10,OLD-200249,PC,FERT,A,X,14,8,7,35,48.59,19.23,NW08,V-55006,SG-79,OPS-M8-NBR,Y,MAT-200249,BH-1539,BC-9091
MAT-200251,M6-FKM GASKET 12,OLD-200251,PC,FERT,B,E,21,8,21,35,28.05,148.62,NW08,V-24047,SG-103,OPS-M6-FKM,N,MAT-200251,BH-3007,BC-2749
MAT-200252,M20-SILI GASKET 13,OLD-200252,PC,ROH,C,E,5,6,21,35,8.39,23.35,NW08,V-84416,SG-58,OPS-M20-SILI,N,MAT-200252,BH-6711,BC-3278
MAT-200257,M8-NBR GASKET 18,OLD-200257,PC,HALB,B,E,10,2,14,21,67.14,146.3,NW08,V-62996,SG-92,OPS-M8-NBR,Y,MAT-200257,BH-8238,BC-6640
MAT-200274,M12-EPDM GASKET 35,OLD-200274,PC,FERT,A,F,5,8,30,35,41.05,27.04,NW08,V-53173,SG-20,OPS-M12-EPDM,Y,MAT-200274,BH-1103,BC-8985
MAT-200275,M6-FKM GASKET 36,OLD-200275,PC,FERT,A,X,7,8,7,35,57.2,11.66,NW08,V-53714,SG-52,OPS-M6-FKM,N,MAT-200275,BH-6801,BC-7630
MAT-200279,M22-NBR GASKET 40,OLD-200279,PC,HALB,C,X,14,8,30,21,115.76,217.16,NW08,V-21394,SG-19,OPS-M22-NBR,Y,MAT-200279,BH-5336,BC-1628
MAT-200280,M10-BFG GASKET 01,OLD-200280,PC,FERT,A,F,14,3,30,21,61.61,141.1,NW08,V-19539,SG-14,OPS-M10-BFG,Y,MAT-200280,BH-3571,BC-3992
MAT-200282,M12-EPDM GASKET 03,OLD-200282,PC,FERT,B,F,14,6,7,28,32.44,163.76,NW08,V-85231,SG-115,OPS-M12-EPDM,Y,MAT-200282,BH-5135,BC-9550
MAT-200290,M12-EPDM GASKET 11,OLD-200290,PC,ROH,A,X,21,6,7,45,89.49,131.34,NW08,V-30752,SG-73,OPS-M12-EPDM,N,MAT-200290,BH-9813,BC-6398
MAT-200294,M18-AFLAS GASKET 15,OLD-200294,PC,ROH,C,F,7,2,21,21,28.21,146.21,NW08,V-59227,SG-86,OPS-M18-AFLAS,Y,MAT-200294,BH-3083,BC-7634
MAT-200295,M22-NBR GASKET 16,OLD-200295,PC,FERT,B,F,5,8,7,28,2.11,10.67,NW08,V-94436,SG-116,OPS-M22-NBR,Y,MAT-200295,BH-4728,BC-7654
MAT-200299,M6-FKM GASKET 20,OLD-200299,PC,ROH,C,X,21,2,14,45,68.65,76.27,NW08,V-98954,SG-34,OPS-M6-FKM,N,MAT-200299,BH-8084,BC-8983
MAT-200302,M18-AFLAS GASKET 23,OLD-200302,PC,ROH,B,E,21,3,30,60,51.35,77.59,NW08,V-21896,SG-51,OPS-M18-AFLAS,N,MAT-200302,BH-9910,BC-1846
MAT-200322,M12-EPDM GASKET 03,OLD-200322,PC,FERT,C,X,14,8,30,28,22.58,118.74,NW08,V-40793,SG-35,OPS-M12-EPDM,Y,MAT-200322,BH-8871,BC-4730
MAT-200328,M10-BFG GASKET 09,OLD-200328,PC,FERT,B,X,7,4,14,14,64.19,87.75,NW08,V-10787,SG-53,OPS-M10-BFG,Y,MAT-200328,BH-6770,BC-6007
