Status,Connector RCCP pivot,Connector Plant_Material nr,Material number,Material Description,Cycle time,Work center,Tool number,Project_name,Plate Factory,Plate Final,Plate Description,All delayed,demand_month,demand_pcs,product_type,demand_year,demand_month_num,pipeline_plant,factory_production_type,Plant_2_6,Type_2_6,Sap code_2_6,Material description_2_6,Total QTY_2_6,Tool No._2_6,Work center_2_6,Cycle times Standard Value (Machine)_2_6,OPS plan GD_2_6,Rev no_2_6,Material Status_2_6,Project ID,Region,Owner,Probability,Requested delivery date,Customer segment,Total expected PCS,Total expected EUR,Revenue tier,Submission channel,Description_2_3,Material Type_2_3,ABC (SAP)_2_3,Procurement Type_2_3,In House Production Time (WD)_2_3,Production LT Weeks_2_3,Transportation Lanes Lead Time (CD)_2_3,Planned Delivery Time (MARC) (CD)_2_3,Standard Cost in EUR_2_3,Avg Sales Price in EUR_2_3,G37 - Vendor_2_3,P45 - Supply Group_2_3,P55 - Operations Group_2_3,Is Network Material_2_3,Base Unit of Measure_2_3,WC-Description long_2_5,Size_2_5,Weekly Schedule_2_5,Hours_2_5,Days_2_5,Weekly available time_2_5,OEE (in %)_2_5,Daily breaks (in H)_2_5,NR of stands per WC_2_5,AP Limit_2_5,cap_avg_available_hrs_per_week,cap_avg_load_hrs_per_week,cap_utilization_pct,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP,ops_avg_planned_pcs_per_week,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Total Scrap Factor,Effective Component Quantity,Comp Plate/Gasket,BOM Status,Header Description,Stock Qty_3_1,ATP Quantity_3_1,ATP Qty (allow negative)_3_1,Reserved Stock Qty_3_1,Stock in Transit Qty_3_1,Safety Stock Qty_3_1,Minimum Safety Stock Qty_3_1,Stock Value (EUR)_3_1,Stock in Transit Value (EUR)_3_1,Total Stock Value (EUR)_3_1,Calendar day_3_1,Operation Group_3_1,inv_usable_qty_3_1
Not approved,NW10_Northwind Baltics,NW10_MAT-101354,MAT-101354,MX250/PL.05 304TL 0.5mm,1.04,LATHE_1,T-70130-A,PRJ-BETA-0258,P01_NW10_Northwind Baltics,MAT-101354,MX250/PL.05 304TL 0.5mm,0,8 2027,685,Plates,2027,8,NW10,Both,NW10,Plates,MAT-101354,MX250/PL.05 304TL 0.5mm,132311.0,T-70130-A,LATHE_1,1.04,81861.0,B,Active,SF-100257,EMEA-West,C. Moreau,90,2026-07-28,Marine,18715,664044.2,Large,Direct,MX250/PL.05 304TL 0.5mm,FERT,A,E,21.0,3.0,21.0,60.0,63.04,175.73,V-10531,SG-108,OPS-MX250,Y,PC,Lathe cell,S,12/5,12.0,5.0,36.39,0.7314999999999999,1.5,1.0,"Available Capacity, hours",36.39000000000006,20.942179487179477,0.5754927036872615,OPS-MX250,True,0.15710833333333335,RM-COIL-HC276,6.63,KG,COIL HASTELLOY C276 1250mm 0.5mm,3.0,0.056,0.024,1.0813,7.169,Plates,Active,MX250/PL.05 304TL 0.5mm,10864.0,7442.0,9229.0,64.0,1301.0,188.0,132.0,438121.5,52466.5,490588.0,2026.04.03,OPS-MX250,11977.0
Not approved,NW09_Northwind Alpine,NW09_MAT-100780,MAT-100780,S62/PL.31 304TL 0.8mm,1.046,GRINDING_1,T-70434-C,PRJ-DELTA-0285,P01_NW09_Northwind Alpine,MAT-100780,S62/PL.31 304TL 0.8mm,0,8 2027,3061,Plates,2027,8,NW09,Both,NW09,Plates,MAT-100780,S62/PL.31 304TL 0.8mm,185964.0,T-70434-C,GRINDING_1,1.046,141168.0,C,Phase-out,SF-100284,APAC-South,S. Iyer,75,2026-12-19,Refrigeration,11336,573006.45,Small,Direct,S62/PL.31 304TL 0.8mm,HALB,B,X,7.0,3.0,7.0,35.0,40.33,22.61,V-62445,SG-67,OPS-S62,N,PC,Grinding line,S,12/5,12.0,5.0,39.46,0.741,1.0,1.0,"Available Capacity, hours",39.46000000000003,16.45878205128205,0.4171004067734931,OPS-S62,False,0.05455833333333333,RM-COIL-AL,4.394,KG,COIL ALUMINUM 1300mm 0.6mm,4.0,0.051,0.018,1.0699,4.701,Plates,Active,S62/PL.31 304TL 0.8mm,9925.0,7481.0,3741.0,478.0,910.0,553.0,387.0,247616.91,22703.41,270320.32,2026.04.03,OPS-S62,10282.0
Not approved,NW09_Northwind Alpine,NW09_MAT-100780,MAT-100780,S62/PL.31 304TL 0.8mm,1.046,GRINDING_1,T-70434-C,PRJ-BETA-0670,P01_NW09_Northwind Alpine,MAT-100780,S62/PL.31 304TL 0.8mm,0,8 2027,997,Plates,2027,8,NW09,Both,NW09,Plates,MAT-100780,S62/PL.31 304TL 0.8mm,185964.0,T-70434-C,GRINDING_1,1.046,141168.0,C,Phase-out,SF-100669,EMEA-East,H. Lindqvist,25,2026-07-08,Food & Beverage,30648,893800.75,Strategic,OEM,S62/PL.31 304TL 0.8mm,HALB,B,X,7.0,3.0,7.0,35.0,40.33,22.61,V-62445,SG-67,OPS-S62,N,PC,Grinding line,S,12/5,12.0,5.0,39.46,0.741,1.0,1.0,"Available Capacity, hours",39.46000000000003,16.45878205128205,0.4171004067734931,OPS-S62,False,0.05455833333333333,RM-COIL-AL,4.394,KG,COIL ALUMINUM 1300mm 0.6mm,4.0,0.051,0.018,1.0699,4.701,Plates,Active,S62/PL.31 304TL 0.8mm,9925.0,7481.0,3741.0,478.0,910.0,553.0,387.0,247616.91,22703.41,270320.32,2026.04.03,OPS-S62,10282.0
Not approved,NW09_Northwind Alpine,NW09_MAT-100780,MAT-100780,S62/PL.31 304TL 0.8mm,1.046,GRINDING_1,T-70434-C,PRJ-BETA-0669,P01_NW09_Northwind Alpine,MAT-100780,S62/PL.31 304TL 0.8mm,0,8 2027,2183,Plates,2027,8,NW09,Both,NW09,Plates,MAT-100780,S62/PL.31 304TL 0.8mm,185964.0,T-70434-C,GRINDING_1,1.046,141168.0,C,Phase-out,SF-100668,EMEA-East,R. Weber,75,2026-07-18,Pharma,3830,268979.63,Large,OEM,S62/PL.31 304TL 0.8mm,HALB,B,X,7.0,3.0,7.0,35.0,40.33,22.61,V-62445,SG-67,OPS-S62,N,PC,Grinding line,S,12/5,12.0,5.0,39.46,0.741,1.0,1.0,"Available Capacity, hours",39.46000000000003,16.45878205128205,0.4171004067734931,OPS-S62,False,0.05455833333333333,RM-COIL-AL,4.394,KG,COIL ALUMINUM 1300mm 0.6mm,4.0,0.051,0.018,1.0699,4.701,Plates,Active,S62/PL.31 304TL 0.8mm,9925.0,7481.0,3741.0,478.0,910.0,553.0,387.0,247616.91,22703.41,270320.32,2026.04.03,OPS-S62,10282.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-100583,MAT-100583,PRO-12X/PL.34 304TL 0.5mm,1.723,EXTRUSION_1,T-70500-D,PRJ-BETA-0375,P01_NW03_Northwind Carpathia,MAT-100583,PRO-12X/PL.34 304TL 0.5mm,0,9 2027,3712,Plates,2027,9,NW03,Both,NW03,Plates,MAT-100583,PRO-12X/PL.34 304TL 0.5mm,96217.0,T-70500-D,EXTRUSION_1,1.723,106261.0,C,Active,SF-100374,APAC-South,C. Moreau,50,2026-05-07,Refrigeration,23145,375895.66,Medium,Partner,PRO-12X/PL.34 304TL 0.5mm,ROH,C,F,14.0,3.0,30.0,14.0,45.49,98.36,V-75841,SG-43,OPS-PRO-12X,Y,PC,Extrusion line A,M,12/6,12.0,6.0,42.98,0.722,1.5,2.0,"Available Capacity, hours",42.97999999999984,33.50980769230769,0.7796604860937136,OPS-PRO-12X,True,0.14815256410256414,RM-COIL-HC276,10.78,KG,COIL HASTELLOY C276 1250mm 0.5mm,8.0,0.048,0.023,1.0721,11.557,Plates,Active,PRO-12X/PL.34 304TL 0.5mm,3408.0,3079.0,2404.0,370.0,2706.0,827.0,579.0,139365.16,110657.9,250023.05,2026.04.03,OPS-PRO-12X,5287.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-100583,MAT-100583,PRO-12X/PL.34 304TL 0.5mm,1.723,EXTRUSION_1,T-70500-D,PRJ-BETA-0375,P01_NW03_Northwind Carpathia,MAT-100583,PRO-12X/PL.34 304TL 0.5mm,0,9 2027,3712,Plates,2027,9,NW03,Both,NW03,Plates,MAT-100583,PRO-12X/PL.34 304TL 0.5mm,96217.0,T-70500-D,EXTRUSION_1,1.723,106261.0,C,Active,SF-100374,APAC-South,C. Moreau,50,2026-05-07,Refrigeration,23145,375895.66,Medium,Partner,PRO-12X/PL.34 304TL 0.5mm,ROH,C,F,14.0,3.0,30.0,14.0,45.49,98.36,V-75841,SG-43,OPS-PRO-12X,Y,PC,Extrusion line A,M,12/6,12.0,6.0,42.98,0.722,1.5,2.0,"Available Capacity, hours",42.97999999999984,33.50980769230769,0.7796604860937136,OPS-PRO-12X,True,0.14815256410256414,RM-COIL-SS304,8.148,KG,COIL SS304 1250mm 0.4mm,2.0,0.011,0.021,1.0322,8.41,Plates,Active,PRO-12X/PL.34 304TL 0.5mm,3408.0,3079.0,2404.0,370.0,2706.0,827.0,579.0,139365.16,110657.9,250023.05,2026.04.03,OPS-PRO-12X,5287.0
Not approved,NW05_Northwind Pacific,NW05_MAT-100990,MAT-100990,PRO-9X/PL.41 304TL 0.3mm,1.588,EXTRUSION_1,T-70502-B,PRJ-DELTA-0250,P01_NW05_Northwind Pacific,MAT-100990,PRO-9X/PL.41 304TL 0.3mm,0,9 2027,3367,Plates,2027,9,NW05,Both,NW05,Plates,MAT-100990,PRO-9X/PL.41 304TL 0.3mm,205102.0,T-70502-B,EXTRUSION_1,1.588,34524.0,C,Phase-out,SF-100249,,R. Weber,10,2026-10-15,District Heating,42599,965568.09,Large,Direct,PRO-9X/PL.41 304TL 0.3mm,ROH,A,E,5.0,4.0,7.0,14.0,93.75,22.54,V-36128,SG-10,OPS-PRO-9X,Y,PC,Extrusion line A,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,14.160705128205118,0.5187071475532996,OPS-PRO-9X,True,0.038900641025640996,RM-COIL-HC276,11.987,KG,COIL HASTELLOY C276 1250mm 0.5mm,6.0,0.046,0.015,1.0617,12.727,Plates,Active,PRO-9X/PL.41 304TL 0.3mm,846.0,455.0,719.0,46.0,1986.0,763.0,534.0,15630.53,36692.94,52323.47,2026.04.03,OPS-PRO-9X,2069.0
Not approved,NW05_Northwind Pacific,NW05_MAT-100990,MAT-100990,PRO-9X/PL.41 304TL 0.3mm,1.588,EXTRUSION_1,T-70502-B,PRJ-DELTA-0250,P01_NW05_Northwind Pacific,MAT-100990,PRO-9X/PL.41 304TL 0.3mm,0,9 2027,3367,Plates,2027,9,NW05,Both,NW05,Plates,MAT-100990,PRO-9X/PL.41 304TL 0.3mm,205102.0,T-70502-B,EXTRUSION_1,1.588,34524.0,C,Phase-out,SF-100249,,R. Weber,10,2026-10-15,District Heating,42599,965568.09,Large,Direct,PRO-9X/PL.41 304TL 0.3mm,ROH,A,E,5.0,4.0,7.0,14.0,93.75,22.54,V-36128,SG-10,OPS-PRO-9X,Y,PC,Extrusion line A,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,14.160705128205118,0.5187071475532996,OPS-PRO-9X,True,0.038900641025640996,RM-COIL-AL,6.034,KG,COIL ALUMINUM 1300mm 0.6mm,8.0,0.037,0.016,1.0536,6.357,Plates,Active,PRO-9X/PL.41 304TL 0.3mm,846.0,455.0,719.0,46.0,1986.0,763.0,534.0,15630.53,36692.94,52323.47,2026.04.03,OPS-PRO-9X,2069.0
Not approved,NW10_Northwind Baltics,NW10_MAT-100209,MAT-100209,XL520/PL.10 304TL 0.6mm,2.088,PRESS_4,T-70652-C,PRJ-ALPHA-0334,P01_NW10_Northwind Baltics,MAT-100209,XL520/PL.10 304TL 0.6mm,0,9 2027,3293,Plates,2027,9,NW10,Both,NW10,Plates,MAT-100209,XL520/PL.10 304TL 0.6mm,45475.0,T-70652-C,PRESS_4,2.088,99496.0,B,Phase-out,SF-100333,APAC-East,A. Meyer,10,2026-07-09,Industrial,2547,1177916.63,Strategic,Distributor,XL520/PL.10 304TL 0.6mm,FERT,C,F,21.0,2.0,30.0,60.0,22.02,32.95,V-43275,SG-80,OPS-XL520,N,PC,Press 13900T,L,24/5,24.0,5.0,82.4,0.77,2.0,3.0,"Available Capacity, hours",82.39999999999978,43.91532051282052,0.5329529188449107,OPS-XL520,False,0.017684615384615392,RM-COIL-NI,10.246,KG,COIL NICKEL 1200mm 0.35mm,4.0,0.038,0.008,1.0463,10.72,Plates,Active,XL520/PL.10 304TL 0.6mm,1870.0,1411.0,1433.0,192.0,179.0,313.0,219.0,56466.49,5405.08,61871.57,2026.04.03,OPS-XL520,1736.0
Not approved,NW15_Northwind Indochina,NW15_MAT-100281,MAT-100281,XL520/PL.32 304TL 0.5mm,2.504,PRESS_4,T-70270-D,PRJ-BETA-0280,P01_NW15_Northwind Indochina,MAT-100281,XL520/PL.32 304TL 0.5mm,0,9 2027,4244,Plates,2027,9,NW15,Both,NW15,Plates,MAT-100281,XL520/PL.32 304TL 0.5mm,117957.0,T-70270-D,PRESS_4,2.504,176054.0,A,Active,SF-100279,EMEA-East,M. Akiyama,25,2026-02-16,Industrial,27786,254460.56,Medium,Distributor,XL520/PL.32 304TL 0.5mm,HALB,B,E,5.0,4.0,30.0,21.0,37.35,99.75,V-35384,SG-12,OPS-XL520,N,PC,Press 11000T,L,24/5,24.0,5.0,78.8,0.74,2.0,3.0,"Available Capacity, hours",78.79999999999984,57.49384615384617,0.7296173369777448,OPS-XL520,False,0.0565455128205128,RM-COIL-HC276,15.973,KG,COIL HASTELLOY C276 1250mm 0.5mm,2.0,0.027,0.007,1.0342,16.519,Plates,Active,XL520/PL.32 304TL 0.5mm,3504.0,2198.0,2077.0,132.0,2916.0,244.0,171.0,35763.84,29762.37,65526.21,2026.04.03,OPS-XL520,6176.0
Not approved,NW15_Northwind Indochina,NW15_MAT-100281,MAT-100281,XL520/PL.32 304TL 0.5mm,2.504,PRESS_4,T-70270-D,PRJ-BETA-0280,P01_NW15_Northwind Indochina,MAT-100281,XL520/PL.32 304TL 0.5mm,0,9 2027,4244,Plates,2027,9,NW15,Both,NW15,Plates,MAT-100281,XL520/PL.32 304TL 0.5mm,117957.0,T-70270-D,PRESS_4,2.504,176054.0,A,Active,SF-100279,EMEA-East,M. Akiyama,25,2026-02-16,Industrial,27786,254460.56,Medium,Distributor,XL520/PL.32 304TL 0.5mm,HALB,B,E,5.0,4.0,30.0,21.0,37.35,99.75,V-35384,SG-12,OPS-XL520,N,PC,Press 11000T,L,24/5,24.0,5.0,78.8,0.74,2.0,3.0,"Available Capacity, hours",78.79999999999984,57.49384615384617,0.7296173369777448,OPS-XL520,False,0.0565455128205128,RM-COIL-AL,9.611,KG,COIL ALUMINUM 1300mm 0.6mm,2.0,0.055,0.019,1.075,10.332,Plates,Active,XL520/PL.32 304TL 0.5mm,3504.0,2198.0,2077.0,132.0,2916.0,244.0,171.0,35763.84,29762.37,65526.21,2026.04.03,OPS-XL520,6176.0
Not approved,NW15_Northwind Indochina,NW15_MAT-101387,MAT-101387,PRO-12X/PL.38 304TL 0.4mm,1.372,PRESS_4,T-70111-D,PRJ-OMEGA-0062,P01_NW15_Northwind Indochina,MAT-101387,PRO-12X/PL.38 304TL 0.4mm,0,9 2027,2766,Plates,2027,9,NW15,Both,NW15,Plates,MAT-101387,PRO-12X/PL.38 304TL 0.4mm,38780.0,T-70111-D,PRESS_4,1.372,167572.0,C,Active,SF-100061,APAC-South,M. Silva,10,2026-06-19,Marine,13496,409087.98,Small,Direct,PRO-12X/PL.38 304TL 0.4mm,HALB,B,E,5.0,6.0,14.0,28.0,25.85,50.16,V-31251,SG-81,OPS-PRO-12X,Y,PC,Press 11000T,L,24/5,24.0,5.0,78.8,0.74,2.0,3.0,"Available Capacity, hours",78.79999999999984,57.49384615384617,0.7296173369777448,OPS-PRO-12X,True,0.09497756410256405,RM-COIL-TI,6.5,KG,COIL TITANIUM 1200mm 0.4mm,3.0,0.014,0.013,1.0272,6.677,Plates,Active,PRO-12X/PL.38 304TL 0.4mm,9856.0,6716.0,8668.0,1334.0,225.0,283.0,198.0,459537.38,10490.66,470028.03,2026.04.03,OPS-PRO-12X,9798.0
Not approved,NW14_Northwind Oceania,NW14_MAT-100019,MAT-100019,PRO-12X/PL.20 304TL 0.4mm,1.855,GRINDING_1,T-70618-B,PRJ-DELTA-0246,P01_NW14_Northwind Oceania,MAT-100019,PRO-12X/PL.20 304TL 0.4mm,0,9 2027,2624,Plates,2027,9,NW14,Both,NW14,Plates,MAT-100019,PRO-12X/PL.20 304TL 0.4mm,175786.0,T-70618-B,GRINDING_1,1.855,111777.0,A,Active,SF-100245,LATAM,M. Akiyama,50,2026-06-14,District Heating,45896,547170.37,Strategic,Partner,PRO-12X/PL.20 304TL 0.4mm,FERT,B,X,21.0,2.0,21.0,45.0,91.02,88.25,V-91465,SG-39,OPS-PRO-12X,Y,PC,Grinding line,S,8/5,8.0,5.0,26.16,0.7789999999999999,1.0,1.0,"Available Capacity, hours",26.159999999999943,20.398333333333312,0.7797528032619785,OPS-PRO-12X,False,0.15899615384615381,RM-COIL-AL,5.281,KG,COIL ALUMINUM 1300mm 0.6mm,4.0,0.049,0.021,1.071,5.656,Plates,Active,PRO-12X/PL.20 304TL 0.4mm,4247.0,2389.0,1751.0,89.0,249.0,667.0,467.0,148009.28,8677.73,156687.01,2026.04.03,OPS-PRO-12X,3829.0
Not approved,NW10_Northwind Baltics,NW10_MAT-100713,MAT-100713,XL520/PL.14 304TL 0.5mm,1.995,PRESS_4,T-70220-A,PRJ-GAMMA-0617,P01_NW10_Northwind Baltics,MAT-100713,XL520/PL.14 304TL 0.5mm,0,9 2027,2208,Plates,2027,9,NW10,Both,NW10,Plates,MAT-100713,XL520/PL.14 304TL 0.5mm,243655.0,T-70220-A,PRESS_4,1.995,58771.0,A,Phase-out,SF-100616,EMEA-East,H. Lindqvist,50,2026-04-18,Data Center,48236,46575.02,Small,Partner,XL520/PL.14 304TL 0.5mm,FERT,A,X,5.0,6.0,14.0,45.0,99.08,103.94,V-39681,SG-96,OPS-XL520,Y,PC,Press 13900T,L,24/5,24.0,5.0,82.4,0.77,2.0,3.0,"Available Capacity, hours",82.39999999999978,43.91532051282052,0.5329529188449107,OPS-XL520,False,0.09729166666666665,RM-COIL-TI,8.336,KG,COIL TITANIUM 1200mm 0.4mm,8.0,0.035,0.01,1.0454,8.714,Plates,Active,XL520/PL.14 304TL 0.5mm,10260.0,6342.0,4551.0,1669.0,2401.0,687.0,481.0,532500.6,124613.44,657114.05,2026.04.03,OPS-XL520,11974.0
Not approved,NW09_Northwind Alpine,NW09_MAT-101206,MAT-101206,PRO-9X/PL.07 304TL 0.6mm,1.873,PRESS_3,T-70201-D,PRJ-OMEGA-0207,P01_NW09_Northwind Alpine,MAT-101206,PRO-9X/PL.07 304TL 0.6mm,0,9 2027,3251,Plates,2027,9,NW09,Both,NW09,Plates,MAT-101206,PRO-9X/PL.07 304TL 0.6mm,57300.0,T-70201-D,PRESS_3,1.873,25292.0,A,Active,SF-100206,EMEA-East,R. Weber,10,2026-03-02,Refrigeration,54764,729113.91,Strategic,OEM,PRO-9X/PL.07 304TL 0.6mm,ROH,A,F,10.0,3.0,21.0,60.0,24.56,61.31,V-56400,SG-36,OPS-PRO-9X,Y,PC,Press 8000T,M,12/5,12.0,5.0,41.8,0.78,1.0,2.0,"Available Capacity, hours",41.80000000000011,31.383461538461535,0.7508005152741974,OPS-PRO-9X,True,0.0392929487179487,RM-COIL-NI,8.046,KG,COIL NICKEL 1200mm 0.35mm,6.0,0.033,0.022,1.0557,8.494,Plates,Active,PRO-9X/PL.07 304TL 0.6mm,1026.0,769.0,767.0,59.0,3080.0,1129.0,790.0,43845.6,131622.26,175467.86,2026.04.03,OPS-PRO-9X,2977.0
Not approved,NW10_Northwind Baltics,NW10_MAT-101115,MAT-101115,HT80/PL.16 304TL 0.5mm,1.496,PRESS_4,T-70014-D,PRJ-BETA-0417,P01_NW10_Northwind Baltics,MAT-101115,HT80/PL.16 304TL 0.5mm,0,9 2027,258,Plates,2027,9,NW10,Both,NW10,Plates,MAT-101115,HT80/PL.16 304TL 0.5mm,161236.0,T-70014-D,PRESS_4,1.496,156118.0,C,Active,SF-100416,LATAM,L. Tran,10,2026-05-12,District Heating,51498,566802.36,Large,Partner,HT80/PL.16 304TL 0.5mm,ROH,B,X,5.0,4.0,7.0,45.0,107.89,68.32,V-84678,SG-72,OPS-HT80,N,PC,Press 13900T,L,24/5,24.0,5.0,82.4,0.77,2.0,3.0,"Available Capacity, hours",82.39999999999978,43.91532051282052,0.5329529188449107,OPS-HT80,True,0.04002051282051281,RM-COIL-SS304,12.861,KG,COIL SS304 1250mm 0.4mm,2.0,0.032,0.022,1.0547,13.564,Plates,Active,HT80/PL.16 304TL 0.5mm,8428.0,7990.0,2588.0,142.0,1925.0,456.0,319.0,179242.2,40939.87,220182.07,2026.04.03,OPS-HT80,9897.0
Not approved,NW10_Northwind Baltics,NW10_MAT-101115,MAT-101115,HT80/PL.16 304TL 0.5mm,1.496,PRESS_4,T-70014-D,PRJ-BETA-0417,P01_NW10_Northwind Baltics,MAT-101115,HT80/PL.16 304TL 0.5mm,0,9 2027,258,Plates,2027,9,NW10,Both,NW10,Plates,MAT-101115,HT80/PL.16 304TL 0.5mm,161236.0,T-70014-D,PRESS_4,1.496,156118.0,C,Active,SF-100416,LATAM,L. Tran,10,2026-05-12,District Heating,51498,566802.36,Large,Partner,HT80/PL.16 304TL 0.5mm,ROH,B,X,5.0,4.0,7.0,45.0,107.89,68.32,V-84678,SG-72,OPS-HT80,N,PC,Press 13900T,L,24/5,24.0,5.0,82.4,0.77,2.0,3.0,"Available Capacity, hours",82.39999999999978,43.91532051282052,0.5329529188449107,OPS-HT80,True,0.04002051282051281,RM-COIL-HC276,12.912,KG,COIL HASTELLOY C276 1250mm 0.5mm,2.0,0.03,0.014,1.0444,13.485,Plates,Active,HT80/PL.16 304TL 0.5mm,8428.0,7990.0,2588.0,142.0,1925.0,456.0,319.0,179242.2,40939.87,220182.07,2026.04.03,OPS-HT80,9897.0
Not approved,NW05_Northwind Pacific,NW05_MAT-100015,MAT-100015,S160/PL.16 304TL 0.4mm,1.385,EXTRUSION_1,T-70644-D,PRJ-OMEGA-0586,P01_NW05_Northwind Pacific,MAT-100015,S160/PL.16 304TL 0.4mm,0,9 2027,3746,Plates,2027,9,NW05,Both,NW05,Plates,MAT-100015,S160/PL.16 304TL 0.4mm,211886.0,T-70644-D,EXTRUSION_1,1.385,39098.0,B,Active,SF-100585,LATAM,P. Kovac,75,2026-05-08,Industrial,24544,215180.27,Small,Partner,S160/PL.16 304TL 0.4mm,HALB,A,E,14.0,4.0,30.0,45.0,9.35,66.82,V-95616,SG-80,OPS-S160,Y,PC,Extrusion line A,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,14.160705128205118,0.5187071475532996,OPS-S160,True,0.143777564102564,RM-COIL-SS304,5.519,KG,COIL SS304 1250mm 0.4mm,2.0,0.034,0.021,1.0557,5.826,Plates,Active,S160/PL.16 304TL 0.4mm,5187.0,2662.0,3106.0,345.0,865.0,658.0,461.0,36953.73,6162.52,43116.25,2026.04.03,OPS-S160,5394.0
Not approved,NW05_Northwind Pacific,NW05_MAT-100897,MAT-100897,MX200/PL.48 304TL 0.6mm,1.085,EXTRUSION_1,T-70484-C,PRJ-ALPHA-0351,P01_NW05_Northwind Pacific,MAT-100897,MX200/PL.48 304TL 0.6mm,0,9 2027,572,Plates,2027,9,NW05,Both,NW05,Plates,MAT-100897,MX200/PL.48 304TL 0.6mm,36561.0,T-70484-C,EXTRUSION_1,1.085,279482.0,C,Active,SF-100350,LATAM,M. Silva,10,2026-12-04,Food & Beverage,20472,160675.08,Strategic,Direct,MX200/PL.48 304TL 0.6mm,FERT,C,E,7.0,6.0,7.0,14.0,89.61,210.48,V-35719,SG-116,OPS-MX200,N,PC,Extrusion line A,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,14.160705128205118,0.5187071475532996,OPS-MX200,False,0.045473717948717934,RM-COIL-AL,5.111,KG,COIL ALUMINUM 1300mm 0.6mm,3.0,0.045,0.014,1.0596,5.416,Plates,Active,MX200/PL.48 304TL 0.6mm,8354.0,7268.0,3792.0,1173.0,2337.0,961.0,673.0,249201.57,69713.2,318914.77,2026.04.03,OPS-MX200,9730.0
Not approved,NW15_Northwind Indochina,NW15_MAT-100179,MAT-100179,HT80/PL.30 304TL 0.3mm,1.523,PRESS_4,T-70341-B,PRJ-EPSILON-0319,P01_NW15_Northwind Indochina,MAT-100179,HT80/PL.30 304TL 0.3mm,0,9 2027,996,Plates,2027,9,NW15,Both,NW15,Plates,MAT-100179,HT80/PL.30 304TL 0.3mm,15826.0,T-70341-B,PRESS_4,1.523,174991.0,C,Active,SF-100318,APAC-East,K. Suzuki,10,2026-04-20,District Heating,51243,87091.03,Medium,Direct,HT80/PL.30 304TL 0.3mm,FERT,C,F,7.0,3.0,30.0,14.0,117.37,109.27,V-53627,SG-87,OPS-HT80,N,PC,Press 11000T,L,24/5,24.0,5.0,78.8,0.74,2.0,3.0,"Available Capacity, hours",78.79999999999984,57.49384615384617,0.7296173369777448,OPS-HT80,True,0.13197243589743596,RM-COIL-NI,12.012,KG,COIL NICKEL 1200mm 0.35mm,3.0,0.048,0.008,1.0564,12.689,Plates,Active,HT80/PL.30 304TL 0.3mm,11186.0,8846.0,3691.0,990.0,1161.0,397.0,278.0,134275.14,13936.48,148211.62,2026.04.03,OPS-HT80,11950.0
Not approved,NW15_Northwind Indochina,NW15_MAT-100179,MAT-100179,HT80/PL.30 304TL 0.3mm,1.523,PRESS_4,T-70341-B,PRJ-EPSILON-0319,P01_NW15_Northwind Indochina,MAT-100179,HT80/PL.30 304TL 0.3mm,0,9 2027,996,Plates,2027,9,NW15,Both,NW15,Plates,MAT-100179,HT80/PL.30 304TL 0.3mm,15826.0,T-70341-B,PRESS_4,1.523,174991.0,C,Active,SF-100318,APAC-East,K. Suzuki,10,2026-04-20,District Heating,51243,87091.03,Medium,Direct,HT80/PL.30 304TL 0.3mm,FERT,C,F,7.0,3.0,30.0,14.0,117.37,109.27,V-53627,SG-87,OPS-HT80,N,PC,Press 11000T,L,24/5,24.0,5.0,78.8,0.74,2.0,3.0,"Available Capacity, hours",78.79999999999984,57.49384615384617,0.7296173369777448,OPS-HT80,True,0.13197243589743596,RM-COIL-SS316,11.489,KG,COIL SS316 1250mm 0.5mm,2.0,0.045,0.027,1.0732,12.33,Plates,Active,HT80/PL.30 304TL 0.3mm,11186.0,8846.0,3691.0,990.0,1161.0,397.0,278.0,134275.14,13936.48,148211.62,2026.04.03,OPS-HT80,11950.0
