Status,Connector RCCP pivot,Connector Plant_Material nr,Material number,Material Description,Cycle time,Work center,Tool number,Project_name,Factory,Material_final,Material_desc_resolved,All delayed,demand_month,demand_pcs,product_type,demand_year,demand_month_num,pipeline_plant,factory_production_type,Plant_2_6,Type_2_6,Sap code_2_6,Material description_2_6,Total QTY_2_6,Tool No._2_6,Work center_2_6,Cycle times Standard Value (Machine)_2_6,OPS plan GD_2_6,Rev no_2_6,Material Status_2_6,Project ID,Region,Owner,Probability,Requested delivery date,Customer segment,Total expected PCS,Total expected EUR,Revenue tier,Submission channel,Description_2_3,Material Type_2_3,ABC (SAP)_2_3,Procurement Type_2_3,In House Production Time (WD)_2_3,Production LT Weeks_2_3,Transportation Lanes Lead Time (CD)_2_3,Planned Delivery Time (MARC) (CD)_2_3,Standard Cost in EUR_2_3,Avg Sales Price in EUR_2_3,G37 - Vendor_2_3,P45 - Supply Group_2_3,P55 - Operations Group_2_3,Is Network Material_2_3,Base Unit of Measure_2_3,WC-Description long_2_5,Size_2_5,Weekly Schedule_2_5,Hours_2_5,Days_2_5,Weekly available time_2_5,OEE (in %)_2_5,Daily breaks (in H)_2_5,NR of stands per WC_2_5,AP Limit_2_5,cap_avg_available_hrs_per_week,cap_avg_load_hrs_per_week,cap_utilization_pct,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP,ops_avg_planned_pcs_per_week,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Total Scrap Factor,Effective Component Quantity,Comp Plate/Gasket,BOM Status,Header Description,Stock Qty_3_1,ATP Quantity_3_1,ATP Qty (allow negative)_3_1,Reserved Stock Qty_3_1,Stock in Transit Qty_3_1,Safety Stock Qty_3_1,Minimum Safety Stock Qty_3_1,Stock Value (EUR)_3_1,Stock in Transit Value (EUR)_3_1,Total Stock Value (EUR)_3_1,Calendar day_3_1,Operation Group_3_1,inv_usable_qty_3_1
Not approved,NW15_Northwind Indochina,NW15_MAT-100281,MAT-100281,XL520/PL.32 304TL 0.5mm,2.504,PRESS_4,T-70270-D,PRJ-DELTA-0037,P01_NW15_Northwind Indochina,MAT-100281,XL520/PL.32 304TL 0.5mm,0,10 2026,4304,Gaskets,2026,10,NW15,Both,NW15,Plates,MAT-100281,XL520/PL.32 304TL 0.5mm,117957.0,T-70270-D,PRESS_4,2.504,176054.0,A,Active,SF-100036,EMEA-East,M. Silva,25,2026-12-12,Pharma,5954,634844.86,Large,Distributor,XL520/PL.32 304TL 0.5mm,HALB,B,E,5.0,4.0,30.0,21.0,37.35,99.75,V-35384,SG-12,OPS-XL520,N,PC,Press 11000T,L,24/5,24.0,5.0,78.8,0.74,2.0,3.0,"Available Capacity, hours",78.79999999999984,57.49384615384617,0.7296173369777448,OPS-XL520,False,0.0565455128205128,RM-COIL-HC276,15.973,KG,COIL HASTELLOY C276 1250mm 0.5mm,2.0,0.027,0.007,1.0342,16.519,Plates,Active,XL520/PL.32 304TL 0.5mm,3504.0,2198.0,2077.0,132.0,2916.0,244.0,171.0,35763.84,29762.37,65526.21,2026.04.03,OPS-XL520,6176.0
Not approved,NW15_Northwind Indochina,NW15_MAT-100281,MAT-100281,XL520/PL.32 304TL 0.5mm,2.504,PRESS_4,T-70270-D,PRJ-DELTA-0037,P01_NW15_Northwind Indochina,MAT-100281,XL520/PL.32 304TL 0.5mm,0,10 2026,4304,Gaskets,2026,10,NW15,Both,NW15,Plates,MAT-100281,XL520/PL.32 304TL 0.5mm,117957.0,T-70270-D,PRESS_4,2.504,176054.0,A,Active,SF-100036,EMEA-East,M. Silva,25,2026-12-12,Pharma,5954,634844.86,Large,Distributor,XL520/PL.32 304TL 0.5mm,HALB,B,E,5.0,4.0,30.0,21.0,37.35,99.75,V-35384,SG-12,OPS-XL520,N,PC,Press 11000T,L,24/5,24.0,5.0,78.8,0.74,2.0,3.0,"Available Capacity, hours",78.79999999999984,57.49384615384617,0.7296173369777448,OPS-XL520,False,0.0565455128205128,RM-COIL-AL,9.611,KG,COIL ALUMINUM 1300mm 0.6mm,2.0,0.055,0.019,1.075,10.332,Plates,Active,XL520/PL.32 304TL 0.5mm,3504.0,2198.0,2077.0,132.0,2916.0,244.0,171.0,35763.84,29762.37,65526.21,2026.04.03,OPS-XL520,6176.0
Not approved,NW01_Northwind Midwest,NW01_MAT-100464,MAT-100464,MX100/PL.15 304TL 0.4mm,1.132,PRESS_2,T-70318-D,PRJ-BETA-0202,P01_NW01_Northwind Midwest,MAT-100464,MX100/PL.15 304TL 0.4mm,0,10 2026,3249,Gaskets,2026,10,NW01,Both,NW01,Plates,MAT-100464,MX100/PL.15 304TL 0.4mm,183378.0,T-70318-D,PRESS_2,1.132,234584.0,C,Active,SF-100201,EMEA-East,P. Kovac,50,2026-07-28,Data Center,10610,1168095.68,Small,OEM,MX100/PL.15 304TL 0.4mm,FERT,B,E,5.0,4.0,14.0,60.0,7.9,36.85,V-98369,SG-106,OPS-MX100,Y,PC,Press 5500T,M,12/5,12.0,5.0,43.0,0.8,1.0,2.0,"Available Capacity, hours",43.0,32.49217948717947,0.7556320810971969,OPS-MX100,True,0.15584615384615394,RM-COIL-HC276,8.577,KG,COIL HASTELLOY C276 1250mm 0.5mm,4.0,0.019,0.007,1.0261,8.801,Plates,Active,MX100/PL.15 304TL 0.4mm,8545.0,6172.0,3594.0,1532.0,1437.0,779.0,545.0,369900.01,62205.54,432105.55,2026.04.03,OPS-MX100,9203.0
Not approved,NW11_Northwind Levant,NW11_MAT-100997,MAT-100997,S120/PL.48 304TL 0.3mm,1.497,PRESS_2,T-70699-B,PRJ-EPSILON-0119,P01_NW11_Northwind Levant,MAT-100997,S120/PL.48 304TL 0.3mm,0,10 2026,6451,Gaskets,2026,10,NW11,Both,NW11,Plates,MAT-100997,S120/PL.48 304TL 0.3mm,254090.0,T-70699-B,PRESS_2,1.497,111130.0,B,Active,SF-100118,EMEA-West,P. Kovac,90,2026-05-27,Marine,48696,451111.68,Strategic,Direct,S120/PL.48 304TL 0.3mm,FERT,B,X,14.0,8.0,21.0,21.0,111.7,211.84,V-75302,SG-17,OPS-S120,N,PC,Press 5500T,M,12/6,12.0,6.0,43.56,0.73,1.5,2.0,"Available Capacity, hours",43.56000000000013,34.518525641025654,0.7924363094817619,OPS-S120,True,0.044752564102564084,RM-COIL-HC276,6.674,KG,COIL HASTELLOY C276 1250mm 0.5mm,8.0,0.054,0.007,1.0614,7.084,Plates,Active,S120/PL.48 304TL 0.3mm,4677.0,3511.0,3517.0,80.0,3320.0,422.0,295.0,43908.1,31168.46,75076.56,2026.04.03,OPS-S120,7575.0
Not approved,NW11_Northwind Levant,NW11_MAT-101032,MAT-101032,S62/PL.33 304TL 0.4mm,1.288,GRINDING_1,T-70429-D,PRJ-EPSILON-0263,P01_NW11_Northwind Levant,MAT-101032,S62/PL.33 304TL 0.4mm,0,10 2026,394,Gaskets,2026,10,NW11,Both,NW11,Plates,MAT-101032,S62/PL.33 304TL 0.4mm,92156.0,T-70429-D,GRINDING_1,1.288,18529.0,C,Active,SF-100262,,M. Silva,75,2026-08-09,Pharma,41579,423556.83,Small,OEM,S62/PL.33 304TL 0.4mm,ROH,C,E,10.0,3.0,14.0,35.0,4.75,95.78,V-31264,SG-78,OPS-S62,N,PC,Grinding line,S,12/6,12.0,6.0,40.93,0.6935,1.5,1.0,"Available Capacity, hours",40.93000000000006,22.361153846153847,0.5463267492341514,OPS-S62,True,0.07158397435897434,RM-COIL-SS316,8.268,KG,COIL SS316 1250mm 0.5mm,4.0,0.049,0.013,1.0626,8.786,Plates,Active,S62/PL.33 304TL 0.4mm,10571.0,7359.0,3806.0,562.0,705.0,1062.0,743.0,338456.57,22572.31,361028.88,2026.04.03,OPS-S62,10214.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200804,MAT-200804,M20-SILI GASKET 05,0.767,EXTRUSION_1,T-70437-A,PRJ-BETA-0120,P01_NW05_Northwind Pacific,MAT-200804,M20-SILI GASKET 05,0,10 2026,1337,Gaskets,2026,10,NW05,Both,NW05,Gaskets,MAT-200804,M20-SILI GASKET 05,39117.0,T-70437-A,EXTRUSION_1,0.767,127949.0,D,Active,SF-100119,APAC-South,P. Kovac,90,2026-08-07,District Heating,56177,308553.88,Medium,Direct,M20-SILI GASKET 05,FERT,A,F,5.0,8.0,21.0,35.0,3.21,51.93,V-58662,SG-91,OPS-M20-SILI,N,PC,Extrusion line A,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,14.160705128205118,0.5187071475532996,OPS-M20-SILI,False,0.008742948717948716,RM-COMP-SILI,0.351,KG,RUBBER COMPOUND SILICONE,8.0,0.039,0.025,1.065,0.374,Gaskets,Active,M20-SILI GASKET 05,3820.0,2497.0,2802.0,324.0,3143.0,759.0,531.0,191449.71,157520.01,348969.72,2026.04.03,OPS-M20-SILI,6204.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200804,MAT-200804,M20-SILI GASKET 05,0.767,EXTRUSION_1,T-70437-A,PRJ-BETA-0143,P01_NW05_Northwind Pacific,MAT-200804,M20-SILI GASKET 05,0,10 2026,7196,Gaskets,2026,10,NW05,Both,NW05,Gaskets,MAT-200804,M20-SILI GASKET 05,39117.0,T-70437-A,EXTRUSION_1,0.767,127949.0,D,Active,SF-100142,,M. Akiyama,50,2026-12-10,Refrigeration,10899,256153.98,Strategic,Distributor,M20-SILI GASKET 05,FERT,A,F,5.0,8.0,21.0,35.0,3.21,51.93,V-58662,SG-91,OPS-M20-SILI,N,PC,Extrusion line A,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,14.160705128205118,0.5187071475532996,OPS-M20-SILI,False,0.008742948717948716,RM-COMP-SILI,0.351,KG,RUBBER COMPOUND SILICONE,8.0,0.039,0.025,1.065,0.374,Gaskets,Active,M20-SILI GASKET 05,3820.0,2497.0,2802.0,324.0,3143.0,759.0,531.0,191449.71,157520.01,348969.72,2026.04.03,OPS-M20-SILI,6204.0
Not approved,NW09_Northwind Alpine,NW09_MAT-200525,MAT-200525,M14-HNBR GASKET 06,0.542,EXTRUSION_1,T-70583-D,PRJ-ALPHA-0295,P01_NW09_Northwind Alpine,MAT-200525,M14-HNBR GASKET 06,0,11 2026,1064,Gaskets,2026,11,NW09,Both,NW09,Gaskets,MAT-200525,M14-HNBR GASKET 06,133649.0,T-70583-D,EXTRUSION_1,0.542,92488.0,A,Active,SF-100294,APAC-East,R. Weber,75,2026-10-27,Marine,42480,969426.63,Small,Direct,M14-HNBR GASKET 06,FERT,B,X,21.0,3.0,14.0,14.0,42.51,33.57,V-99704,SG-97,OPS-M14-HNBR,Y,PC,Extrusion line A,M,12/5,12.0,5.0,39.46,0.741,1.0,2.0,"Available Capacity, hours",39.46000000000003,27.91833333333333,0.7075097144787965,OPS-M14-HNBR,True,0.15478653846153842,RM-COMP-EPDM,0.253,KG,RUBBER COMPOUND EPDM80,3.0,0.051,0.023,1.0752,0.272,Gaskets,Active,M14-HNBR GASKET 06,11967.0,8603.0,5757.0,1283.0,2398.0,62.0,43.0,378620.33,75869.6,454489.93,2026.04.03,OPS-M14-HNBR,14303.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200307,MAT-200307,M6-FKM GASKET 28,0.278,ASSY_1,T-70137-A,PRJ-OMEGA-0537,P01_NW05_Northwind Pacific,MAT-200307,M6-FKM GASKET 28,0,11 2026,1668,Gaskets,2026,11,NW05,Both,NW05,Gaskets,MAT-200307,M6-FKM GASKET 28,200659.0,T-70137-A,ASSY_1,0.278,273238.0,B,Active,SF-100536,EMEA-East,H. Lindqvist,25,2026-05-25,Food & Beverage,18080,1015168.35,Large,OEM,M6-FKM GASKET 28,HALB,A,F,7.0,6.0,7.0,35.0,57.12,108.81,V-48553,SG-41,OPS-M6-FKM,Y,PC,Assembly cell,S,8/5,8.0,5.0,27.3,0.8075,1.0,1.0,"Available Capacity, hours",27.300000000000075,17.35115384615384,0.6355734009580143,OPS-M6-FKM,False,0.1060878205128205,RM-COMP-HNBR,0.386,KG,RUBBER COMPOUND HNBR60,2.0,0.04,0.009,1.0494,0.405,Gaskets,Active,M6-FKM GASKET 28,3436.0,2469.0,2822.0,370.0,468.0,1155.0,808.0,134802.0,18360.69,153162.7,2026.04.03,OPS-M6-FKM,2749.0
Not approved,NW11_Northwind Levant,NW11_MAT-200635,MAT-200635,M6-FKM GASKET 36,0.321,PRESS_2,T-70476-C,PRJ-BETA-0637,P01_NW11_Northwind Levant,MAT-200635,M6-FKM GASKET 36,0,11 2026,6315,Gaskets,2026,11,NW11,Both,NW11,Gaskets,MAT-200635,M6-FKM GASKET 36,30355.0,T-70476-C,PRESS_2,0.321,297276.0,C,Active,SF-100636,APAC-South,T. Novak,25,2026-09-25,Food & Beverage,53198,1027981.12,Large,Distributor,M6-FKM GASKET 36,ROH,A,E,10.0,8.0,14.0,21.0,38.23,65.07,V-39553,SG-54,OPS-M6-FKM,N,PC,Press 5500T,M,12/6,12.0,6.0,43.56,0.73,1.5,2.0,"Available Capacity, hours",43.56000000000013,34.518525641025654,0.7924363094817619,OPS-M6-FKM,True,0.05821666666666664,RM-COMP-EPDM,0.324,KG,RUBBER COMPOUND EPDM80,4.0,0.012,0.02,1.0322,0.334,Gaskets,Active,M6-FKM GASKET 36,6435.0,4034.0,5091.0,67.0,1493.0,1029.0,720.0,128582.8,29832.81,158415.61,2026.04.03,OPS-M6-FKM,6899.0
Not approved,NW11_Northwind Levant,NW11_MAT-200635,MAT-200635,M6-FKM GASKET 36,0.321,PRESS_2,T-70476-C,PRJ-BETA-0637,P01_NW11_Northwind Levant,MAT-200635,M6-FKM GASKET 36,0,11 2026,6315,Gaskets,2026,11,NW11,Both,NW11,Gaskets,MAT-200635,M6-FKM GASKET 36,30355.0,T-70476-C,PRESS_2,0.321,297276.0,C,Active,SF-100636,APAC-South,T. Novak,25,2026-09-25,Food & Beverage,53198,1027981.12,Large,Distributor,M6-FKM GASKET 36,ROH,A,E,10.0,8.0,14.0,21.0,38.23,65.07,V-39553,SG-54,OPS-M6-FKM,N,PC,Press 5500T,M,12/6,12.0,6.0,43.56,0.73,1.5,2.0,"Available Capacity, hours",43.56000000000013,34.518525641025654,0.7924363094817619,OPS-M6-FKM,True,0.05821666666666664,RM-COMP-HNBR,0.329,KG,RUBBER COMPOUND HNBR60,4.0,0.035,0.029,1.065,0.35,Gaskets,Active,M6-FKM GASKET 36,6435.0,4034.0,5091.0,67.0,1493.0,1029.0,720.0,128582.8,29832.81,158415.61,2026.04.03,OPS-M6-FKM,6899.0
Not approved,NW09_Northwind Alpine,NW09_MAT-200206,MAT-200206,M18-AFLAS GASKET 07,0.873,GRINDING_1,T-70137-A,PRJ-ALPHA-0189,P01_NW09_Northwind Alpine,MAT-200206,M18-AFLAS GASKET 07,0,11 2026,487,Gaskets,2026,11,NW09,Both,NW09,Gaskets,MAT-200206,M18-AFLAS GASKET 07,246953.0,T-70137-A,GRINDING_1,0.873,36430.0,D,Active,SF-100188,,H. Lindqvist,25,2026-04-14,Marine,10888,526796.46,Strategic,Partner,M18-AFLAS GASKET 07,FERT,C,F,5.0,8.0,14.0,28.0,80.53,175.91,V-65748,SG-39,OPS-M18-AFLAS,Y,PC,Grinding line,S,12/5,12.0,5.0,39.46,0.741,1.0,1.0,"Available Capacity, hours",39.46000000000003,16.45878205128205,0.4171004067734931,OPS-M18-AFLAS,False,0.17618461538461536,RM-COMP-SILI,0.27,KG,RUBBER COMPOUND SILICONE,8.0,0.015,0.02,1.0353,0.28,Gaskets,Active,M18-AFLAS GASKET 07,9981.0,7647.0,6343.0,860.0,970.0,580.0,406.0,545619.29,53025.82,598645.11,2026.04.03,OPS-M18-AFLAS,10371.0
Not approved,NW12_Northwind Cerrado,NW12_MAT-200386,MAT-200386,M12-EPDM GASKET 27,0.553,PRESS_1,T-70419-B,PRJ-DELTA-0561,P01_NW12_Northwind Cerrado,MAT-200386,M12-EPDM GASKET 27,0,11 2026,1769,Gaskets,2026,11,NW12,Both,NW12,Gaskets,MAT-200386,M12-EPDM GASKET 27,38184.0,T-70419-B,PRESS_1,0.553,201156.0,C,Phase-out,SF-100560,LATAM,H. Lindqvist,90,2026-12-27,District Heating,38454,533476.4,Small,Distributor,M12-EPDM GASKET 27,HALB,B,E,7.0,3.0,7.0,21.0,42.57,207.64,V-62467,SG-83,OPS-M12-EPDM,Y,PC,Press 3300T,S,8/5,8.0,5.0,24.6,0.74,1.0,1.0,"Available Capacity, hours",24.599999999999937,11.670064102564107,0.4743928496977291,OPS-M12-EPDM,False,0.1324032051282052,RM-COMP-EPDM,0.23,KG,RUBBER COMPOUND EPDM80,8.0,0.029,0.011,1.0403,0.239,Gaskets,Active,M12-EPDM GASKET 27,6562.0,5918.0,3813.0,116.0,1046.0,809.0,566.0,96395.21,15365.65,111760.86,2026.04.03,OPS-M12-EPDM,6799.0
Not approved,NW10_Northwind Baltics,NW10_MAT-200600,MAT-200600,M10-BFG GASKET 01,0.485,PRESS_1,T-70528-B,PRJ-BETA-0478,P01_NW10_Northwind Baltics,MAT-200600,M10-BFG GASKET 01,0,11 2026,5229,Gaskets,2026,11,NW10,Both,NW10,Gaskets,MAT-200600,M10-BFG GASKET 01,94923.0,T-70528-B,PRESS_1,0.485,268165.0,B,Active,SF-100477,APAC-East,K. Suzuki,90,2026-03-24,Refrigeration,52334,921395.32,Strategic,Distributor,M10-BFG GASKET 01,ROH,B,E,7.0,8.0,14.0,14.0,85.91,187.64,V-14201,SG-19,OPS-M10-BFG,Y,PC,Press 3300T,S,12/5,12.0,5.0,38.7,0.77,1.5,1.0,"Available Capacity, hours",38.699999999999896,22.696730769230772,0.5864788312462748,OPS-M10-BFG,False,0.05882756410256411,RM-COMP-EPDM,0.246,KG,RUBBER COMPOUND EPDM80,4.0,0.039,0.017,1.0567,0.26,Gaskets,Active,M10-BFG GASKET 01,5020.0,4445.0,3506.0,261.0,2363.0,989.0,692.0,41001.24,19299.99,60301.23,2026.04.03,OPS-M10-BFG,6394.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200625,MAT-200625,M8-NBR GASKET 26,0.368,OVEN_1,T-70316-A,PRJ-EPSILON-0263,P01_NW05_Northwind Pacific,MAT-200625,M8-NBR GASKET 26,0,11 2026,5591,Gaskets,2026,11,NW05,Both,NW05,Gaskets,MAT-200625,M8-NBR GASKET 26,192080.0,T-70316-A,OVEN_1,0.368,122350.0,A,Phase-out,SF-100262,,M. Silva,75,2026-08-09,Pharma,41579,423556.83,Small,OEM,M8-NBR GASKET 26,FERT,B,E,7.0,3.0,14.0,14.0,80.28,89.12,V-19319,SG-30,OPS-M8-NBR,N,PC,Curing oven,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,12.94326923076922,0.47411242603550124,OPS-M8-NBR,False,0.14480448717948713,RM-COMP-EPDM,0.292,KG,RUBBER COMPOUND EPDM80,6.0,0.041,0.017,1.0587,0.309,Gaskets,Active,M8-NBR GASKET 26,6088.0,3729.0,2204.0,861.0,426.0,410.0,287.0,260421.45,18222.66,278644.11,2026.04.03,OPS-M8-NBR,6104.0
Not approved,NW09_Northwind Alpine,NW09_MAT-200494,MAT-200494,M18-AFLAS GASKET 15,0.74,EXTRUSION_1,T-70254-D,PRJ-EPSILON-0422,P01_NW09_Northwind Alpine,MAT-200494,M18-AFLAS GASKET 15,0,11 2026,6689,Gaskets,2026,11,NW09,Both,NW09,Gaskets,MAT-200494,M18-AFLAS GASKET 15,181139.0,T-70254-D,EXTRUSION_1,0.74,147827.0,B,Active,SF-100421,APAC-East,J. Park,10,2026-09-12,Oil & Gas,23260,513265.73,Large,Direct,M18-AFLAS GASKET 15,FERT,C,X,21.0,2.0,30.0,21.0,111.73,149.8,V-79759,SG-106,OPS-M18-AFLAS,N,PC,Extrusion line A,M,12/5,12.0,5.0,39.46,0.741,1.0,2.0,"Available Capacity, hours",39.46000000000003,27.91833333333333,0.7075097144787965,OPS-M18-AFLAS,True,0.1250717948717949,RM-COMP-HNBR,0.349,KG,RUBBER COMPOUND HNBR60,6.0,0.025,0.018,1.0434,0.364,Gaskets,Active,M18-AFLAS GASKET 15,2010.0,1348.0,1716.0,293.0,2212.0,569.0,398.0,82769.0,91087.08,173856.09,2026.04.03,OPS-M18-AFLAS,3653.0
Not approved,NW08_Northwind Iberia,NW08_MAT-200443,MAT-200443,M6-FKM GASKET 04,0.388,PRESS_2,T-70126-B,PRJ-OMEGA-0161,P01_NW08_Northwind Iberia,MAT-200443,M6-FKM GASKET 04,0,11 2026,6493,Gaskets,2026,11,NW08,Both,NW08,Gaskets,MAT-200443,M6-FKM GASKET 04,256329.0,T-70126-B,PRESS_2,0.388,70712.0,B,Active,SF-100160,APAC-East,P. Kovac,90,2026-12-15,Oil & Gas,39495,330486.85,Strategic,Distributor,M6-FKM GASKET 04,HALB,B,F,7.0,2.0,14.0,35.0,32.71,210.03,V-89965,SG-110,OPS-M6-FKM,N,PC,Press 5500T,M,8/5,8.0,5.0,27.0,0.8,1.0,2.0,"Available Capacity, hours",27.0,11.74551282051282,0.4350189933523267,OPS-M6-FKM,True,0.13559358974358973,RM-COMP-HNBR,0.347,KG,RUBBER COMPOUND HNBR60,8.0,0.032,0.017,1.0495,0.364,Gaskets,Active,M6-FKM GASKET 04,2337.0,1792.0,1284.0,411.0,601.0,345.0,241.0,71068.34,18276.45,89344.79,2026.04.03,OPS-M6-FKM,2593.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-200035,MAT-200035,M6-FKM GASKET 36,0.434,OVEN_1,T-70209-C,PRJ-EPSILON-0134,P01_NW03_Northwind Carpathia,MAT-200035,M6-FKM GASKET 36,0,11 2026,6688,Gaskets,2026,11,NW03,Both,NW03,Gaskets,MAT-200035,M6-FKM GASKET 36,49954.0,T-70209-C,OVEN_1,0.434,210143.0,A,Active,SF-100133,EMEA-East,T. Novak,90,2026-02-27,Pharma,39629,773702.16,Strategic,OEM,M6-FKM GASKET 36,HALB,A,F,21.0,2.0,21.0,28.0,29.72,77.42,V-31489,SG-84,OPS-M6-FKM,Y,PC,Curing oven,M,12/6,12.0,6.0,42.98,0.722,1.5,2.0,"Available Capacity, hours",42.97999999999984,33.24070512820512,0.7733993747837423,OPS-M6-FKM,True,0.18041730769230765,RM-COMP-SILI,0.295,KG,RUBBER COMPOUND SILICONE,8.0,0.027,0.022,1.0496,0.31,Gaskets,Active,M6-FKM GASKET 36,7992.0,4020.0,6619.0,1562.0,435.0,808.0,566.0,353502.04,19240.91,372742.95,2026.04.03,OPS-M6-FKM,7619.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-200035,MAT-200035,M6-FKM GASKET 36,0.434,OVEN_1,T-70209-C,PRJ-EPSILON-0134,P01_NW03_Northwind Carpathia,MAT-200035,M6-FKM GASKET 36,0,11 2026,6688,Gaskets,2026,11,NW03,Both,NW03,Gaskets,MAT-200035,M6-FKM GASKET 36,49954.0,T-70209-C,OVEN_1,0.434,210143.0,A,Active,SF-100133,EMEA-East,T. Novak,90,2026-02-27,Pharma,39629,773702.16,Strategic,OEM,M6-FKM GASKET 36,HALB,A,F,21.0,2.0,21.0,28.0,29.72,77.42,V-31489,SG-84,OPS-M6-FKM,Y,PC,Curing oven,M,12/6,12.0,6.0,42.98,0.722,1.5,2.0,"Available Capacity, hours",42.97999999999984,33.24070512820512,0.7733993747837423,OPS-M6-FKM,True,0.18041730769230765,RM-COMP-AFLAS,0.405,KG,RUBBER COMPOUND AFLAS,4.0,0.049,0.026,1.0763,0.436,Gaskets,Active,M6-FKM GASKET 36,7992.0,4020.0,6619.0,1562.0,435.0,808.0,566.0,353502.04,19240.91,372742.95,2026.04.03,OPS-M6-FKM,7619.0
Not approved,NW02_Northwind Heartland,NW02_MAT-200159,MAT-200159,M22-NBR GASKET 40,0.649,PRESS_2,T-70266-D,PRJ-DELTA-0289,P01_NW02_Northwind Heartland,MAT-200159,M22-NBR GASKET 40,0,11 2026,2972,Gaskets,2026,11,NW02,Both,NW02,Gaskets,MAT-200159,M22-NBR GASKET 40,122887.0,T-70266-D,PRESS_2,0.649,26244.0,A,Active,SF-100288,EMEA-East,H. Lindqvist,75,2026-08-12,Refrigeration,25867,473621.91,Strategic,Distributor,M22-NBR GASKET 40,FERT,A,X,21.0,4.0,21.0,14.0,70.29,142.16,V-54330,SG-10,OPS-M22-NBR,Y,PC,Press 3300T,S,8/5,8.0,5.0,27.8,0.82,1.0,1.0,"Available Capacity, hours",27.800000000000082,17.94083333333334,0.6453537170263772,OPS-M22-NBR,False,0.04951858974358975,RM-COMP-FKM,0.403,KG,RUBBER COMPOUND FKM75,2.0,0.051,0.013,1.0647,0.429,Gaskets,Active,M22-NBR GASKET 40,11896.0,8009.0,10153.0,1344.0,508.0,1193.0,835.0,364427.85,15562.32,379990.17,2026.04.03,OPS-M22-NBR,11211.0
Not approved,NW02_Northwind Heartland,NW02_MAT-200159,MAT-200159,M22-NBR GASKET 40,0.649,PRESS_2,T-70266-D,PRJ-DELTA-0289,P01_NW02_Northwind Heartland,MAT-200159,M22-NBR GASKET 40,0,11 2026,2972,Gaskets,2026,11,NW02,Both,NW02,Gaskets,MAT-200159,M22-NBR GASKET 40,122887.0,T-70266-D,PRESS_2,0.649,26244.0,A,Active,SF-100288,EMEA-East,H. Lindqvist,75,2026-08-12,Refrigeration,25867,473621.91,Strategic,Distributor,M22-NBR GASKET 40,FERT,A,X,21.0,4.0,21.0,14.0,70.29,142.16,V-54330,SG-10,OPS-M22-NBR,Y,PC,Press 3300T,S,8/5,8.0,5.0,27.8,0.82,1.0,1.0,"Available Capacity, hours",27.800000000000082,17.94083333333334,0.6453537170263772,OPS-M22-NBR,False,0.04951858974358975,RM-COMP-EPDM,0.321,KG,RUBBER COMPOUND EPDM80,8.0,0.023,0.005,1.0281,0.33,Gaskets,Active,M22-NBR GASKET 40,11896.0,8009.0,10153.0,1344.0,508.0,1193.0,835.0,364427.85,15562.32,379990.17,2026.04.03,OPS-M22-NBR,11211.0
Not approved,NW11_Northwind Levant,NW11_MAT-200141,MAT-200141,M14-HNBR GASKET 22,0.703,PRESS_2,T-70281-B,PRJ-OMEGA-0665,P01_NW11_Northwind Levant,MAT-200141,M14-HNBR GASKET 22,0,11 2026,1744,Gaskets,2026,11,NW11,Both,NW11,Gaskets,MAT-200141,M14-HNBR GASKET 22,143671.0,T-70281-B,PRESS_2,0.703,185049.0,B,Active,SF-100664,APAC-East,M. Akiyama,25,2026-10-11,Oil & Gas,54628,818231.88,Strategic,Direct,M14-HNBR GASKET 22,ROH,A,X,7.0,2.0,7.0,14.0,93.21,88.22,V-55679,SG-76,OPS-M14-HNBR,N,PC,Press 5500T,M,12/6,12.0,6.0,43.56,0.73,1.5,2.0,"Available Capacity, hours",43.56000000000013,34.518525641025654,0.7924363094817619,OPS-M14-HNBR,False,0.017343589743589734,RM-COMP-NBR,0.359,KG,RUBBER COMPOUND NBR70,8.0,0.038,0.026,1.065,0.382,Gaskets,Active,M14-HNBR GASKET 22,3516.0,1941.0,2280.0,640.0,703.0,709.0,496.0,167979.38,33586.32,201565.7,2026.04.03,OPS-M14-HNBR,3510.0
