Status,Connector RCCP pivot,Connector Plant_Material nr,Material number,Material Description,Cycle time,Work center,Tool number,Project_name,Gasket Factory,Gasket Final,Gasket Description,All delayed,demand_month,demand_pcs,product_type,demand_year,demand_month_num,pipeline_plant,factory_production_type,Plant_2_6,Type_2_6,Sap code_2_6,Material description_2_6,Total QTY_2_6,Tool No._2_6,Work center_2_6,Cycle times Standard Value (Machine)_2_6,OPS plan GD_2_6,Rev no_2_6,Material Status_2_6,Project ID,Region,Owner,Probability,Requested delivery date,Customer segment,Total expected PCS,Total expected EUR,Revenue tier,Submission channel,Description_2_3,Material Type_2_3,ABC (SAP)_2_3,Procurement Type_2_3,In House Production Time (WD)_2_3,Production LT Weeks_2_3,Transportation Lanes Lead Time (CD)_2_3,Planned Delivery Time (MARC) (CD)_2_3,Standard Cost in EUR_2_3,Avg Sales Price in EUR_2_3,G37 - Vendor_2_3,P45 - Supply Group_2_3,P55 - Operations Group_2_3,Is Network Material_2_3,Base Unit of Measure_2_3,WC-Description long_2_5,Size_2_5,Weekly Schedule_2_5,Hours_2_5,Days_2_5,Weekly available time_2_5,OEE (in %)_2_5,Daily breaks (in H)_2_5,NR of stands per WC_2_5,AP Limit_2_5,cap_avg_available_hrs_per_week,cap_avg_load_hrs_per_week,cap_utilization_pct,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP,ops_avg_planned_pcs_per_week,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Total Scrap Factor,Effective Component Quantity,Comp Plate/Gasket,BOM Status,Header Description,Stock Qty_3_1,ATP Quantity_3_1,ATP Qty (allow negative)_3_1,Reserved Stock Qty_3_1,Stock in Transit Qty_3_1,Safety Stock Qty_3_1,Minimum Safety Stock Qty_3_1,Stock Value (EUR)_3_1,Stock in Transit Value (EUR)_3_1,Total Stock Value (EUR)_3_1,Calendar day_3_1,Operation Group_3_1,inv_usable_qty_3_1
Not approved,NW14_Northwind Oceania,NW14_MAT-200542,MAT-200542,M18-AFLAS GASKET 23,0.84,PRESS_1,T-70094-B,PRJ-BETA-0153,P01_NW14_Northwind Oceania,MAT-200542,M18-AFLAS GASKET 23,0,7 2027,10286,Gaskets,2027,7,NW14,Both,NW14,Gaskets,MAT-200542,M18-AFLAS GASKET 23,67272.0,T-70094-B,PRESS_1,0.84,267590.0,B,Phase-out,SF-100152,EMEA-West,J. Park,10,2026-08-12,Marine,57305,540912.32,Small,Partner,M18-AFLAS GASKET 23,ROH,C,X,5.0,4.0,30.0,28.0,18.17,104.2,V-28752,SG-30,OPS-M18-AFLAS,N,PC,Press 3300T,S,8/5,8.0,5.0,27.8,0.82,1.0,1.0,"Available Capacity, hours",27.800000000000082,16.571089743589738,0.5960823648773269,OPS-M18-AFLAS,False,0.031582051282051285,RM-COMP-HNBR,0.398,KG,RUBBER COMPOUND HNBR60,4.0,0.05,0.018,1.0689,0.425,Gaskets,Active,M18-AFLAS GASKET 23,7481.0,4395.0,5374.0,343.0,314.0,1149.0,804.0,260582.86,10937.44,271520.3,2026.04.03,OPS-M18-AFLAS,6646.0
Not approved,NW02_Northwind Heartland,NW02_MAT-200158,MAT-200158,M18-AFLAS GASKET 39,0.811,PRESS_3,T-70449-C,PRJ-OMEGA-0170,P01_NW02_Northwind Heartland,MAT-200158,M18-AFLAS GASKET 39,0,7 2027,10380,Gaskets,2027,7,NW02,Both,NW02,Gaskets,MAT-200158,M18-AFLAS GASKET 39,61217.0,T-70449-C,PRESS_3,0.811,300893.0,D,Active,SF-100169,LATAM,H. Lindqvist,25,2026-05-01,Refrigeration,43030,86528.01,Medium,OEM,M18-AFLAS GASKET 39,HALB,B,F,10.0,3.0,30.0,60.0,55.89,128.31,V-13571,SG-120,OPS-M18-AFLAS,N,PC,Press 5500T,M,8/5,8.0,5.0,27.8,0.82,1.0,2.0,"Available Capacity, hours",27.800000000000082,10.903653846153853,0.39221776425013744,OPS-M18-AFLAS,False,0.16135128205128202,RM-COMP-FKM,0.367,KG,RUBBER COMPOUND FKM75,6.0,0.027,0.023,1.0506,0.386,Gaskets,Active,M18-AFLAS GASKET 39,2239.0,1220.0,1013.0,24.0,2232.0,176.0,123.0,118203.35,117833.8,236037.16,2026.04.03,OPS-M18-AFLAS,4295.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200274,MAT-200274,M12-EPDM GASKET 35,0.671,ASSY_1,T-70125-B,PRJ-GAMMA-0034,P01_NW05_Northwind Pacific,MAT-200274,M12-EPDM GASKET 35,0,7 2027,302,Gaskets,2027,7,NW05,Both,NW05,Gaskets,MAT-200274,M12-EPDM GASKET 35,47636.0,T-70125-B,ASSY_1,0.671,199581.0,A,Active,SF-100033,EMEA-West,K. Suzuki,90,2026-06-05,Food & Beverage,28726,329207.7,Medium,Distributor,M12-EPDM GASKET 35,ROH,C,F,14.0,3.0,7.0,45.0,3.7,7.94,V-51566,SG-120,OPS-M12-EPDM,Y,PC,Assembly cell,S,8/5,8.0,5.0,27.3,0.8075,1.0,1.0,"Available Capacity, hours",27.300000000000075,17.35115384615384,0.6355734009580143,OPS-M12-EPDM,True,0.029546153846153844,RM-COMP-FKM,0.496,KG,RUBBER COMPOUND FKM75,8.0,0.059,0.028,1.0887,0.54,Gaskets,Active,M12-EPDM GASKET 35,6672.0,5931.0,3600.0,1100.0,2381.0,453.0,317.0,330412.72,117912.57,448325.29,2026.04.03,OPS-M12-EPDM,8600.0
Not approved,NW02_Northwind Heartland,NW02_MAT-200253,MAT-200253,M14-HNBR GASKET 14,0.626,PRESS_3,T-70207-A,PRJ-ALPHA-0291,P01_NW02_Northwind Heartland,MAT-200253,M14-HNBR GASKET 14,0,7 2027,6401,Gaskets,2027,7,NW02,Both,NW02,Gaskets,MAT-200253,M14-HNBR GASKET 14,186936.0,T-70207-A,PRESS_3,0.626,65796.0,A,Phase-out,SF-100290,APAC-East,L. Tran,90,2026-04-22,Pharma,22128,953135.15,Strategic,Distributor,M14-HNBR GASKET 14,HALB,C,F,14.0,2.0,21.0,14.0,86.94,149.6,V-64574,SG-95,OPS-M14-HNBR,N,PC,Press 5500T,M,8/5,8.0,5.0,27.8,0.82,1.0,2.0,"Available Capacity, hours",27.800000000000082,10.903653846153853,0.39221776425013744,OPS-M14-HNBR,True,0.12575641025641018,RM-COMP-FKM,0.391,KG,RUBBER COMPOUND FKM75,4.0,0.037,0.025,1.0629,0.416,Gaskets,Active,M14-HNBR GASKET 14,4269.0,3494.0,1577.0,12.0,963.0,811.0,568.0,170967.82,38566.88,209534.7,2026.04.03,OPS-M14-HNBR,4421.0
Not approved,NW04_Northwind Southbay,NW04_MAT-200182,MAT-200182,M18-AFLAS GASKET 23,0.798,PRESS_2,T-70365-A,PRJ-GAMMA-0337,P01_NW04_Northwind Southbay,MAT-200182,M18-AFLAS GASKET 23,0,7 2027,2846,Gaskets,2027,7,NW04,Both,NW04,Gaskets,MAT-200182,M18-AFLAS GASKET 23,191822.0,T-70365-A,PRESS_2,0.798,90625.0,B,Active,SF-100336,EMEA-West,L. Tran,75,2026-07-25,Refrigeration,16471,393657.33,Small,OEM,M18-AFLAS GASKET 23,HALB,B,E,5.0,8.0,21.0,45.0,20.52,49.91,V-43760,SG-120,OPS-M18-AFLAS,N,PC,Press 5500T,M,12/6,12.0,6.0,48.0,0.75,1.0,2.0,"Available Capacity, hours",48.0,35.907051282051285,0.7480635683760685,OPS-M18-AFLAS,False,0.05952820512820513,RM-COMP-SILI,0.289,KG,RUBBER COMPOUND SILICONE,2.0,0.018,0.007,1.0251,0.296,Gaskets,Active,M18-AFLAS GASKET 23,11800.0,10020.0,3771.0,2075.0,3379.0,220.0,154.0,517806.83,148277.06,666083.88,2026.04.03,OPS-M18-AFLAS,14959.0
Not approved,NW04_Northwind Southbay,NW04_MAT-200182,MAT-200182,M18-AFLAS GASKET 23,0.798,PRESS_2,T-70365-A,PRJ-GAMMA-0337,P01_NW04_Northwind Southbay,MAT-200182,M18-AFLAS GASKET 23,0,7 2027,2846,Gaskets,2027,7,NW04,Both,NW04,Gaskets,MAT-200182,M18-AFLAS GASKET 23,191822.0,T-70365-A,PRESS_2,0.798,90625.0,B,Active,SF-100336,EMEA-West,L. Tran,75,2026-07-25,Refrigeration,16471,393657.33,Small,OEM,M18-AFLAS GASKET 23,HALB,B,E,5.0,8.0,21.0,45.0,20.52,49.91,V-43760,SG-120,OPS-M18-AFLAS,N,PC,Press 5500T,M,12/6,12.0,6.0,48.0,0.75,1.0,2.0,"Available Capacity, hours",48.0,35.907051282051285,0.7480635683760685,OPS-M18-AFLAS,False,0.05952820512820513,RM-COMP-FKM,0.4,KG,RUBBER COMPOUND FKM75,6.0,0.023,0.013,1.0363,0.415,Gaskets,Active,M18-AFLAS GASKET 23,11800.0,10020.0,3771.0,2075.0,3379.0,220.0,154.0,517806.83,148277.06,666083.88,2026.04.03,OPS-M18-AFLAS,14959.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200419,MAT-200419,M6-FKM GASKET 20,0.355,OVEN_1,T-70497-C,PRJ-ALPHA-0396,P01_NW05_Northwind Pacific,MAT-200419,M6-FKM GASKET 20,0,7 2027,5417,Gaskets,2027,7,NW05,Both,NW05,Gaskets,MAT-200419,M6-FKM GASKET 20,46539.0,T-70497-C,OVEN_1,0.355,261389.0,C,Phase-out,SF-100395,,S. Iyer,75,2026-04-15,Refrigeration,59562,891517.37,Small,Distributor,M6-FKM GASKET 20,ROH,C,X,14.0,2.0,30.0,21.0,37.97,162.16,V-35457,SG-10,OPS-M6-FKM,N,PC,Curing oven,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,12.94326923076922,0.47411242603550124,OPS-M6-FKM,True,0.08409487179487174,RM-COMP-NBR,0.318,KG,RUBBER COMPOUND NBR70,6.0,0.018,0.006,1.0241,0.326,Gaskets,Active,M6-FKM GASKET 20,700.0,386.0,289.0,71.0,577.0,51.0,36.0,41626.09,34311.79,75937.89,2026.04.03,OPS-M6-FKM,1226.0
Not approved,NW09_Northwind Alpine,NW09_MAT-200696,MAT-200696,M10-BFG GASKET 17,0.589,EXTRUSION_1,T-70328-D,PRJ-ALPHA-0673,P01_NW09_Northwind Alpine,MAT-200696,M10-BFG GASKET 17,0,7 2027,5850,Gaskets,2027,7,NW09,Both,NW09,Gaskets,MAT-200696,M10-BFG GASKET 17,43170.0,T-70328-D,EXTRUSION_1,0.589,119429.0,C,Active,SF-100672,EMEA-West,K. Suzuki,90,2026-04-28,Oil & Gas,32146,516182.48,Small,OEM,M10-BFG GASKET 17,FERT,C,F,21.0,6.0,30.0,60.0,1.76,30.37,V-95303,SG-99,OPS-M10-BFG,N,PC,Extrusion line A,M,12/5,12.0,5.0,39.46,0.741,1.0,2.0,"Available Capacity, hours",39.46000000000003,27.91833333333333,0.7075097144787965,OPS-M10-BFG,True,0.07821410256410262,RM-COMP-NBR,0.393,KG,RUBBER COMPOUND NBR70,8.0,0.034,0.01,1.0443,0.41,Gaskets,Active,M10-BFG GASKET 17,8891.0,7134.0,6020.0,1085.0,3378.0,1171.0,820.0,36142.74,13731.88,49874.62,2026.04.03,OPS-M10-BFG,11098.0
Not approved,Missing plant,_,,M20-SILI GASKET 29,Missing CT,Missing WC,Missing tool,PRJ-DELTA-0111,,,,0,7 2027,8461,Gaskets,2027,7,,,,,,,,,,,,,,SF-100110,APAC-South,L. Tran,25,2026-11-02,Food & Beverage,6196,616267.72,Small,Distributor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not approved,NW08_Northwind Iberia,NW08_MAT-200389,MAT-200389,M14-HNBR GASKET 30,0.643,PRESS_1,T-70357-D,PRJ-GAMMA-0081,P01_NW08_Northwind Iberia,MAT-200389,M14-HNBR GASKET 30,0,7 2027,5549,Gaskets,2027,7,NW08,Both,NW08,Gaskets,MAT-200389,M14-HNBR GASKET 30,64683.0,T-70357-D,PRESS_1,0.643,159405.0,A,Active,SF-100080,EMEA-East,A. Meyer,90,2026-12-14,Industrial,6258,868303.3,Medium,OEM,M14-HNBR GASKET 30,ROH,A,E,5.0,2.0,30.0,14.0,117.34,138.49,V-37863,SG-73,OPS-M14-HNBR,Y,PC,Press 3300T,S,8/5,8.0,5.0,27.0,0.8,1.0,1.0,"Available Capacity, hours",27.0,10.931730769230768,0.40487891737891735,OPS-M14-HNBR,False,0.13904807692307697,RM-COMP-AFLAS,0.386,KG,RUBBER COMPOUND AFLAS,3.0,0.04,0.01,1.0504,0.405,Gaskets,Active,M14-HNBR GASKET 30,9575.0,7031.0,7854.0,881.0,2390.0,294.0,206.0,36724.14,9166.65,45890.79,2026.04.03,OPS-M14-HNBR,11671.0
Not approved,NW08_Northwind Iberia,NW08_MAT-200389,MAT-200389,M14-HNBR GASKET 30,0.643,PRESS_1,T-70357-D,PRJ-GAMMA-0081,P01_NW08_Northwind Iberia,MAT-200389,M14-HNBR GASKET 30,0,7 2027,5549,Gaskets,2027,7,NW08,Both,NW08,Gaskets,MAT-200389,M14-HNBR GASKET 30,64683.0,T-70357-D,PRESS_1,0.643,159405.0,A,Active,SF-100080,EMEA-East,A. Meyer,90,2026-12-14,Industrial,6258,868303.3,Medium,OEM,M14-HNBR GASKET 30,ROH,A,E,5.0,2.0,30.0,14.0,117.34,138.49,V-37863,SG-73,OPS-M14-HNBR,Y,PC,Press 3300T,S,8/5,8.0,5.0,27.0,0.8,1.0,1.0,"Available Capacity, hours",27.0,10.931730769230768,0.40487891737891735,OPS-M14-HNBR,False,0.13904807692307697,RM-COMP-EPDM,0.241,KG,RUBBER COMPOUND EPDM80,3.0,0.031,0.025,1.0568,0.255,Gaskets,Active,M14-HNBR GASKET 30,9575.0,7031.0,7854.0,881.0,2390.0,294.0,206.0,36724.14,9166.65,45890.79,2026.04.03,OPS-M14-HNBR,11671.0
Not approved,NW04_Northwind Southbay,NW04_MAT-200737,MAT-200737,M8-NBR GASKET 18,0.471,PRESS_3,T-70644-D,PRJ-BETA-0018,P01_NW04_Northwind Southbay,MAT-200737,M8-NBR GASKET 18,0,7 2027,2394,Gaskets,2027,7,NW04,Both,NW04,Gaskets,MAT-200737,M8-NBR GASKET 18,244479.0,T-70644-D,PRESS_3,0.471,150691.0,D,Phase-out,SF-100017,APAC-South,H. Lindqvist,25,2026-02-14,Oil & Gas,49977,717711.06,Large,Distributor,M8-NBR GASKET 18,ROH,A,X,21.0,3.0,21.0,60.0,38.89,70.47,V-45288,SG-62,OPS-M8-NBR,Y,PC,Press 8000T,M,12/6,12.0,6.0,48.0,0.75,1.0,2.0,"Available Capacity, hours",48.0,39.19826923076924,0.8166306089743592,OPS-M8-NBR,True,0.1350608974358974,RM-COMP-FKM,0.379,KG,RUBBER COMPOUND FKM75,3.0,0.017,0.016,1.0333,0.392,Gaskets,Active,M8-NBR GASKET 18,5003.0,3731.0,3093.0,919.0,1298.0,311.0,218.0,53376.91,13848.34,67225.25,2026.04.03,OPS-M8-NBR,5990.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-200629,MAT-200629,M14-HNBR GASKET 30,0.46,GRINDING_1,T-70031-C,PRJ-BETA-0674,P01_NW03_Northwind Carpathia,MAT-200629,M14-HNBR GASKET 30,0,7 2027,6477,Gaskets,2027,7,NW03,Both,NW03,Gaskets,MAT-200629,M14-HNBR GASKET 30,189519.0,T-70031-C,GRINDING_1,0.46,47271.0,A,Phase-out,SF-100673,LATAM,C. Moreau,90,2026-04-09,Data Center,52644,458633.04,Medium,Direct,M14-HNBR GASKET 30,HALB,A,X,7.0,3.0,30.0,14.0,67.32,81.54,V-29897,SG-113,OPS-M14-HNBR,Y,PC,Grinding line,S,12/6,12.0,6.0,42.98,0.722,1.5,1.0,"Available Capacity, hours",42.97999999999984,23.05641025641026,0.5364450967056851,OPS-M14-HNBR,False,0.14453269230769233,RM-COMP-FKM,0.461,KG,RUBBER COMPOUND FKM75,6.0,0.028,0.007,1.0352,0.477,Gaskets,Active,M14-HNBR GASKET 30,10757.0,8996.0,9488.0,692.0,2820.0,880.0,616.0,595239.65,156044.98,751284.63,2026.04.03,OPS-M14-HNBR,12697.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-200629,MAT-200629,M14-HNBR GASKET 30,0.46,GRINDING_1,T-70031-C,PRJ-BETA-0674,P01_NW03_Northwind Carpathia,MAT-200629,M14-HNBR GASKET 30,0,7 2027,6477,Gaskets,2027,7,NW03,Both,NW03,Gaskets,MAT-200629,M14-HNBR GASKET 30,189519.0,T-70031-C,GRINDING_1,0.46,47271.0,A,Phase-out,SF-100673,LATAM,C. Moreau,90,2026-04-09,Data Center,52644,458633.04,Medium,Direct,M14-HNBR GASKET 30,HALB,A,X,7.0,3.0,30.0,14.0,67.32,81.54,V-29897,SG-113,OPS-M14-HNBR,Y,PC,Grinding line,S,12/6,12.0,6.0,42.98,0.722,1.5,1.0,"Available Capacity, hours",42.97999999999984,23.05641025641026,0.5364450967056851,OPS-M14-HNBR,False,0.14453269230769233,RM-COMP-EPDM,0.323,KG,RUBBER COMPOUND EPDM80,4.0,0.031,0.009,1.0403,0.336,Gaskets,Active,M14-HNBR GASKET 30,10757.0,8996.0,9488.0,692.0,2820.0,880.0,616.0,595239.65,156044.98,751284.63,2026.04.03,OPS-M14-HNBR,12697.0
Not approved,NW07_Northwind West Coast,NW07_MAT-200208,MAT-200208,M10-BFG GASKET 09,0.587,PRESS_1,T-70193-B,PRJ-EPSILON-0348,P01_NW07_Northwind West Coast,MAT-200208,M10-BFG GASKET 09,0,7 2027,5534,Gaskets,2027,7,NW07,Both,NW07,Gaskets,MAT-200208,M10-BFG GASKET 09,57275.0,T-70193-B,PRESS_1,0.587,175681.0,C,Active,SF-100347,APAC-East,A. Meyer,25,2026-09-01,Data Center,8276,654745.11,Large,Direct,M10-BFG GASKET 09,ROH,C,F,14.0,6.0,7.0,21.0,12.77,121.47,V-68782,SG-50,OPS-M10-BFG,N,PC,Press 3300T,S,8/5,8.0,5.0,28.2,0.83,1.0,1.0,"Available Capacity, hours",28.199999999999918,20.018141025641025,0.7098631569376271,OPS-M10-BFG,False,0.09898269230769233,RM-COMP-EPDM,0.314,KG,RUBBER COMPOUND EPDM80,6.0,0.057,0.007,1.0644,0.334,Gaskets,Active,M10-BFG GASKET 09,10533.0,8773.0,8405.0,839.0,737.0,760.0,532.0,292319.75,20453.78,312773.53,2026.04.03,OPS-M10-BFG,10510.0
Not approved,NW04_Northwind Southbay,NW04_MAT-200121,MAT-200121,M8-NBR GASKET 02,0.395,PRESS_3,T-70161-D,PRJ-BETA-0582,P01_NW04_Northwind Southbay,MAT-200121,M8-NBR GASKET 02,0,7 2027,2888,Gaskets,2027,7,NW04,Both,NW04,Gaskets,MAT-200121,M8-NBR GASKET 02,113680.0,T-70161-D,PRESS_3,0.395,122821.0,B,Phase-out,SF-100581,EMEA-East,M. Silva,10,2026-07-08,Refrigeration,3875,1107841.02,Large,OEM,M8-NBR GASKET 02,ROH,A,E,14.0,3.0,30.0,21.0,113.35,170.75,V-74492,SG-109,OPS-M8-NBR,N,PC,Press 8000T,M,12/6,12.0,6.0,48.0,0.75,1.0,2.0,"Available Capacity, hours",48.0,39.19826923076924,0.8166306089743592,OPS-M8-NBR,False,0.05611089743589742,RM-COMP-HNBR,0.444,KG,RUBBER COMPOUND HNBR60,8.0,0.031,0.01,1.0413,0.462,Gaskets,Active,M8-NBR GASKET 02,1094.0,994.0,561.0,3.0,2914.0,346.0,242.0,61336.83,163377.98,224714.8,2026.04.03,OPS-M8-NBR,3662.0
Not approved,NW07_Northwind West Coast,NW07_MAT-200005,MAT-200005,M14-HNBR GASKET 06,0.607,EXTRUSION_1,T-70430-A,PRJ-ALPHA-0602,P01_NW07_Northwind West Coast,MAT-200005,M14-HNBR GASKET 06,0,7 2027,7382,Gaskets,2027,7,NW07,Both,NW07,Gaskets,MAT-200005,M14-HNBR GASKET 06,63789.0,T-70430-A,EXTRUSION_1,0.607,21720.0,A,Active,SF-100601,LATAM,A. Meyer,75,2026-12-27,Oil & Gas,32098,803381.12,Large,Direct,M14-HNBR GASKET 06,ROH,B,X,7.0,8.0,21.0,35.0,102.59,201.27,V-53368,SG-103,OPS-M14-HNBR,Y,PC,Extrusion line A,M,8/5,8.0,5.0,26.54,0.7885,1.0,2.0,"Available Capacity, hours",26.53999999999997,12.33237179487179,0.4646711301760288,OPS-M14-HNBR,False,0.08137179487179481,RM-COMP-SILI,0.3,KG,RUBBER COMPOUND SILICONE,8.0,0.051,0.027,1.0794,0.324,Gaskets,Active,M14-HNBR GASKET 06,1173.0,780.0,425.0,48.0,981.0,577.0,404.0,63475.94,53086.02,116561.96,2026.04.03,OPS-M14-HNBR,1577.0
Not approved,NW12_Northwind Cerrado,NW12_MAT-200513,MAT-200513,M8-NBR GASKET 34,0.514,ASSY_1,T-70081-B,PRJ-BETA-0599,P01_NW12_Northwind Cerrado,MAT-200513,M8-NBR GASKET 34,0,7 2027,513,Gaskets,2027,7,NW12,Both,NW12,Gaskets,MAT-200513,M8-NBR GASKET 34,79546.0,T-70081-B,ASSY_1,0.514,205457.0,B,Active,SF-100598,EMEA-East,T. Novak,50,2026-07-23,Refrigeration,10589,715145.87,Medium,Direct,M8-NBR GASKET 34,HALB,A,X,21.0,4.0,30.0,14.0,113.79,169.56,V-69841,SG-22,OPS-M8-NBR,N,PC,Assembly cell,S,8/5,8.0,5.0,23.12,0.703,1.0,1.0,"Available Capacity, hours",23.119999999999923,14.208141025641025,0.6145389716972782,OPS-M8-NBR,False,0.03521794871794871,RM-COMP-HNBR,0.383,KG,RUBBER COMPOUND HNBR60,4.0,0.03,0.013,1.0434,0.4,Gaskets,Active,M8-NBR GASKET 34,11666.0,8836.0,6788.0,697.0,1361.0,407.0,285.0,207075.25,24158.19,231233.44,2026.04.03,OPS-M8-NBR,12620.0
Not approved,NW01_Northwind Midwest,NW01_MAT-100863,MAT-100863,HT80/PL.14 304TL 0.4mm,1.499,PRESS_5,T-70466-A,PRJ-OMEGA-0170,P01_NW01_Northwind Midwest,MAT-100863,HT80/PL.14 304TL 0.4mm,0,7 2027,200,Gaskets,2027,7,NW01,Both,NW01,Plates,MAT-100863,HT80/PL.14 304TL 0.4mm,153937.0,T-70466-A,PRESS_5,1.499,275200.0,B,Active,SF-100169,LATAM,H. Lindqvist,25,2026-05-01,Refrigeration,43030,86528.01,Medium,OEM,HT80/PL.14 304TL 0.4mm,FERT,C,F,14.0,4.0,7.0,60.0,57.07,97.74,V-71660,SG-98,OPS-HT80,N,PC,Press 11000T,L,24/5,24.0,5.0,86.0,0.8,2.0,3.0,"Available Capacity, hours",86.0,70.53275641025641,0.8201483303518188,OPS-HT80,False,0.12719743589743585,RM-COIL-SS304,11.8,KG,COIL SS304 1250mm 0.4mm,2.0,0.028,0.011,1.0393,12.264,Plates,Active,HT80/PL.14 304TL 0.4mm,7442.0,6537.0,4120.0,1372.0,2164.0,683.0,478.0,146507.97,42601.89,189109.86,2026.04.03,OPS-HT80,8923.0
Not approved,NW15_Northwind Indochina,NW15_MAT-100082,MAT-100082,MX250/PL.33 304TL 0.8mm,1.352,PRESS_2,T-70591-C,PRJ-OMEGA-0407,P01_NW15_Northwind Indochina,MAT-100082,MX250/PL.33 304TL 0.8mm,0,7 2027,6629,Gaskets,2027,7,NW15,Both,NW15,Plates,MAT-100082,MX250/PL.33 304TL 0.8mm,164223.0,T-70591-C,PRESS_2,1.352,293256.0,C,Active,SF-100406,APAC-South,M. Akiyama,90,2026-06-01,Oil & Gas,53126,549107.44,Medium,OEM,MX250/PL.33 304TL 0.8mm,ROH,B,E,21.0,3.0,14.0,45.0,92.13,158.24,V-85436,SG-60,OPS-MX250,Y,PC,Press 5500T,M,12/6,12.0,6.0,44.28,0.74,1.5,2.0,"Available Capacity, hours",44.27999999999995,20.572243589743582,0.4645944803465132,OPS-MX250,True,0.05603846153846151,RM-COIL-AL,5.662,KG,COIL ALUMINUM 1300mm 0.6mm,6.0,0.014,0.02,1.0343,5.856,Plates,Active,MX250/PL.33 304TL 0.8mm,9846.0,7661.0,7255.0,289.0,3336.0,87.0,61.0,186058.86,63040.05,249098.91,2026.04.03,OPS-MX250,13095.0
Not approved,NW10_Northwind Baltics,NW10_MAT-200550,MAT-200550,M18-AFLAS GASKET 31,0.691,PRESS_2,T-70349-D,PRJ-DELTA-0251,P01_NW10_Northwind Baltics,MAT-200550,M18-AFLAS GASKET 31,0,7 2027,324,Gaskets,2027,7,NW10,Both,NW10,Gaskets,MAT-200550,M18-AFLAS GASKET 31,148994.0,T-70349-D,PRESS_2,0.691,129627.0,C,Active,SF-100250,APAC-South,H. Lindqvist,50,2026-04-06,Data Center,28032,1144442.4,Strategic,Distributor,M18-AFLAS GASKET 31,HALB,A,X,21.0,4.0,30.0,45.0,91.61,106.89,V-83290,SG-100,OPS-M18-AFLAS,Y,PC,Press 5500T,M,12/5,12.0,5.0,38.7,0.77,1.5,2.0,"Available Capacity, hours",38.699999999999896,29.940000000000015,0.7736434108527157,OPS-M18-AFLAS,False,0.1625570512820513,RM-COMP-FKM,0.483,KG,RUBBER COMPOUND FKM75,4.0,0.048,0.009,1.0574,0.511,Gaskets,Active,M18-AFLAS GASKET 31,11114.0,6041.0,8019.0,40.0,2974.0,258.0,181.0,148457.67,39725.85,188183.53,2026.04.03,OPS-M18-AFLAS,13830.0
Not approved,NW10_Northwind Baltics,NW10_MAT-200550,MAT-200550,M18-AFLAS GASKET 31,0.691,PRESS_2,T-70349-D,PRJ-DELTA-0251,P01_NW10_Northwind Baltics,MAT-200550,M18-AFLAS GASKET 31,0,7 2027,324,Gaskets,2027,7,NW10,Both,NW10,Gaskets,MAT-200550,M18-AFLAS GASKET 31,148994.0,T-70349-D,PRESS_2,0.691,129627.0,C,Active,SF-100250,APAC-South,H. Lindqvist,50,2026-04-06,Data Center,28032,1144442.4,Strategic,Distributor,M18-AFLAS GASKET 31,HALB,A,X,21.0,4.0,30.0,45.0,91.61,106.89,V-83290,SG-100,OPS-M18-AFLAS,Y,PC,Press 5500T,M,12/5,12.0,5.0,38.7,0.77,1.5,2.0,"Available Capacity, hours",38.699999999999896,29.940000000000015,0.7736434108527157,OPS-M18-AFLAS,False,0.1625570512820513,RM-COMP-SILI,0.31,KG,RUBBER COMPOUND SILICONE,6.0,0.026,0.006,1.0322,0.32,Gaskets,Active,M18-AFLAS GASKET 31,11114.0,6041.0,8019.0,40.0,2974.0,258.0,181.0,148457.67,39725.85,188183.53,2026.04.03,OPS-M18-AFLAS,13830.0
Not approved,NW01_Northwind Midwest,NW01_MAT-101391,MAT-101391,HT80/PL.42 304TL 0.4mm,1.461,PRESS_6,T-70144-C,PRJ-ALPHA-0390,P01_NW01_Northwind Midwest,MAT-101391,HT80/PL.42 304TL 0.4mm,0,7 2027,7007,Gaskets,2027,7,NW01,Both,NW01,Plates,MAT-101391,HT80/PL.42 304TL 0.4mm,26366.0,T-70144-C,PRESS_6,1.461,46056.0,B,Active,SF-100389,EMEA-West,T. Novak,25,2026-05-07,Pharma,49034,477193.31,Large,Direct,HT80/PL.42 304TL 0.4mm,FERT,A,F,14.0,2.0,30.0,21.0,67.24,122.68,V-86360,SG-51,OPS-HT80,Y,PC,Press 13900T,L,24/5,24.0,5.0,86.0,0.8,2.0,3.0,"Available Capacity, hours",86.0,68.53102564102564,0.7968723911747166,OPS-HT80,False,0.16234871794871794,RM-COIL-SS316,13.945,KG,COIL SS316 1250mm 0.5mm,3.0,0.018,0.016,1.0343,14.423,Plates,Active,HT80/PL.42 304TL 0.4mm,11059.0,9704.0,9816.0,2160.0,1731.0,839.0,587.0,45291.61,7089.23,52380.84,2026.04.03,OPS-HT80,11951.0
